feature,correlacion_con_retorno_futuro,acierto_direccion_%
copper_ret_1m,0.10468529270013707,56.852791878172596
rate_diff,0.013086909954925372,52.79187817258884
copper_mom_3m,0.0036286605490112654,53.299492385786806
