ds,estrategia,precio_entrada,precio_salida,take_profit,stop_loss,posicion,notional,razon_cierre,pnl,capital
2025-06-26,Umbral cobre,0.6523114442825317,0.654630184173584,0.64798254,0.6484889669289993,1.0,511.9544609045542,cierre_dia,1.563842491102969,101.56384249110297
2025-06-27,Umbral cobre,0.654630184173584,0.6533215045928955,0.65170556,0.6508490021943617,1.0,527.5077260021392,cierre_dia,-1.054547447343734,100.50929504375924
2025-06-30,Umbral cobre,0.6533215045928955,0.6570132242076592,0.65059066,0.6570132242076592,-1.0,533.6121703362008,stop_loss,-3.28208493648082,97.22721010727842
2025-07-01,Umbral cobre,0.6578081846237183,0.6583105325698853,0.65456474,0.6540310701186675,1.0,507.9818561855127,cierre_dia,0.13393924381725075,97.36114935109568
2025-07-02,Umbral cobre,0.6583105325698853,0.6582901477813721,0.6510605,0.6546200523431474,1.0,521.020567593639,cierre_dia,-0.01613356243892044,97.34501578865675
2025-07-03,Umbral cobre,0.6582901477813721,0.6577298641204834,0.6522359,0.6618917720825184,-1.0,533.7697061481329,cierre_dia,0.1874170167626208,97.53243280541938
2025-07-04,Umbral cobre,0.6577298641204834,0.65757847,0.65757847,0.6612447052153778,-1.0,547.5353682671249,take_profit,0.126029909898019,97.6584627153174
2025-07-07,Umbral cobre,0.6551792025566101,0.6506096124649048,0.6571246,0.658646524552453,-1.0,553.6012559673388,cierre_dia,3.8611280763378546,101.51959079165525
2025-07-08,Umbral cobre,0.6506096124649048,0.6524518728256226,0.65795535,0.6470890894705364,1.0,562.83928605107,cierre_dia,1.3123110462862688,102.83190183794152
2025-07-09,Umbral cobre,0.6524518728256226,0.6535905003547668,0.6559966,0.6559283734353384,-1.0,578.9689789170153,cierre_dia,-1.2998732175351009,101.53202862040641
2025-07-10,Umbral cobre,0.6535905003547668,0.65567636,0.65567636,0.6501766087214187,1.0,583.150051452829,take_profit,1.5694819492155831,103.101510569622
2025-07-11,Umbral cobre,0.6594000458717346,0.6578081846237183,0.6533863,0.6557700786294668,1.0,561.8657381319466,cierre_dia,-1.3564031436150856,101.74510742600691
2025-07-14,Umbral cobre,0.6578081846237183,0.6544716358184814,0.6524293,0.661363091632867,-1.0,564.8144739482811,cierre_dia,2.5824568712622056,104.32756429726912
2025-07-15,Umbral cobre,0.6544716358184814,0.651898980140686,0.65181476,0.6509358402657295,1.0,579.3273167062703,cierre_dia,-2.5669353215665627,101.76062897570256
2025-07-16,Umbral cobre,0.651898980140686,0.6525000333786011,0.65235543,0.6553879618354483,-1.0,570.4041125866906,cierre_dia,-0.8111167290180918,100.94951224668446
2025-07-17,Umbral cobre,0.6525000333786011,0.649819016456604,0.6538604,0.6559169652709991,-1.0,578.3219758379919,cierre_dia,2.3762313015619316,103.3257435482464
2025-07-18,Umbral cobre,0.649819016456604,0.6512112617492676,0.65180975,0.6464385539750714,1.0,595.8625491095108,cierre_dia,0.978711618409328,104.30445516665573
2025-07-21,Umbral cobre,0.6512112617492676,0.65121484,0.65121484,0.6478814665941045,1.0,611.9676979212384,take_profit,0.0033626166989181466,104.30781778335465
2025-07-22,Umbral cobre,0.6528096795082092,0.6554712057113647,0.6502383,0.6495221264658828,1.0,621.3723601171229,cierre_dia,2.53335523396986,106.84117301732451
2025-07-23,Umbral cobre,0.6554712057113647,0.6603999137878418,0.652402,0.6521809379488234,1.0,638.5314286080342,cierre_dia,4.801332204744751,111.64250522206926
2025-07-24,Umbral cobre,0.6603999137878418,0.6597176194190979,0.65490705,0.6638409375749369,-1.0,642.7915532018602,cierre_dia,0.3427064558028535,111.98521167787212
2025-07-25,Umbral cobre,0.6597176194190979,0.6572980284690857,0.6613555,0.6630828189757492,-1.0,658.6113187158504,cierre_dia,2.415533463762368,114.40074514163449
2025-07-28,Umbral cobre,0.6572980284690857,0.6524008512496948,0.6612787,0.6606224128880329,-1.0,678.5802250342953,cierre_dia,5.055739520939968,119.45648466257445
