ds,estrategia,precio_entrada,precio_salida,posicion,notional,razon_cierre,pnl,capital
2025-06-25,PPO,935.4400024414062,930.75,-1.0,309.46205965515526,cierre_periodo,1.3968145653119626,101.39681456531196
2025-06-27,PPO,930.75,927.5792862784559,-1.0,329.89203522631243,trailing_stop,1.1238175694012036,102.52063213471315
2025-07-01,PPO,931.1400146484376,925.760009765625,-1.0,312.8642514630049,cierre_periodo,1.807688611861445,104.3283207465746
2025-07-03,PPO,925.760009765625,930.0,-1.0,339.132368598925,cierre_periodo,-1.553229687879846,102.77509105869476
2025-07-07,PPO,930.0,943.22998046875,1.0,356.8199914043685,cierre_periodo,4.897634646383126,107.67272570507788
2025-07-09,PPO,943.22998046875,949.5599975585938,1.0,375.1278721011307,cierre_periodo,2.5174834244526534,110.19020912953053
2025-07-11,PPO,949.5599975585938,945.4687561411932,-1.0,404.52157031784566,trailing_stop,1.5406468846791168,111.73085601420965
2025-07-15,PPO,967.97998046875,967.4299926757812,-1.0,283.2383257825606,cierre_periodo,0.16093062338528744,111.89178663759493
2025-07-17,PPO,967.4299926757812,963.3900146484376,-1.0,304.77703279336765,cierre_periodo,1.2727458576290431,113.16453249522398
2025-07-21,PPO,963.3900146484376,950.22998046875,-1.0,329.7409700778693,cierre_periodo,4.504304975853061,117.66883747107704
2025-07-23,PPO,950.22998046875,949.75,-1.0,352.6409229370309,cierre_periodo,0.17812609470420215,117.84696356578124
2025-07-25,PPO,949.75,945.673736860204,-1.0,377.63966450497776,trailing_stop,1.6208040479563643,119.4677676137376
2025-07-29,PPO,958.5599975585938,969.298909519946,-1.0,319.91236200916154,stop_loss,-3.5840330284121316,115.88373458532547
2025-07-31,PPO,981.4299926757812,969.7144375048864,1.0,291.2327357764403,stop_loss,-3.6221284054479668,112.2616061798775
2025-08-04,PPO,946.9133911132812,960.55774,1.0,250.68098395405434,take_profit,3.61213479124393,115.87374097112144
2025-08-06,PPO,966.3499755859376,969.8300170898438,1.0,256.9870348780867,cierre_periodo,0.9254675530976749,116.79920852421911
2025-08-08,PPO,969.8300170898438,968.6900024414062,-1.0,273.4724408168779,cierre_periodo,0.18472484285159496,116.9839333670707
2025-08-12,PPO,968.6900024414062,966.3482,-1.0,294.01480879649193,take_profit,0.7107790885772644,117.69471245564797
2025-08-14,PPO,952.6199951171876,963.7264084828375,-1.0,302.84755135689284,stop_loss,-3.5308413736694413,114.16387108197853
2025-08-18,PPO,963.5999755859376,963.0399780273438,-1.0,300.60456688584793,cierre_periodo,0.17469679101629204,114.33856787299482
2025-08-20,PPO,963.0399780273438,970.4299926757812,-1.0,323.24212915985953,cierre_periodo,-2.480441231917024,111.85812664107779
2025-08-22,PPO,970.4299926757812,962.1300048828124,-1.0,336.11565190630756,cierre_periodo,2.8747625577357607,114.73288919881355
2025-08-26,PPO,962.1300048828124,968.1699829101562,-1.0,351.6598575019772,cierre_periodo,-2.2076203856354346,112.52526881317812
2025-08-28,PPO,968.1699829101562,965.9600219726562,-1.0,367.39723638674815,cierre_periodo,0.838627054434833,113.36389586761295
2025-09-01,PPO,965.9600219726562,973.1400146484376,-1.0,396.41547239423704,cierre_periodo,-2.946561062169508,110.41733480544345
2025-09-03,PPO,973.1400146484376,970.3352,-1.0,405.6071942062907,take_profit,1.1690537668749397,111.58638857231838
2025-09-05,PPO,971.739990234375,970.0399780273438,-1.0,428.46445887023935,cierre_periodo,0.7495778888164966,112.33596646113489
2025-09-09,PPO,970.0399780273438,961.3900146484376,-1.0,451.3706191987868,cierre_periodo,4.024926203890574,116.36089266502546
2025-09-11,PPO,961.3900146484376,939.7928466796876,-1.0,485.39431182050595,cierre_periodo,10.904151617693648,127.2650442827191
2025-09-15,PPO,939.7928466796876,947.3552281863161,-1.0,474.46473631793896,stop_loss,-3.81795132848154,123.44709295423756
2025-09-17,PPO,947.260009765625,955.0599975585938,1.0,452.70851710004723,cierre_periodo,3.5013666108520716,126.94845956508964
2025-09-19,PPO,955.0599975585938,955.7899780273438,-1.0,490.21097030602914,cierre_periodo,-0.6197881593359351,126.3286714057537
2025-09-23,PPO,955.7899780273438,952.010009765625,-1.0,522.7516922161357,cierre_periodo,2.0673838926570447,128.39605529841074
2025-09-25,PPO,952.010009765625,958.847955535373,-1.0,536.2765396559167,stop_loss,-3.8518816589523577,124.54417363945839
2025-09-29,PPO,959.510009765625,961.260009765625,-1.0,536.2493570619367,cierre_periodo,-0.9780370869581827,123.56613655250021
2025-10-01,PPO,961.260009765625,961.469970703125,-1.0,549.3459779569343,cierre_periodo,-0.11998959217268887,123.44614696032752
2025-10-03,PPO,961.469970703125,961.31696,-1.0,583.9347751457977,take_profit,0.09292882070862793,123.53907578103615
2025-10-07,PPO,961.4299926757812,959.0047,-1.0,456.2635902469116,take_profit,1.1509654910720848,124.69004127210823
