fecha,real,Naive,MediaMovil,GARCH,EGARCH
2025-10-26,0.012547179735283341,0.01246128594766851,0.013592401854720325,0.015288085144142876,0.015981526040006997
2025-11-02,0.019805152207382947,0.012547179735283341,0.013596177111346638,0.01671240750008926,0.016858945828495942
2025-11-09,0.019763098771289237,0.019805152207382947,0.01488600165631792,0.01760147961700347,0.018392337727827432
2025-11-16,0.016575252658290292,0.019763098771289237,0.015725052370543773,0.01727948921300515,0.018212160497458725
2025-11-23,0.01625089878833349,0.016575252658290292,0.015397598314701336,0.01711004370962181,0.01781296593827544
2025-11-30,0.014947966776218312,0.01625089878833349,0.015956408748294806,0.01657283120677556,0.017798085831722047
2025-12-07,0.008667649921547425,0.014947966776218312,0.01690831878080628,0.014906811825796243,0.015999035436750277
2025-12-14,0.012169821567509396,0.008667649921547425,0.015127310600751695,0.014579915748859045,0.01566634328954516
2025-12-21,0.010647878590926503,0.012169821567509396,0.015090877553231805,0.013857414500490764,0.015288440801648802
2025-12-28,0.004553355772570113,0.010647878590926503,0.0148534649101872,0.012592991169483161,0.01375758467325047
2026-01-04,0.0186157560328938,0.004553355772570113,0.012946990355835596,0.015550080442030633,0.01560003222988648
2026-01-11,0.013800158343756044,0.0186157560328938,0.012803572513536166,0.015039821828228193,0.015577923631750736
2026-01-18,0.013610407190239296,0.013800158343756044,0.012456685724219384,0.014982841367648096,0.015199469937250043
2026-01-25,0.01329356623297742,0.013610407190239296,0.012126624274457612,0.014864122717445454,0.0154558270033822
2026-02-01,0.009859505013450101,0.01329356623297742,0.0119198242065525,0.013837713600628503,0.015021778664813443
2026-02-08,0.013699634538206724,0.009859505013450101,0.012068806093040334,0.014031376086928251,0.015459876180624806
2026-02-15,0.012393366715472044,0.013699634538206724,0.012260032714377499,0.013700790473368987,0.015201704395255563
2026-02-22,0.009976288549049306,0.012393366715472044,0.012478218729945693,0.012986103608835363,0.01453836513583158
2026-03-01,0.01306130519080465,0.009976288549049306,0.01315608532700559,0.013499953335506753,0.014909782022874487
2026-03-08,0.02779071948768456,0.01306130519080465,0.012461778971744449,0.019302479989829133,0.020205568676213637
2026-03-15,0.037486120790365327,0.02779071948768456,0.014210599114735514,0.026949571633121058,0.02616227048723009
2026-03-22,0.012742104652827865,0.037486120790365327,0.017195063314751267,0.02371787023233836,0.023171568534486164
2026-03-29,0.02846478676075563,0.012742104652827865,0.017126130617232574,0.02506847073163289,0.025394497949497125
2026-04-05,0.018926025256285877,0.02846478676075563,0.019451790835645764,0.023536492188216393,0.024576974222789073
2026-04-12,0.022645829494108514,0.018926025256285877,0.020105089675405658,0.02378491915865633,0.02410290840464134
2026-04-19,0.010422185487396025,0.022645829494108514,0.021386647522735218,0.020705157825091077,0.020393856396863818
2026-04-26,0.017564178054346173,0.010422185487396025,0.021442384640028556,0.01995092266642542,0.020387419780393178
2026-05-03,0.016115883369328846,0.017564178054346173,0.022005243747971248,0.019206903945722293,0.019709638672118442
2026-05-10,0.01955930978134794,0.016115883369328846,0.02054588923317678,0.01963494952123136,0.020710848973280994
2026-05-17,0.03562737940514751,0.01955930978134794,0.018305037857049608,0.026235105153870522,0.025572235294201905
2026-05-24,0.010741385343900902,0.03562737940514751,0.021165697201089566,0.0228796175225526,0.022213981864528057
2026-05-31,0.005078631442860221,0.010741385343900902,0.018950272023982723,0.01931955662407854,0.01809503262846317
2026-06-07,0.007002491199371189,0.005078631442860221,0.017219347797304517,0.016763363270654558,0.0157262105561211
2026-06-14,0.025798863457819753,0.007002491199371189,0.015263930510462351,0.019843341471318453,0.0192892672979411
2026-06-21,0.020794353963449967,0.025798863457819753,0.017186015256765316,0.020524219857906936,0.02076921450310167
2026-06-28,0.011275100395796664,0.020794353963449967,0.01758978724540329,0.01836094559738283,0.01873033095789208
2026-07-05,0.004473588556902565,0.011275100395796664,0.016984689373711767,0.015653944997990554,0.015281856256030919
2026-07-12,0.014762809562716932,0.004473588556902565,0.015098974220656095,0.015817996915128828,0.016366678355653405
2026-07-19,0.007093556418197116,0.014762809562716932,0.012490902990352274,0.013920267562318466,0.014310018788120483
2026-07-26,0.012504812281891351,0.007093556418197116,0.012034924374639301,0.013488840849630061,0.01366175297199517
2026-08-02,0.014418120496372092,0.012504812281891351,0.012963196979518192,0.01436071466427292,0.014968706952980033
2026-08-09,0.011697257903465376,0.014418120496372092,0.013890150641643305,0.013954729152210814,0.01422483962321897
2026-08-16,0.004509969937893479,0.011697257903465376,0.012127449947349008,0.012085706696597403,0.01229417332357961
2026-08-23,0.009393570139675716,0.004509969937893479,0.010091901944154446,0.011650726763495605,0.01167596889729663
2026-08-30,0.012675527707800066,0.009393570139675716,0.009856710662139327,0.012338332443486833,0.012533605081901178
2026-09-06,0.011562854078988957,0.012675527707800066,0.010881953056001516,0.012277947627497385,0.012790318643392333
2026-09-13,0.01952135556874936,0.011562854078988957,0.01048195862053552,0.015554764381052246,0.01534924119445568
