estrategia,capital_final,retorno_total_%,sharpe_anualizado,max_drawdown_%,win_rate_%,operaciones
Umbral cobre,792.0199504753126,692.0199504753126,4.915356972834427,-13.416490109652424,62.758620689655174,290
PPO (RL diario),480.01394242097297,380.0139424209729,3.8963790138254377,-15.58004303245154,62.33333333333333,300
Buy-and-hold,110.69711448404928,10.697114484049287,1.0745031107776608,-5.135777022885845,51.66666666666667,300
Umbral simple (forecast),100.89364932992616,0.8936493299261716,0.14940817077527918,-30.8441389857098,49.193548387096776,124
