ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,6,4.573160194961286,104.57316019496129
2025-07-18,-1.0,take_profit,6,6.68179739670954,111.25495759167083
2025-08-15,-1.0,trailing_stop,13,-1.561166462094222,109.69379112957661
2025-09-12,-1.0,trailing_stop,2,2.368983733384437,112.06277486296105
2025-10-10,-1.0,take_profit,1,0.4447867111213174,112.50756157408237
2025-11-07,-1.0,trailing_stop,2,2.160060048587127,114.6676216226695
2025-12-05,-1.0,stop_loss,3,-3.6988637934853794,110.96875782918413
2026-01-23,-1.0,trailing_stop,6,3.727762264256878,114.69652009344101
2026-02-20,-1.0,trailing_stop,5,2.468544039943782,117.16506413338479
2026-03-20,-1.0,stop_loss,1,-3.681627718541087,113.48343641484371
2026-04-17,-1.0,trailing_stop,3,-1.3502486239816247,112.13318779086208
2026-05-15,-1.0,stop_loss,3,-3.36399563372585,108.76919215713623
2026-06-12,-1.0,take_profit,2,4.076270334422137,112.84546249155837
2026-07-10,-1.0,trailing_stop,6,-1.895203123419074,110.95025936813929
2026-08-07,-1.0,trailing_stop,8,-1.6219424787189738,109.32831688942031
