unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2026-07-05,2026-06-28,924.739990234375,919.9533421903681,898.8578442941961,903.5172484785598,936.3894359021763,941.04884008654,919.8300170898438,903.2357661148196,898.5315265439622,936.4242680648679,941.1285076357253,921.21204,915.75464,916.9312,930.121,932.3576,922.35504,909.7457,912.2068,934.4538,935.576
USDCLP,2026-07-12,2026-07-05,926.9600219726562,923.9739178245197,902.8893576033153,907.5463459618586,940.4014896871809,945.0584780457242,924.739990234375,908.1539923211122,903.4520923785861,941.3259881476378,946.0278880901639,920.73663,913.6976,914.4772,923.22894,923.5787,923.4268,911.34357,911.9167,930.2978,931.50806
USDCLP,2026-07-19,2026-07-12,924.1300048828124,927.5974117729163,906.5244418773337,911.1788702578208,944.0159532880118,948.6703816684989,926.9600219726562,910.3833642561241,905.6841121295871,943.5366796891884,948.2359318157254,917.17065,910.6834,910.8528,921.47656,925.0341,925.90045,913.7989,914.8695,933.20764,935.10944
USDCLP,2026-07-26,2026-07-19,941.8900146484376,921.7472668697196,900.6858380144339,905.3377173026116,938.1568164368276,942.8086957250054,924.1300048828124,907.5624940386786,902.8658349233688,940.6975157269462,945.394174842256,927.38617,926.68024,927.3709,929.2881,930.4013,931.4503,928.4877,929.4981,932.77905,932.97797
USDCLP,2026-08-02,2026-07-26,925.0499877929688,939.4098203554264,918.3288193241248,922.9850215573817,955.8346191534711,960.490821386728,941.8900146484376,925.3139987096772,920.6149285182208,958.466030587198,963.1651007786544,953.7764,951.1441,951.8812,953.69525,954.2332,955.3423,950.2977,952.036,955.4142,955.456
USDCLP,2026-08-09,2026-08-02,915.3800048828124,925.4763934423974,904.3922173528842,909.0491208675041,941.9036660172906,946.5605695319105,925.0499877929688,908.4673130042692,903.7663551213811,941.6326625816683,946.3336204645564,920.4192,919.8936,920.0095,920.51697,920.58734,916.83624,916.31976,916.5467,916.71967,917.1134
USDCLP,2026-08-16,2026-08-09,914.0,918.7080077565034,897.6288532444484,902.2846476333611,935.1313678796457,939.7871622685585,915.3800048828124,898.80155779108,894.1017984015375,931.9584519745448,936.6582113640873,923.2001,921.571,922.7498,923.13226,923.74695,918.6198,917.94934,917.8827,918.8278,918.83545
USDCLP,2026-08-23,2026-08-16,922.27001953125,914.1321113987975,892.9517367110993,897.6298877996385,930.6343349979566,935.3124860864957,914.0,897.4310076128515,892.7339285006834,930.5689923871485,935.2660714993166,931.6351,930.46704,931.1922,932.19434,932.4693,935.30524,933.94525,934.42206,935.93835,936.0575
USDCLP,2026-08-30,2026-08-23,922.6699829101562,921.4776687066883,900.3046319022234,904.9811622580352,937.9741751553414,942.6507055111532,922.27001953125,905.706667289213,901.0111870798131,938.833371773287,943.5288519826869,925.4583,924.8989,925.14166,925.44257,925.30133,927.8448,927.5628,927.32294,928.2271,928.51575
USDCLP,2026-09-06,2026-08-30,932.6400146484376,921.9107458872389,900.8599990291002,905.5095189635215,938.3119728109564,942.9614927453777,922.6699829101562,906.1161544015376,901.4233740382275,939.2238114187749,943.916591782085,915.33545,915.17035,915.3447,915.7115,915.6869,913.4087,912.6464,913.31604,913.05865,912.9937
