ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,nhits_h4,nhits_h5,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2022-05-30,826.0,829.989990234375,828.9455,826.6675,828.5027,834.3482,834.58716,0.00821445162366352,-5.38799832558304,17.79938164811982,777.510009765625,868.260009765625,0.0,-0.010005738498215714,1
2022-05-31,829.989990234375,823.7100219726562,826.6675,828.5027,834.3482,834.58716,827.8645,0.008037912113141608,-4.70752666495831,23.14617641278261,777.510009765625,868.260009765625,-0.002093226615656373,-0.007051192941729739,2
2022-06-01,823.7100219726562,823.1099853515625,828.5027,834.3482,834.58716,827.8645,823.4693,0.008036509899785032,-4.461224997265972,22.62483553689657,777.510009765625,868.260009765625,0.008115951194897815,0.012391857356007398,3
2022-06-02,823.1099853515625,812.72998046875,834.3482,834.58716,827.8645,823.4693,815.7396,0.007778570741036621,-4.127316208157492,18.30238629159078,777.510009765625,868.260009765625,0.05043842146787454,0.07027021817512688,4
2022-06-03,812.72998046875,811.3099975585938,834.58716,827.8645,823.4693,815.7396,816.1869,0.008240846087221304,-4.370728761225573,16.990849418606643,777.510009765625,868.260009765625,-0.01694109942939782,0.04031135339993543,5
2022-06-06,811.3099975585938,822.239990234375,812.5224,811.5205,806.2423,807.522,808.4254,0.007988377917173209,-4.38146561374079,17.281087773409496,777.510009765625,868.260009765625,-0.008523121594769303,0.031482332097146265,1
2022-06-07,822.239990234375,824.5,811.5205,806.2423,807.522,808.4254,804.81995,0.008459034392453145,-3.447670164763318,31.008033024656925,777.510009765625,868.260009765625,0.0,0.03364371971612258,2
2022-06-08,824.5,821.25,806.2423,807.522,808.4254,804.81995,807.156,0.00821041334300275,-2.5162513852687267,29.617435667395327,777.510009765625,868.260009765625,0.00427064122011487,0.029676671363824778,3
2022-06-09,821.25,826.0,807.522,808.4254,804.81995,807.156,802.6036,0.008016200254695786,-1.9810496726422988,36.61016598476189,777.510009765625,868.260009765625,-0.015710969258667343,-0.03623187647048353,4
2022-06-10,826.0,844.1300048828125,808.4254,804.81995,807.156,802.6036,804.52484,0.007891229570103814,-1.2071887762129672,42.025512131111796,777.510009765625,868.260009765625,-0.020253815503193908,-0.03941928422135979,5
2022-06-13,844.1300048828125,862.4600219726562,826.1338,823.27856,821.2937,820.99133,825.7451,0.009466519331308326,0.5323240869920758,59.45731614785517,777.510009765625,868.260009765625,-0.019842227404011686,-0.05023089466661978,1
2022-06-14,862.4600219726562,868.5399780273438,823.27856,821.2937,820.99133,825.7451,824.37756,0.010706088018949471,2.7974517940021766,67.52314081201334,777.510009765625,868.260009765625,-0.013129773188470176,-0.06261963892486455,2
2022-06-15,868.5399780273438,856.52001953125,821.2937,820.99133,825.7451,824.37756,819.9541,0.010499277196818889,4.485136729517926,68.97084591055986,777.510009765625,868.5399780273438,0.0014407595155047006,-0.06526856461798695,3
2022-06-16,856.52001953125,866.5999755859375,820.99133,825.7451,824.37756,819.9541,823.146,0.010799079448342788,4.557103693912854,66.41940666050479,777.510009765625,868.5399780273438,-0.013406814849765658,-0.06311231584894181,4
2022-06-17,866.5999755859375,876.2999877929688,825.7451,824.37756,819.9541,823.146,825.6745,0.010860814408076349,5.012575664549891,68.7096872183801,777.510009765625,868.5399780273438,-0.02324972573064061,-0.0659149469320502,5
2022-06-20,876.2999877929688,883.0999755859375,862.5823,865.2716,876.8033,877.882,875.1819,0.010877853007149337,5.648872747421585,70.27407326255936,778.0800170898438,876.2999877929688,0.0,-0.04719551545742972,1
2022-06-21,883.0999755859375,873.5,865.2716,876.8033,877.882,875.1819,873.08466,0.010695389985229146,6.167204056201621,75.88250471476033,778.530029296875,883.0999755859375,0.006327245744323865,-0.02847525087375268,2
2022-06-22,873.5,889.760009765625,876.8033,877.882,875.1819,873.08466,869.25903,0.010738195142090089,5.523761264371382,70.36291615487448,778.530029296875,883.0999755859375,-0.022891807166630616,-0.051829653058205145,3
