unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,RWD,RWD-lo-80,RWD-lo-90,RWD-hi-80,RWD-hi-90
USDCLP,2023-12-31,2022-12-31,884.6400146484375,888.3583323160808,785.2331346167517,808.0106002181105,968.7060644140511,991.4835300154099,856.0,768.6076686717013,743.8331570747129,943.3923313282987,968.1668429252871,888.3583323160807,808.2902469155882,785.5920572672154,968.4264177165732,991.124607364946
USDCLP,2024-12-31,2023-12-31,993.3499755859376,916.7123225285457,817.9628920702542,839.7738733395986,993.6507717174927,1015.4617529868372,884.6400146484375,800.0613333760572,776.0844524736701,969.2186959208178,993.1955768232049,916.7123225285457,840.0020079066401,818.2556996170747,993.4226371504512,1015.1689454400166
USDCLP,2025-12-31,2024-12-31,899.9400024414062,1030.8964015415738,930.2168270666502,952.4541230478723,1109.3386800352753,1131.5759760164974,993.3499755859376,903.74547277896,878.343841306348,1082.9544783929152,1108.356109865527,1030.8964015415738,952.6546354166264,930.4741819057853,1109.1381676665212,1131.3186211773623
