ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,5,2.802343418175261,102.80234341817525
2025-07-10,1.0,trailing_stop,2,-3.030189287666146,99.77215413050911
2025-07-30,1.0,take_profit,1,1.8637449656485823,101.63589909615769
2025-08-19,1.0,trailing_stop,4,-1.1306736712080157,100.50522542494967
2025-09-12,-1.0,trailing_stop,2,2.1705444009186436,102.67576982586831
2025-10-02,-1.0,take_profit,2,2.763728181294477,105.4394980071628
2025-10-22,-1.0,trailing_stop,4,6.120648802284662,111.56014680944746
2025-11-11,-1.0,trailing_stop,6,4.95721297684219,116.51735978628965
2025-12-05,-1.0,stop_loss,3,-3.7585312865755998,112.75882849971404
2026-01-15,-1.0,trailing_stop,12,9.161618752773885,121.92044725248793
2026-02-04,1.0,take_profit,2,2.7381165657975988,124.65856381828553
2026-02-24,-1.0,trailing_stop,3,3.837235431473856,128.4957992497594
2026-03-20,-1.0,stop_loss,1,-4.03766856385997,124.45813068589942
2026-04-09,-1.0,trailing_stop,9,2.464844206567007,126.92297489246643
2026-04-29,-1.0,stop_loss,1,-3.8076892467740033,123.11528564569242
2026-05-19,-1.0,take_profit,8,3.0233792480024118,126.13866489369484
2026-06-12,-1.0,take_profit,2,3.4857469603351676,129.62441185403
2026-07-02,-1.0,trailing_stop,3,-1.400455367701372,128.22395648632863
2026-07-22,1.0,trailing_stop,4,3.6763065384416502,131.90026302477028
2026-08-11,-1.0,trailing_stop,6,-2.896293052376258,129.00396997239403
