ds,estrategia,precio_entrada,precio_salida,posicion,notional,razon_cierre,pnl,capital
2025-06-25,Umbral cobre,935.4400024414062,930.75,-1.0,309.46205965515526,cierre_periodo,1.3968145653119626,101.39681456531196
2025-06-27,Umbral cobre,930.75,927.5792862784559,-1.0,329.89203522631243,trailing_stop,1.1238175694012036,102.52063213471315
2025-07-01,Umbral cobre,931.1400146484376,925.760009765625,-1.0,312.8642514630049,cierre_periodo,1.807688611861445,104.3283207465746
2025-07-03,Umbral cobre,925.760009765625,930.0,1.0,339.132368598925,cierre_periodo,1.3836635035803835,105.71198425015498
2025-07-07,Umbral cobre,930.0,943.22998046875,1.0,367.0164523613713,cierre_periodo,5.221097308011674,110.93308155816666
2025-07-09,Umbral cobre,943.22998046875,949.5599975585938,1.0,386.48683367150716,cierre_periodo,2.5937134238719133,113.52679498203858
2025-07-11,Umbral cobre,949.5599975585938,945.4687561411932,-1.0,416.7705800912116,trailing_stop,1.5872980403465697,115.11409302238515
2025-07-15,Umbral cobre,967.97998046875,967.4299926757812,-1.0,291.81484994164657,cierre_periodo,0.1658036411013301,115.27989666348648
2025-07-17,Umbral cobre,967.4299926757812,963.3900146484376,1.0,314.00575414548285,cierre_periodo,-1.4682877832792434,113.81160888020725
2025-07-21,Umbral cobre,963.3900146484376,950.22998046875,-1.0,331.62643357243076,cierre_periodo,4.364247438133165,118.17585631834041
2025-07-23,Umbral cobre,950.22998046875,949.75,-1.0,354.16040420401777,cierre_periodo,0.17889361556312666,118.35474993390353
2025-07-25,Umbral cobre,949.75,940.8585753828336,1.0,379.2668619133426,stop_loss,-3.7402759289737832,114.61447400492975
2025-07-29,Umbral cobre,958.5599975585938,969.298909519946,-1.0,306.9161484452015,stop_loss,-3.591892294370497,111.02258171055925
2025-07-31,Umbral cobre,981.4299926757812,969.7144375048864,1.0,279.0159492204006,stop_loss,-3.4701854259269607,107.5523962846323
2025-08-04,Umbral cobre,946.9133911132812,959.6349805042533,-1.0,240.1652839711528,stop_loss,-3.346654530524545,104.20574175410775
2025-08-06,Umbral cobre,966.3499755859376,969.8300170898438,-1.0,231.1095194323095,cierre_periodo,-0.8322768560992372,103.3734648980085
2025-08-08,Umbral cobre,969.8300170898438,968.6900024414062,-1.0,242.0375456182505,cierre_periodo,0.28451000960419204,103.6579749076127
2025-08-12,Umbral cobre,968.6900024414062,966.3482,-1.0,260.5227811674191,take_profit,0.6298123067670518,104.28778721437975
2025-08-14,Umbral cobre,952.6199951171876,956.30176,1.0,268.34936196649807,take_profit,0.9029642225433431,105.1907514369231
2025-08-18,Umbral cobre,963.5999755859376,963.0399780273438,1.0,276.977470861924,cierre_periodo,-0.16096586903072982,105.02978556789236
2025-08-20,Umbral cobre,963.0399780273438,970.4299926757812,-1.0,296.92563186448257,cierre_periodo,-2.4269609250863184,102.60282464280604
2025-08-22,Umbral cobre,970.4299926757812,962.1300048828124,-1.0,308.304960290483,cierre_periodo,2.6369005762764917,105.23972521908253
2025-08-26,Umbral cobre,962.1300048828124,962.78326,1.0,322.5630159976177,take_profit,0.0577283344825015,105.29745355356503
