ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,5,2.802343418175261,102.80234341817525
2025-06-27,-1.0,trailing_stop,2,1.1393955540343466,103.9417389722096
2025-07-04,-1.0,stop_loss,2,-3.1182521691662797,100.82348680304332
2025-07-11,-1.0,trailing_stop,2,1.594751746430298,102.41823854947363
2025-07-18,-1.0,take_profit,4,4.792536053166494,107.21077460264013
2025-07-25,-1.0,trailing_stop,2,1.47451959900096,108.68529420164109
2025-08-01,1.0,stop_loss,1,-3.3986978217681694,105.28659637987292
2025-08-08,-1.0,trailing_stop,5,1.1487358833653092,106.43533226323822
2025-08-15,-1.0,cierre_periodo,5,-1.3796627520381364,105.05566951120008
2025-08-22,-1.0,take_profit,1,3.4948621969331692,108.55053170813325
2025-08-29,-1.0,cierre_periodo,5,-1.4871292250508268,107.06340248308243
2025-09-05,-1.0,take_profit,1,1.438036855530058,108.50143933861249
2025-09-12,-1.0,trailing_stop,2,2.3432333060523267,110.84467264466481
2025-09-19,-1.0,trailing_stop,5,-0.1773620072726334,110.66731063739218
2025-09-26,-1.0,cierre_periodo,5,-1.1231046034031809,109.544206033989
2025-10-03,-1.0,take_profit,1,4.810671212261004,114.35487724625
2025-10-10,1.0,take_profit,2,0.8290976839798252,115.18397493022982
2025-10-17,-1.0,take_profit,2,1.2285044065391562,116.41247933676898
2025-10-24,-1.0,trailing_stop,2,5.230391709319617,121.6428710460886
2025-10-31,-1.0,trailing_stop,2,3.31817719180939,124.96104823789798
2025-11-07,-1.0,trailing_stop,2,2.3991575690716305,127.36020580696962
2025-11-14,-1.0,trailing_stop,3,2.152533096807282,129.5127389037769
2025-11-21,-1.0,stop_loss,1,-3.8853821671133364,125.62735673666356
2025-11-28,-1.0,cierre_periodo,5,5.304154991917195,130.93151172858074
2025-12-05,-1.0,stop_loss,3,-4.223492397468625,126.70801933111213
2025-12-12,1.0,stop_loss,1,-4.094202427091759,122.61381690402037
2026-01-09,-1.0,cierre_periodo,5,8.256600802874116,130.87041770689447
2026-01-16,-1.0,cierre_periodo,5,7.572667119755313,138.4430848266498
2026-01-23,-1.0,cierre_periodo,5,8.74636333284004,147.18944815948984
2026-01-30,1.0,trailing_stop,3,0.8634857459389695,148.0529339054288
2026-02-06,-1.0,cierre_periodo,5,7.513985832642804,155.56691973807162
2026-02-13,-1.0,stop_loss,1,-4.667007592142079,150.89991214592953
2026-02-20,-1.0,take_profit,3,1.1539179498258199,152.05383009575536
2026-02-27,-1.0,stop_loss,1,-4.561614902872681,147.49221519288267
2026-03-06,-1.0,stop_loss,2,-4.42476645578646,143.0674487370962
2026-03-13,-1.0,cierre_periodo,5,1.2455591079831192,144.31300784507934
2026-03-20,1.0,trailing_stop,2,2.170379639866004,146.48338748494535
2026-03-27,-1.0,cierre_periodo,5,4.674287820474644,151.15767530541999
2026-04-03,-1.0,cierre_periodo,5,11.682588881801294,162.8402641872213
2026-04-10,-1.0,cierre_periodo,5,2.8376460927601905,165.6779102799815
2026-04-17,-1.0,trailing_stop,3,-1.971268913305794,163.70664136667568
2026-04-24,-1.0,trailing_stop,4,-2.8216606043509094,160.88498076232477
2026-05-01,-1.0,trailing_stop,2,-4.054109698201103,156.83087106412367
2026-05-08,-1.0,stop_loss,3,-4.704926131923713,152.12594493219996
2026-05-15,1.0,take_profit,2,1.9897932798328375,154.1157382120328
2026-05-22,-1.0,take_profit,5,2.435821079313567,156.55155929134636
2026-05-29,-1.0,cierre_periodo,5,-2.854464692122498,153.69709459922387
2026-06-05,1.0,trailing_stop,4,13.853514227939694,167.55060882716356
2026-06-12,-1.0,take_profit,2,4.630134827523339,172.1807436546869
2026-06-19,-1.0,stop_loss,3,-5.16542230964067,167.01532134504623
2026-06-26,-1.0,cierre_periodo,5,-3.2834853896978613,163.73183595534837
2026-07-03,-1.0,trailing_stop,2,-1.9060166282252542,161.82581932712313
2026-07-10,-1.0,cierre_periodo,5,2.122140501555107,163.94795982867822
2026-07-17,-1.0,stop_loss,1,-4.918438794860433,159.0295210338178
2026-07-24,-1.0,cierre_periodo,5,14.14023973068787,173.16976076450567
2026-07-31,-1.0,cierre_periodo,5,8.51424474294038,181.68400550744605
2026-08-07,-1.0,cierre_periodo,5,1.3308387564727444,183.0148442639188
2026-08-14,-1.0,trailing_stop,3,-4.4765727146393,178.5382715492795
2026-08-21,-1.0,take_profit,2,5.543531893701558,184.08180344298106
2026-08-28,-1.0,stop_loss,1,-5.52245410328949,178.55934933969158
