feature,correlacion_con_retorno_futuro,acierto_direccion_%
retorno_1s,-0.10874864101288373,49.137931034482754
vol_garch,-0.0670815682657286,51.14942528735632
posicion_en_rango,-0.02573948426167698,43.67816091954023
nhits_h1_rel,-0.02528888274024914,52.01149425287356
rsi_norm,-0.018996232146432267,51.14942528735632
nhits_h2_rel,-0.018111991733548622,50.0
macd_rel,-0.004937257612781577,55.172413793103445
