estrategia,capital_final,retorno_total_%,sharpe_anualizado,max_drawdown_%,win_rate_%,operaciones
Umbral cobre,497.68597109173885,397.6859710917388,3.835471740153748,-13.160570144947759,58.620689655172406,290
PPO (RL diario),301.1845280716985,201.18452807169848,2.674967446826877,-16.37584662269196,56.99999999999999,300
Umbral simple (forecast),95.04451219076313,-4.955487809236869,-0.026442645811216303,-32.752574696734726,47.10144927536232,138
Buy-and-hold,96.51415808934692,-3.485841910653076,-0.3076973846716357,-8.342982812658784,49.333333333333336,300
