unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2024-03-31,2024-02-29,980.4600219726562,970.9883710859272,928.7116342622653,938.0493804215139,1003.9273617503404,1013.265107909589,978.6400146484376,944.7741836667681,935.173691156216,1012.5058456301072,1022.1063381406592,1028.7235,1026.5079,1026.6946,1029.3342,1030.8198,1021.2125,1019.569,1021.1262,1023.01514,1022.90894
USDCLP,2024-04-30,2024-02-29,941.5399780273438,976.1407467836691,922.9501983639092,934.698499593652,1017.5829939736863,1029.331295203429,978.6400146484376,930.7464971731256,917.1693504592415,1026.5335321237496,1040.1106788376337,1078.9207,1077.12,1078.406,1080.5066,1080.4453,1065.1953,1060.6497,1063.6324,1067.9661,1069.4487
USDCLP,2024-05-31,2024-02-29,916.8400268554688,978.2650847640427,914.7876867324909,928.8080647039635,1027.722104824122,1041.7424827955945,978.6400146484376,919.9826747476458,903.3541339416851,1037.2973545492293,1053.92589535519,1038.5659,1038.4485,1039.0298,1035.1721,1037.9442,1019.73883,1020.27167,1022.0089,1021.9561,1023.5966
USDCLP,2024-06-30,2024-05-31,954.1300048828124,925.1609471369914,882.662277909034,892.0490427156882,958.2728515582945,967.6596163649488,916.8400268554688,882.9695121731066,873.3676918984893,950.7105415378309,960.3123618124482,932.3811,932.4604,933.42334,933.49805,933.3144,931.8472,931.5985,930.3644,932.1372,932.2024
USDCLP,2024-07-31,2024-05-31,955.5399780273438,926.2266588134967,872.3212662538087,884.2274565171805,968.2258611098129,980.1320513731846,916.8400268554688,868.9398856271152,855.3608611712823,964.7401680838223,978.3191925396552,972.8102,972.1488,971.18646,975.3792,976.0148,970.30145,967.5277,969.2182,970.3119,971.38257
USDCLP,2024-08-31,2024-05-31,914.5800170898438,928.8864547641437,864.4991653727452,878.7205128416078,979.0523966866795,993.2737441555421,916.8400268554688,858.17457454711,841.5437339863277,975.5054791638275,992.1363197246098,1022.5678,1020.9085,1022.6945,1023.3715,1025.0315,1028.0583,1024.1775,1025.0952,1027.8481,1029.7562
USDCLP,2024-09-30,2024-08-31,899.75,926.6113503897484,883.9703295651938,893.3885358494609,959.8341649300359,969.252371214303,914.5800170898438,880.574729957093,870.9347035654816,948.5853042225945,958.2253306142059,929.92365,925.8453,927.63574,927.38135,931.2694,931.11475,928.491,929.98584,929.6185,930.7279
USDCLP,2024-10-31,2024-08-31,961.3400268554688,926.7766253094096,872.8008923547262,884.7226188397308,968.8306317790884,980.752358264093,914.5800170898438,866.4892788343165,852.856222769665,962.670755345371,976.3038114100225,889.162,886.70886,888.27704,888.3926,889.433,908.1507,904.10004,906.7598,906.62494,908.8799
USDCLP,2024-11-30,2024-08-31,977.4400024414062,929.5990035044229,865.1429232245864,879.3794646725156,979.8185423363301,994.0550837842593,914.5800170898438,855.6811320499514,838.9841165533755,973.4789021297361,990.175917626312,893.30005,891.67084,891.2384,893.8769,893.7062,895.0665,891.9247,894.20154,893.46967,895.27856
USDCLP,2024-12-31,2024-11-30,993.3499755859376,977.202422412656,934.119515672064,943.6353221692453,1010.7695226560667,1020.285329153248,977.4400024414062,943.1428936730607,933.4201399026803,1011.7371112097518,1021.4598649801322,979.2752,977.9597,975.8619,978.7313,977.56836,941.5215,944.7739,942.49414,942.51544,942.05035
USDCLP,2025-01-31,2024-11-30,983.77001953125,980.3895936206649,925.4746277514733,937.6038044608572,1023.1753827804725,1035.3045594898563,977.4400024414062,928.9365660710267,915.1865158253406,1025.9434388117857,1039.6934890574719,988.80133,988.536,987.5174,989.86725,988.0442,958.15894,956.3565,957.6428,955.08624,955.9138
