ds,estrategia,posicion,notional,razon_cierre,pnl,capital
2026-01-28,Umbral cobre,-1.0,844.6261219319689,trailing_stop,-4.819968419807423,175.2908409291879
2026-02-02,Umbral cobre,1.0,836.8013899762922,stop_loss,-5.677125922863804,169.6137150063241
2026-02-05,Umbral cobre,1.0,855.7146514272885,take_profit,3.2875311768067674,172.90124618313087
2026-02-10,Umbral cobre,1.0,781.9491918117797,cierre_periodo,3.889692218229181,176.79093840136005
2026-02-13,Umbral cobre,-1.0,867.6058591216926,stop_loss,-5.73753108160157,171.0534073197585
2026-02-18,Umbral cobre,-1.0,873.4539006776755,take_profit,3.85235104737399,174.90575836713248
2026-02-23,Umbral cobre,1.0,940.3033069340166,stop_loss,-5.717324404480968,169.18843396265152
2026-02-26,Umbral cobre,1.0,916.8868563934857,take_profit,14.562276207221267,183.75071016987278
2026-03-03,Umbral cobre,1.0,821.384813528785,cierre_periodo,21.42213084886772,205.17284101874048
2026-03-06,Umbral cobre,-1.0,716.4194875657763,stop_loss,-6.513394974345076,198.6594460443954
2026-03-11,Umbral cobre,1.0,531.1571095374167,take_profit,14.447900420293232,213.10734646468862
2026-03-16,Umbral cobre,-1.0,549.5541955215792,cierre_periodo,0.6724199437322194,213.77976640842084
2026-03-19,Umbral cobre,1.0,588.0755552845015,trailing_stop,1.1867854361177823,214.96655184453863
2026-03-24,Umbral cobre,1.0,546.1157562324506,cierre_periodo,10.137362472282396,225.10391431682103
2026-03-27,Umbral cobre,-1.0,601.8600354930887,cierre_periodo,0.950724531463994,226.05463884828504
2026-04-01,Umbral cobre,-1.0,649.1828568024737,take_profit,8.235123002455405,234.28976185074043
2026-04-06,Umbral cobre,-1.0,689.5990434005214,cierre_periodo,16.60673396295689,250.89649581369733
2026-04-09,Umbral cobre,1.0,692.7604563557495,cierre_periodo,-2.1530918013797056,248.74340401231763
2026-04-14,Umbral cobre,-1.0,753.1438541636868,cierre_periodo,7.00431980568744,255.74772381800506
2026-04-17,Umbral cobre,-1.0,829.5248927540493,trailing_stop,-3.0429375694030836,252.70478624860198
2026-04-22,Umbral cobre,-1.0,807.1700931633153,cierre_periodo,-3.7736680548772297,248.93111819372476
2026-04-27,Umbral cobre,1.0,870.2349333495175,cierre_periodo,7.6834744630488485,256.6145926567736
2026-04-30,Umbral cobre,-1.0,879.5524547708271,trailing_stop,-3.0176198298879315,253.59697282688566
2026-05-05,Umbral cobre,-1.0,866.8951121111319,cierre_periodo,20.205240341675026,273.8022131685607
2026-05-08,Umbral cobre,-1.0,944.149361469925,stop_loss,-8.214066395056827,265.58814677350387
2026-05-13,Umbral cobre,-1.0,863.264994297697,take_profit,15.958120958307378,281.54626773181127
2026-05-18,Umbral cobre,-1.0,743.3752475269528,cierre_periodo,-0.0,281.54626773181127
2026-05-21,Umbral cobre,1.0,802.1747790981826,cierre_periodo,-1.3124805691175212,280.2337871626938
2026-05-26,Umbral cobre,-1.0,887.9571285347498,take_profit,0.7759184711334729,281.00970563382725
2026-05-29,Umbral cobre,1.0,979.6310964708545,cierre_periodo,-1.7762243822211812,279.23348125160607
2026-06-03,Umbral cobre,1.0,1072.7835606817935,take_profit,2.0475628698617365,281.2810441214678
2026-06-08,Umbral cobre,-1.0,931.5542675160598,stop_loss,-8.904208457402166,272.37683566406565
2026-06-11,Umbral cobre,-1.0,940.5300054934468,cierre_periodo,25.90832655236188,298.2851622164275
2026-06-16,Umbral cobre,-1.0,1002.99001256108,trailing_stop,-4.094598250098955,294.19056396632857
2026-06-19,Umbral cobre,0.0,0.0,plano,0.0,294.19056396632857
2026-06-24,Umbral cobre,1.0,1025.0287250906567,cierre_periodo,9.048024065600732,303.2385880319293
2026-06-29,Umbral cobre,1.0,1153.1474148282907,cierre_periodo,3.8397065553030987,307.0782945872324
2026-07-02,Umbral cobre,1.0,1282.9631721559897,cierre_periodo,3.495008172702619,310.573302759935
2026-07-07,Umbral cobre,1.0,1358.2805617606664,take_profit,9.303796890217098,319.8770996501521
2026-07-10,Umbral cobre,-1.0,1373.9831768196268,cierre_periodo,2.1441497422122264,322.0212493923643
2026-07-15,Umbral cobre,1.0,1465.8639983729927,take_profit,12.118929885830756,334.1401792781951
2026-07-20,Umbral cobre,-1.0,1518.458307686675,cierre_periodo,-3.945819562488492,330.1943597157066
2026-07-23,Umbral cobre,1.0,1653.6166482096696,trailing_stop,6.9172888788819,337.1116485945885
2026-07-28,Umbral cobre,1.0,1681.4617452774355,stop_loss,-10.113349457837636,326.99829913675086
2026-07-31,Umbral cobre,1.0,1538.009655025145,stop_loss,-9.809948974102578,317.1883501626483
2026-08-05,Umbral cobre,-1.0,1448.1932959336139,cierre_periodo,2.379910758021503,319.5682609206698
2026-08-10,Umbral cobre,-1.0,1587.2776791808217,cierre_periodo,-2.765823711762868,316.8024372089069
2026-08-13,Umbral cobre,1.0,1716.8397465662479,cierre_periodo,0.4562252461528312,317.2586624550597
2026-08-18,Umbral cobre,1.0,1880.4725308212808,take_profit,6.06683504683466,323.3254975018944
2026-08-21,Umbral cobre,-1.0,1883.7169769404238,take_profit,4.877612044437022,328.2031095463314
2026-08-26,Umbral cobre,1.0,1832.5108708347411,cierre_periodo,36.70684248520113,364.90995203153255
2026-08-31,Umbral cobre,-1.0,1871.3040132227115,stop_loss,-11.88295056755734,353.02700146397524
2026-09-03,Umbral cobre,-1.0,1965.1723265402918,take_profit,13.079579488084391,366.10658095205963
