unique_id,ds,y,y_next,nhits_h1,nhits_h2,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana
USDMXN,2019-12-22,18.909000396728516,18.928499221801758,18.76712,18.652199,0.011900568462424287,-0.051778513883418024,36.734343996173735,18.909000396728516,19.65304946899414
USDMXN,2019-12-29,18.928499221801758,18.830299377441406,18.625366,18.364063,0.010461092887475766,-0.058500067095893275,37.33596541247324,18.909000396728516,19.4914493560791
USDMXN,2020-01-05,18.830299377441406,18.834800720214844,18.6176,18.637264,0.01078508119698153,-0.06576451497473207,27.62238520401577,18.830299377441406,19.4914493560791
USDMXN,2020-01-12,18.834800720214844,18.76300048828125,18.887333,18.900957,0.01284996308773824,-0.06628438388449154,27.858213454010937,18.830299377441406,19.4914493560791
USDMXN,2020-01-19,18.76300048828125,18.74920082092285,18.670397,18.690844,0.01086635152391638,-0.06726794169792764,30.258050627972523,18.76300048828125,19.4914493560791
USDMXN,2020-01-26,18.74920082092285,18.780799865722656,18.836578,18.871597,0.011242829465503685,-0.06463579322988536,35.25444408448203,18.74920082092285,19.4914493560791
USDMXN,2020-02-02,18.780799865722656,18.639699935913086,18.769646,18.868965,0.01269371881792325,-0.05683081388708261,38.211588178638415,18.74920082092285,19.4914493560791
USDMXN,2020-02-09,18.639699935913086,18.59510040283203,18.699833,18.642656,0.012672261868562806,-0.0570844704633663,29.341359111937777,18.639699935913086,19.4914493560791
USDMXN,2020-02-16,18.59510040283203,18.847400665283203,18.483337,18.507742,0.012350107094885845,-0.056087289883260366,30.887914333943087,18.59510040283203,19.4914493560791
USDMXN,2020-02-23,18.847400665283203,19.458969116210938,18.75557,18.67659,0.016022593152079254,-0.03528309704229718,33.82800412070975,18.59510040283203,19.363000869750977
USDMXN,2020-03-01,19.458969116210938,19.81450080871582,19.482132,19.718138,0.016971962536890414,0.019853230979929304,51.824853450913665,18.59510040283203,19.458969116210938
USDMXN,2020-03-08,19.81450080871582,21.967199325561523,20.038372,20.171686,0.023791831919653207,0.07723302148310404,57.25323366125311,18.59510040283203,19.81450080871582
USDMXN,2020-03-15,21.967199325561523,24.0457706451416,22.746334,25.470116,0.04823423353070874,0.24752598591391092,80.62899645198515,18.59510040283203,21.967199325561523
USDMXN,2020-03-22,24.0457706451416,23.23710060119629,29.184048,33.93049,0.04697265233980245,0.4743689153335204,92.56149987751967,18.59510040283203,24.0457706451416
USDMXN,2020-03-29,23.23710060119629,24.235300064086914,23.432268,23.675188,0.053038092906573485,0.5394266046419682,82.37444754293749,18.59510040283203,24.0457706451416
USDMXN,2020-04-05,24.235300064086914,23.67639923095703,24.656187,24.146662,0.038395617421777745,0.613750736576285,84.62550140727562,18.59510040283203,24.235300064086914
USDMXN,2020-04-12,23.67639923095703,23.76020050048828,22.76532,23.108578,0.041714282726346225,0.5892173361173769,79.8264100194589,18.59510040283203,24.235300064086914
USDMXN,2020-04-19,23.76020050048828,24.766550064086914,24.434404,24.258595,0.04265496682758786,0.5436808321617475,80.02142853156894,18.59510040283203,24.235300064086914
USDMXN,2020-04-26,24.766550064086914,24.21430015563965,24.15006,23.725994,0.03196861358419585,0.5450028069094939,82.85047886764183,18.59510040283203,24.766550064086914
USDMXN,2020-05-03,24.21430015563965,24.02206039428711,23.741852,23.446726,0.03457827326487805,0.4749171194350963,78.24008039291287,18.59510040283203,24.766550064086914
USDMXN,2020-05-10,24.02206039428711,23.851299285888672,24.2905,24.140762,0.03815441081371084,0.3856410745818708,76.64113783436547,18.847400665283203,24.766550064086914
USDMXN,2020-05-17,23.851299285888672,22.870180130004883,23.455801,23.126991,0.03303509450804368,0.28950864673281673,76.41073395224342,19.458969116210938,24.766550064086914
USDMXN,2020-05-24,22.870180130004883,22.19890022277832,22.037508,21.811195,0.02946652782889102,0.1417431853575013,69.78661030466309,19.81450080871582,24.766550064086914
USDMXN,2020-05-31,22.19890022277832,21.90247917175293,22.60564,22.047594,0.023712194822906672,-0.011188595860653905,64.93279798569873,21.967199325561523,24.766550064086914
USDMXN,2020-06-07,21.90247917175293,22.854660034179688,22.337595,22.710978,0.02068277385427543,-0.13539347205150287,61.20178003921095,21.90247917175293,24.766550064086914
USDMXN,2020-06-14,22.854660034179688,22.67639923095703,23.214905,22.863249,0.03834683741787287,-0.15509040959024856,63.2141276649085,21.90247917175293,24.766550064086914
USDMXN,2020-06-21,22.67639923095703,22.679399490356445,22.629625,22.379915,0.03145247166370028,-0.18003991359252414,53.721269438022006,21.90247917175293,24.766550064086914
USDMXN,2020-06-28,22.679399490356445,22.477819442749023,22.609615,22.818151,0.026232364633963876,-0.19499572532905995,40.83394877763294,21.90247917175293,24.766550064086914
USDMXN,2020-07-05,22.477819442749023,22.60260009765625,22.547142,22.707172,0.023976984350834302,-0.21551507855355856,44.45484218221368,21.90247917175293,24.766550064086914
USDMXN,2020-07-12,22.60260009765625,22.411680221557617,22.881952,22.6376,0.02283872334153073,-0.21712711334173518,36.33249274396917,21.90247917175293,24.766550064086914
USDMXN,2020-07-19,22.411680221557617,22.478200912475586,22.204798,21.954456,0.02031271268526404,-0.2264562954454814,38.717826996142726,21.90247917175293,24.21430015563965
USDMXN,2020-07-26,22.478200912475586,21.995399475097656,22.496458,22.751871,0.016574464585407157,-0.22318798957540298,38.52830388336755,21.90247917175293,24.02206039428711
USDMXN,2020-08-02,21.995399475097656,22.402849197387695,22.407446,22.697603,0.016731246139857246,-0.2467429166282208,22.639342687816267,21.90247917175293,23.851299285888672
USDMXN,2020-08-09,22.402849197387695,22.153900146484375,22.331774,22.036852,0.019339822996536506,-0.22849921198701617,31.58838340561846,21.90247917175293,22.870180130004883
USDMXN,2020-08-16,22.153900146484375,22.088300704956055,21.919556,21.769686,0.016021882412277585,-0.226382340230872,31.22838623618655,21.90247917175293,22.854660034179688
USDMXN,2020-08-23,22.088300704956055,22.13290023803711,21.962152,21.981422,0.015145164800184109,-0.222267509935817,31.90260539954224,21.90247917175293,22.854660034179688
USDMXN,2020-08-30,22.13290023803711,21.698699951171875,22.265274,22.317764,0.01451116632897736,-0.2095768704090506,40.630203967656435,21.995399475097656,22.854660034179688
USDMXN,2020-09-06,21.698699951171875,21.436649322509766,21.5763,21.558075,0.01660353889209937,-0.22225456195574705,43.235534305838065,21.698699951171875,22.679399490356445
USDMXN,2020-09-13,21.436649322509766,20.8927001953125,21.424755,21.614855,0.022566786073123613,-0.2386752942955751,43.64123096566308,21.436649322509766,22.679399490356445
USDMXN,2020-09-20,20.8927001953125,22.138439178466797,20.955473,20.842913,0.019083736898299727,-0.2740274045020299,19.859234168239198,20.8927001953125,22.60260009765625
USDMXN,2020-09-27,22.138439178466797,21.844730377197266,21.912737,22.233068,0.031769772728516596,-0.20455384151014297,43.77669297092821,20.8927001953125,22.60260009765625
USDMXN,2020-10-04,21.844730377197266,21.35586929321289,22.309341,22.48191,0.025693026786008,-0.17079723792937418,40.95277947421935,20.8927001953125,22.478200912475586
USDMXN,2020-10-11,21.35586929321289,21.284099578857422,21.222351,21.385118,0.024257178982678908,-0.17326179081242393,38.55183122044904,20.8927001953125,22.478200912475586
USDMXN,2020-10-18,21.284099578857422,20.954200744628906,21.262772,21.445766,0.018623417018065372,-0.17128717143522915,36.399130204156485,20.8927001953125,22.402849197387695
USDMXN,2020-10-25,20.954200744628906,21.345600128173828,20.99418,20.860783,0.017287858257126996,-0.1827164769791047,35.3845665380462,20.8927001953125,22.402849197387695
USDMXN,2020-11-01,21.345600128173828,20.75550079345703,21.430143,21.35479,0.015826128658460413,-0.1554999449187608,39.33716911697369,20.8927001953125,22.153900146484375
USDMXN,2020-11-08,20.75550079345703,20.60325050354004,21.065405,21.032356,0.018139020400258887,-0.16777022553679183,38.55817647257612,20.75550079345703,22.138439178466797
USDMXN,2020-11-15,20.60325050354004,20.233400344848633,20.598461,20.720474,0.017580050524189678,-0.17582196154492916,32.57241207593229,20.60325050354004,22.138439178466797
USDMXN,2020-11-22,20.233400344848633,20.02910041809082,20.448526,20.14077,0.01560514688638909,-0.19429349166868742,31.827132195681003,20.233400344848633,22.138439178466797
USDMXN,2020-11-29,20.02910041809082,19.899200439453125,19.720125,19.660275,0.013590006249544692,-0.20731977553179726,31.01306205602164,20.02910041809082,22.138439178466797
USDMXN,2020-12-06,19.899200439453125,19.990699768066406,19.897993,19.843313,0.013075413545645391,-0.21102967062356887,29.7230454268109,19.899200439453125,22.138439178466797
USDMXN,2020-12-13,19.990699768066406,19.821500778198242,20.263802,20.413443,0.013709623892242964,-0.194095589025015,33.466514431562885,19.899200439453125,22.138439178466797
USDMXN,2020-12-20,19.821500778198242,19.868000030517578,19.799,19.756176,0.016002410174560475,-0.18130474985468414,34.07912503934142,19.821500778198242,21.844730377197266
USDMXN,2020-12-27,19.868000030517578,19.874500274658203,19.874023,19.942282,0.01711556310181441,-0.1576027435905062,38.80102759771934,19.821500778198242,21.35586929321289
USDMXN,2021-01-03,19.874500274658203,20.000099182128906,19.938734,19.941483,0.013965144723794586,-0.1304977622350043,16.06536961242756,19.821500778198242,21.345600128173828
USDMXN,2021-01-10,20.000099182128906,19.723350524902344,20.02768,20.139988,0.020119012315232533,-0.09478272067570842,20.883059922396413,19.821500778198242,21.345600128173828
USDMXN,2021-01-17,19.723350524902344,19.737060546875,20.119753,20.079779,0.017867473310834034,-0.0810041543088193,22.381803632045646,19.723350524902344,21.345600128173828
USDMXN,2021-01-24,19.737060546875,20.25225067138672,19.891321,20.140902,0.016027470344074993,-0.0629762216341484,23.303469159370678,19.723350524902344,20.75550079345703
USDMXN,2021-01-31,20.25225067138672,20.387189865112305,20.583645,20.879648,0.019638561201055768,-0.011083098359253585,38.61485194704272,19.723350524902344,20.60325050354004
USDMXN,2021-02-07,20.387189865112305,19.966279983520508,20.65398,20.689047,0.019703189205386922,0.03507428159048287,33.04469535769985,19.723350524902344,20.387189865112305
USDMXN,2021-02-14,19.966279983520508,20.308229446411133,19.966316,19.910213,0.016661645465557328,0.03966403181089839,35.14880305050022,19.723350524902344,20.387189865112305
USDMXN,2021-02-21,20.308229446411133,20.910900115966797,20.301228,20.392517,0.016149754976683042,0.0665528935596636,44.81836332694601,19.723350524902344,20.387189865112305
USDMXN,2021-02-28,20.910900115966797,21.13340950012207,20.909153,20.943188,0.026885645920918425,0.12249577865460737,60.99974916465637,19.723350524902344,20.910900115966797
