ds,estrategia,precio_entrada,precio_salida,take_profit,stop_loss,posicion,notional,razon_cierre,pnl,capital
2025-06-26,Umbral simple (forecast),0.6523114442825317,0.6523114442825317,0.64798254,,0.0,0.0,plano,0.0,100.0
2025-06-27,Umbral simple (forecast),0.654630184173584,0.654630184173584,0.65170556,,0.0,0.0,plano,0.0,100.0
2025-06-30,Umbral simple (forecast),0.6533215045928955,0.6533215045928955,0.65059066,,0.0,0.0,plano,0.0,100.0
2025-07-01,Umbral simple (forecast),0.6578081846237183,0.6578081846237183,0.65456474,,0.0,0.0,plano,0.0,100.0
2025-07-02,Umbral simple (forecast),0.6583105325698853,0.6582901477813721,0.6510605,0.6620010127966232,-1.0,535.1421702251871,cierre_dia,-0.25100024289632006,99.74899975710368
2025-07-03,Umbral simple (forecast),0.6582901477813721,0.6577298641204834,0.6522359,0.6618917720825184,-1.0,546.9514166448325,cierre_dia,0.4655210822747843,100.21452083937847
2025-07-04,Umbral simple (forecast),0.6577298641204834,0.6577298641204834,0.65757847,,0.0,0.0,plano,0.0,100.21452083937847
2025-07-07,Umbral simple (forecast),0.6551792025566101,0.6551792025566101,0.6571246,,0.0,0.0,plano,0.0,100.21452083937847
2025-07-08,Umbral simple (forecast),0.6506096124649048,0.6524518728256226,0.65795535,0.6470890894705364,1.0,555.6037895872037,cierre_dia,1.2954408274330038,101.50996166681146
2025-07-09,Umbral simple (forecast),0.6524518728256226,0.6524518728256226,0.6559966,,0.0,0.0,plano,0.0,101.50996166681146
2025-07-10,Umbral simple (forecast),0.6535905003547668,0.6535905003547668,0.65567636,,0.0,0.0,plano,0.0,101.50996166681146
2025-07-11,Umbral simple (forecast),0.6594000458717346,0.6578081846237183,0.6533863,0.6630300131140024,-1.0,553.1923754032126,cierre_dia,1.0588685436335585,102.56883021044503
2025-07-14,Umbral simple (forecast),0.6578081846237183,0.6544716358184814,0.6524293,0.661363091632867,-1.0,569.3871808129329,cierre_dia,2.888057890227185,105.45688810067222
2025-07-15,Umbral simple (forecast),0.6544716358184814,0.6544716358184814,0.65181476,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-16,Umbral simple (forecast),0.651898980140686,0.651898980140686,0.65235543,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-17,Umbral simple (forecast),0.6525000333786011,0.6525000333786011,0.6538604,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-18,Umbral simple (forecast),0.649819016456604,0.649819016456604,0.65180975,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-21,Umbral simple (forecast),0.6512112617492676,0.6512112617492676,0.65121484,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-22,Umbral simple (forecast),0.6528096795082092,0.6528096795082092,0.6502383,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-23,Umbral simple (forecast),0.6554712057113647,0.6554712057113647,0.652402,,0.0,0.0,plano,0.0,105.45688810067222
2025-07-24,Umbral simple (forecast),0.6603999137878418,0.6597176194190979,0.65490705,0.6638409375749369,-1.0,607.1773180226514,cierre_dia,0.3237186077927179,105.78060670846493
2025-07-25,Umbral simple (forecast),0.6597176194190979,0.6597176194190979,0.6613555,,0.0,0.0,plano,0.0,105.78060670846493
2025-07-28,Umbral simple (forecast),0.6572980284690857,0.6572980284690857,0.6612787,,0.0,0.0,plano,0.0,105.78060670846493
2025-07-29,Umbral simple (forecast),0.6524008512496948,0.651321530342102,0.6628863,0.648989932701015,1.0,606.9745455137426,cierre_dia,-1.307655670291454,104.47295103817348
2025-07-30,Umbral simple (forecast),0.651321530342102,0.6479827537863658,0.6614606,0.6479827537863658,1.0,611.4109274485576,stop_loss,-3.134188531145243,101.33876250702824
2025-07-31,Umbral simple (forecast),0.6447120904922485,0.6429089903831482,0.65889466,0.6411560107510624,1.0,551.177112260252,cierre_dia,-1.5415059309517023,99.79725657607653
2025-08-01,Umbral simple (forecast),0.6429089903831482,0.6429089903831482,0.64376193,,0.0,0.0,plano,0.0,99.79725657607653
