ventana,f_kelly_medio,f_kelly_max_abs
1,0.45154391329482574,23.726274093952842
2,-0.4796788721747304,13.957202051687997
3,0.42252459179407803,37.91136938287963
4,17.921982204457507,49.04684743981646
5,2.342322259130036,24.63253723930894
