unique_id,ds,y,y_next,nhits_h1,nhits_h2,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana
USDCOP,2019-12-22,3312.0,3287.5,3313.5862,3382.6665,0.026442990402658784,-13.806168229285788,47.018674119248814,3312.0,3510.860107421875
USDCOP,2019-12-29,3287.5,3252.75,3276.6614,3248.8503,0.026324778812282065,-19.995327810143728,43.61186352663785,3287.5,3510.860107421875
USDCOP,2020-01-05,3252.75,3255.14990234375,3278.4023,3283.8872,0.02705229192769985,-25.42726825377857,35.67330312815531,3252.75,3510.860107421875
USDCOP,2020-01-12,3255.14990234375,3321.10009765625,3269.551,3352.6272,0.026488035479466047,-27.671073251673143,35.80864298095369,3252.75,3510.860107421875
USDCOP,2020-01-19,3321.10009765625,3359.570068359375,3285.4832,3196.7805,0.026690581904066736,-23.680293545506775,39.87077380363173,3252.75,3510.860107421875
USDCOP,2020-01-26,3359.570068359375,3413.25,3327.783,3369.0776,0.027067137932759076,-17.69075175419396,43.482617044988395,3252.75,3510.860107421875
USDCOP,2020-02-02,3413.25,3378.699951171875,3375.7334,3331.9453,0.02683765080414422,-9.751421312808402,53.131766850905855,3252.75,3510.860107421875
USDCOP,2020-02-09,3378.699951171875,3374.800048828125,3316.788,3350.8904,0.026396893494951515,-6.61459971061198,50.31928137062611,3252.75,3510.860107421875
USDCOP,2020-02-16,3374.800048828125,3402.64990234375,3415.6204,3394.0103,0.026345655914523414,-4.681238225462685,54.31135870139216,3252.75,3510.860107421875
USDCOP,2020-02-23,3402.64990234375,3500.25,3391.026,3359.9236,0.02713012198839894,-1.566667496001692,45.88810670493064,3252.75,3457.14990234375
USDCOP,2020-03-01,3500.25,3540.25,3506.5383,3496.198,0.027866106042569658,6.57985974363941,54.95541932239743,3252.75,3500.25
USDCOP,2020-03-08,3540.25,4023.25,3582.2144,3645.935,0.029409120630473948,13.762364919848,52.36059598376501,3252.75,3540.25
USDCOP,2020-03-15,4023.25,4087.0,4019.9343,4033.3535,0.06588961677616095,48.20397881077726,76.91101933720381,3252.75,4023.25
USDCOP,2020-03-22,4087.0,3980.0,4005.9175,4150.986,0.03345397888346355,71.06016546124157,84.7569595437618,3252.75,4087.0
USDCOP,2020-03-29,3980.0,4038.260009765625,4328.6997,4141.278,0.03332231127302138,74.39784510418474,81.00055970614295,3255.14990234375,4087.0
USDCOP,2020-04-05,4038.260009765625,3827.0,4016.439,4071.0269,0.0283067935168493,75.7036760165919,83.78271667218522,3321.10009765625,4087.0
USDCOP,2020-04-12,3827.0,3972.760009765625,3686.5925,3835.171,0.030752282323301006,58.29484770444242,72.29802802118046,3359.570068359375,4087.0
USDCOP,2020-04-19,3972.760009765625,4020.239990234375,3840.3218,3848.2825,0.029905421079368274,52.719950933253855,75.07320226447194,3374.800048828125,4087.0
USDCOP,2020-04-26,4020.239990234375,3952.75,3945.9302,3913.6636,0.026450184589129316,48.46241718942932,74.74726682100886,3374.800048828125,4087.0
USDCOP,2020-05-03,3952.75,3919.090087890625,3943.9775,3925.2922,0.029157830727313688,37.806197432514125,70.57395357706753,3374.800048828125,4087.0
USDCOP,2020-05-10,3919.090087890625,3940.260009765625,3984.1555,3885.8418,0.028096859201837396,25.77081047531678,67.79172718403066,3402.64990234375,4087.0
USDCOP,2020-05-17,3940.260009765625,3769.0400390625,4109.8794,4139.6875,0.027148157974374986,16.942278130142455,69.93921882194988,3500.25,4087.0
USDCOP,2020-05-24,3769.0400390625,3698.260009765625,3739.5686,3698.294,0.02826726046385129,-1.7299419827176052,62.51158525312916,3540.25,4087.0
USDCOP,2020-05-31,3698.260009765625,3586.739990234375,3778.5498,3773.2158,0.02747782492956558,-19.17938094950324,59.13261988185707,3698.260009765625,4087.0
USDCOP,2020-06-07,3586.739990234375,3768.0,3709.2231,3738.574,0.026914156000154597,-37.503893270606795,52.649247955274404,3586.739990234375,4087.0
USDCOP,2020-06-14,3768.0,3748.75,3821.9531,3868.3965,0.03400384950539656,-36.646266960300096,56.420521353513834,3586.739990234375,4038.260009765625
USDCOP,2020-06-21,3748.75,3730.25,3813.6328,3320.313,0.02613632118378523,-36.52316210407001,39.52177986000858,3586.739990234375,4038.260009765625
USDCOP,2020-06-28,3730.25,3644.239990234375,3726.3113,3768.9846,0.026240746575618205,-36.735787503020944,35.89485934126948,3586.739990234375,4020.239990234375
USDCOP,2020-07-05,3644.239990234375,3621.699951171875,3604.922,3623.698,0.030900167185480488,-41.37229876392797,36.500697799922925,3586.739990234375,4020.239990234375
USDCOP,2020-07-12,3621.699951171875,3638.969970703125,3515.333,3590.8206,0.02644971848447121,-44.393761305941695,32.75684691316404,3586.739990234375,4020.239990234375
USDCOP,2020-07-19,3638.969970703125,3666.949951171875,3661.3691,3658.8606,0.026272420304930467,-43.602785242615326,40.727478494332374,3586.739990234375,3952.75
USDCOP,2020-07-26,3666.949951171875,3720.35009765625,3613.2932,3621.116,0.027143241814225134,-39.68084653882312,32.937179952421275,3586.739990234375,3940.260009765625
USDCOP,2020-08-02,3720.35009765625,3740.75,3676.4302,3719.9465,0.02634487621096901,-32.28937933151578,33.37731409871773,3586.739990234375,3940.260009765625
USDCOP,2020-08-09,3740.75,3770.25,3744.1816,3816.8557,0.027076545296313027,-25.143156258470228,37.60175858016012,3586.739990234375,3769.0400390625
USDCOP,2020-08-16,3770.25,3802.25,3774.6165,3740.2612,0.02620122024465765,-17.887210967689263,41.25293374773342,3586.739990234375,3770.25
USDCOP,2020-08-23,3802.25,3814.679931640625,3748.5928,3688.3376,0.02793988856430309,-10.742549826977665,41.991342604647976,3586.739990234375,3802.25
USDCOP,2020-08-30,3814.679931640625,3668.10009765625,3846.9226,3845.5862,0.026488158998707087,-5.266605977983637,53.246819110382575,3621.699951171875,3814.679931640625
USDCOP,2020-09-06,3668.10009765625,3708.25,3671.4714,3666.7168,0.026255286110044445,-11.259267930177593,48.06329521535856,3621.699951171875,3814.679931640625
USDCOP,2020-09-13,3708.25,3713.3701171875,3698.1953,3704.524,0.02605214165302694,-12.183766885923383,58.59007510242574,3621.699951171875,3814.679931640625
USDCOP,2020-09-20,3713.3701171875,3825.25,3725.5276,3709.4895,0.026649392877665976,-12.090925482657582,44.85720116864659,3621.699951171875,3814.679931640625
USDCOP,2020-09-27,3825.25,3843.75,3811.207,3870.5566,0.02591196681815877,-4.524585254467571,56.132168521910664,3621.699951171875,3825.25
USDCOP,2020-10-04,3843.75,3837.75,3900.6038,3873.77,0.026774598723084537,1.3803856702703854,59.098053950808634,3638.969970703125,3843.75
