estrategia,capital_final,retorno_total_%,sharpe_anualizado,max_drawdown_%,win_rate_%,operaciones
Kelly diario (con cobre),186.2091266902622,86.2091266902622,4.567360614297539,-3.516970320867574,60.66666666666667,300
Umbral cobre,183.5029334157047,83.50293341570469,4.443581408567591,-3.445412775834133,60.0,290
Kelly diario (solo CLP),183.0422375489333,83.04223754893326,4.416792174227115,-3.594464289717969,60.66666666666667,300
"Kelly diario (panel pooled, 13 pares)",167.86127537523984,67.86127537523984,3.7654963743541057,-3.909967625429034,60.66666666666667,300
Kelly diario (sin cobre),106.02926958711257,6.029269587112562,0.4684051344588102,-9.667119026898474,49.333333333333336,300
Buy-and-hold,97.292178717862,-2.707821282138012,-0.1282600527444416,-13.15019904850504,49.333333333333336,300
"TFT panel (14 monedas, ID como covariable estatica)",78.2241439819336,-21.775854110717773,-1.650455293512172,-21.97791862487793,45.33333333333333,300
