ds,Original: carry + momentum (81),NUEVA (a): carry completo c/ trailing pata larga + momentum baja vol
2025-01-31,0.0037683420738978774,0.007851959138067974
2025-02-28,-0.0079779486892074,-0.006158899016337591
2025-03-31,-0.009027892269571345,-0.007979747842039574
2025-04-30,-0.035566322088587024,-0.04289055898630347
2025-05-30,-0.0005206050015345325,-0.001976342739298503
2025-06-30,0.01692441343499712,0.018515609399246756
2025-07-31,-0.0042376029520622156,-0.007599790121776252
2025-08-29,0.010207956833499272,0.010239237518184442
2025-09-30,0.009627374862203922,0.008073724995601593
2025-10-31,0.0018641242072973498,0.0006718666782938738
2025-11-28,0.017838284418473058,0.012511145632961008
2025-12-31,-0.0013996940988649572,0.003947726127542653
2026-01-30,0.0227548154111567,0.005314724442325338
2026-02-27,0.011550572694659238,0.010718082820830274
2026-03-31,-0.013790627623961724,-0.016760281264454738
2026-04-30,0.0061336314059276115,-0.001151396425991321
2026-05-29,0.007237341872307718,0.003922782382600558
2026-06-30,-0.006363921874608271,-0.014981073674262168
2026-07-31,-0.004007411423737514,-0.00180597176093835
2026-08-31,0.009516590219496081,0.00586195453813766
