ds,estrategia,precio_entrada,precio_salida,posicion,notional,razon_cierre,pnl,capital
2025-06-25,Umbral cobre,935.4400024414062,919.1043090820312,-1.0,309.46205965515526,cierre_periodo,5.249439520601583,105.24943952060158
2025-06-30,Umbral cobre,919.1043090820312,925.760009765625,1.0,330.9839901734428,cierre_periodo,2.231331029120595,107.48077054972218
2025-07-03,Umbral cobre,925.760009765625,940.9400024414062,1.0,349.37980439565,cierre_periodo,5.728896059287075,113.20966660900926
2025-07-08,Umbral cobre,940.9400024414062,949.3114266975475,-1.0,381.73971614445264,stop_loss,-3.587159856342498,109.62250675266677
2025-07-11,Umbral cobre,949.5599975585938,945.4687561411932,-1.0,402.4374663055541,trailing_stop,1.733928171254295,111.35643492392106
2025-07-16,Umbral cobre,966.8400268554688,963.3900146484376,1.0,292.5877214428046,cierre_periodo,-1.1903458057863534,110.1660891181347
2025-07-21,Umbral cobre,963.3900146484376,948.0599975585938,-1.0,321.0040486583715,cierre_periodo,4.9474993842568145,115.11358850239152
2025-07-24,Umbral cobre,948.0599975585938,940.5503354623747,1.0,356.5210347605781,trailing_stop,-3.0022932876067596,112.11129521478476
2025-07-29,Umbral cobre,958.5599975585938,969.298909519946,-1.0,300.2131033035558,stop_loss,-3.5134454080953246,108.59784980668944
2025-08-01,Umbral cobre,972.2000122070312,956.5645,-1.0,276.0557078071666,take_profit,4.439695880522641,113.03754568721207
2025-08-06,Umbral cobre,966.3499755859376,967.780029296875,-1.0,250.69686585239924,cierre_periodo,-0.37099393841782463,112.66655174879425
2025-08-11,Umbral cobre,967.780029296875,956.7046217705666,1.0,273.18021501178936,trailing_stop,-3.262901994286921,109.40364975450733
2025-08-14,Umbral cobre,952.6199951171876,956.30176,1.0,281.5133046027481,take_profit,1.0880160024389862,110.49166575694632
2025-08-19,Umbral cobre,963.6900024414062,970.4299926757812,1.0,301.5097705114454,cierre_periodo,2.108741300280687,112.600407057227
2025-08-22,Umbral cobre,970.4299926757812,966.0499877929688,-1.0,338.3460849867026,cierre_periodo,1.3579412424186665,113.95834829964566
2025-08-27,Umbral cobre,966.0499877929688,965.9600219726562,1.0,359.72912183063926,cierre_periodo,-0.2133652347362735,113.74498306490939
2025-09-01,Umbral cobre,965.9600219726562,965.9600219726562,0.0,0.0,plano,0.0,113.74498306490939
2025-09-04,Umbral cobre,967.9099731445312,971.0348,1.0,425.14567862151256,take_profit,1.1599790207831784,114.90496208569257
2025-09-09,Umbral cobre,970.0399780273438,952.3400268554688,-1.0,461.6929512381587,cierre_periodo,8.193489508896315,123.0984515945889
2025-09-12,Umbral cobre,952.3400268554688,945.2673186222684,1.0,497.25612381614593,stop_loss,-3.9415816097457865,119.15686998484311
2025-09-17,Umbral cobre,947.260009765625,954.9400024414062,1.0,436.9752954256971,cierre_periodo,3.324327454549358,122.48119743939247
2025-09-22,Umbral cobre,954.9400024414062,952.010009765625,-1.0,489.68696377512566,cierre_periodo,1.2576375259438297,123.73883496533631
2025-09-25,Umbral cobre,952.010009765625,964.9400024414062,1.0,516.8245557236094,cierre_periodo,6.760986312091403,130.4998212774277
2025-09-30,Umbral cobre,964.9400024414062,961.469970703125,1.0,568.0397531255464,cierre_periodo,-2.0427342290338757,128.45708704839384
2025-10-03,Umbral cobre,961.469970703125,961.31696,-1.0,607.6379221912413,take_profit,-0.20711796308950892,128.24996908530434
2025-10-08,Umbral cobre,959.1099853515624,951.5560882956805,1.0,488.5127175844946,stop_loss,-4.091755431351403,124.15821365395294
2025-10-13,Umbral cobre,947.030029296875,954.1687304678696,-1.0,494.1300408759052,stop_loss,-3.9718114300564675,120.18640222389648
2025-10-16,Umbral cobre,959.1199951171876,953.6025979591315,1.0,491.4860948276019,trailing_stop,-3.0730472394138895,117.11335498448258
2025-10-21,Umbral cobre,950.5499877929688,946.9400024414062,1.0,470.4654302317774,cierre_periodo,-1.7867269826562493,115.32662800182634
2025-10-24,Umbral cobre,946.9400024414062,937.2890731224335,-1.0,508.4141137875933,trailing_stop,4.927397547708228,120.25402554953456
2025-10-29,Umbral cobre,942.0999755859376,928.7900390625,-1.0,456.0006580644727,cierre_periodo,6.4423521608830265,126.6963777104176
2025-11-03,Umbral cobre,928.7900390625,942.6566,1.0,467.51952840508915,take_profit,6.74616869911746,133.44254640953505
2025-11-06,Umbral cobre,943.4199829101562,935.7840236815111,1.0,494.60334091716584,stop_loss,-4.003276392286046,129.43927001724902
2025-11-11,Umbral cobre,937.4400024414062,929.6444069973577,1.0,466.96195488294893,stop_loss,-3.8831781005174832,125.55609191673153
2025-11-14,Umbral cobre,929.3800048828124,922.2105344725,1.0,488.27590313000815,stop_loss,-3.766682757501961,121.78940915922956
2025-11-19,Umbral cobre,931.9000244140624,931.15405,-1.0,451.33678825812086,take_profit,0.1356211083337724,121.92503026756333
2025-11-24,Umbral cobre,938.5700073242188,933.4013508825499,1.0,475.31243044064723,trailing_stop,-2.8551771632913714,119.06985310427196
2025-11-27,Umbral cobre,925.7000122070312,925.7000122070312,0.0,0.0,plano,0.0,119.06985310427196
2025-12-02,Umbral cobre,929.2999877929688,922.8615851618684,1.0,515.5857098862424,stop_loss,-3.829888448071264,115.2399646562007
2025-12-05,Umbral cobre,917.22998046875,923.3251678371688,-1.0,520.2541487657945,stop_loss,-3.7173260140688713,111.52263864213182
2025-12-10,Umbral cobre,925.6799926757812,925.6368,-1.0,541.8416843077316,take_profit,-0.24563824732601075,111.27700039480581
2025-12-15,Umbral cobre,909.75,894.8400268554688,-1.0,522.1088543778803,cierre_periodo,8.556888153114782,119.8338885479206
2026-01-08,Umbral cobre,894.8400268554688,895.78326,1.0,518.0615815083089,take_profit,0.2870476589371236,120.12093620685772
2026-01-13,Umbral cobre,883.6699829101562,882.510009765625,1.0,503.88897806802294,cierre_periodo,-0.6614434049907398,119.45949280186699
2026-01-16,Umbral cobre,882.510009765625,884.6099853515625,1.0,541.7624709689801,cierre_periodo,1.2891502077287218,120.74864300959571
2026-01-21,Umbral cobre,884.6099853515625,879.177918387093,1.0,589.9160817932126,stop_loss,-3.6224592902879036,117.1261837193078
2026-01-26,Umbral cobre,870.0399780273438,862.4400024414062,-1.0,550.0818092723516,cierre_periodo,4.530035214069271,121.65621893337708
2026-01-29,Umbral cobre,862.4400024414062,864.5221489729701,-1.0,584.7746724603111,trailing_stop,-1.411792765366679,120.24442616801039
2026-02-03,Umbral cobre,865.1099853515625,864.2842,-1.0,592.4612278214803,take_profit,0.5655301771888109,120.8099563451992
2026-02-06,Umbral cobre,866.2100219726562,859.6079,-1.0,579.3690535908682,take_profit,4.4158634303010755,125.22581977550027
2026-02-11,Umbral cobre,855.1599731445312,859.6669894519439,-1.0,580.572848656099,trailing_stop,-3.059838367916464,122.1659814075838
2026-02-16,Umbral cobre,862.4000244140625,862.4000244140625,0.0,0.0,plano,0.0,122.1659814075838
2026-02-19,Umbral cobre,861.5900268554688,866.4000244140625,1.0,627.5234173751506,cierre_periodo,3.1895124837389974,125.3554938913228
2026-02-24,Umbral cobre,866.4000244140625,865.3654,-1.0,695.6058616123936,take_profit,0.48286510556172363,125.83835899688452
2026-02-27,Umbral cobre,865.1699829101562,870.3453648691768,-1.0,631.092961436498,stop_loss,-3.7751507699065527,122.06320822697796
2026-03-04,Umbral cobre,899.9199829101562,901.8057420268109,-1.0,441.05072932034835,trailing_stop,-0.9242104292799767,121.13899779769798
2026-03-09,Umbral cobre,910.8900146484376,903.7261,-1.0,431.2300765122028,take_profit,3.391513148999643,124.53051094669763
2026-03-12,Umbral cobre,896.9400024414062,909.4199829101562,1.0,336.8760716258469,cierre_periodo,4.5188395778917245,129.04935052458936
2026-03-17,Umbral cobre,909.4199829101562,912.489990234375,1.0,338.8658731295628,cierre_periodo,1.1439386993746268,130.19328922396397
2026-03-20,Umbral cobre,912.489990234375,917.7696425928514,1.0,370.4187777409892,trailing_stop,2.143237070493043,132.336526294457
2026-03-25,Umbral cobre,917.3599853515624,927.2713107480329,-1.0,343.9411283460526,trailing_stop,-3.887973545227994,128.448552749229
2026-03-30,Umbral cobre,922.719970703125,912.4600219726562,-1.0,352.43993477631255,cierre_periodo,3.918865718945331,132.36741846817435
2026-04-02,Umbral cobre,912.4600219726562,915.969970703125,1.0,365.5262112106393,cierre_periodo,1.223302069960567,133.59072053813492
2026-04-07,Umbral cobre,915.969970703125,907.4006451408408,1.0,405.4270739122831,trailing_stop,-3.792959048047943,129.79776149008697
2026-04-10,Umbral cobre,891.6199951171875,886.22998046875,-1.0,366.6745299923949,cierre_periodo,2.0332809116836383,131.83104240177062
