ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,5,2.802343418175261,102.80234341817525
2025-07-01,-1.0,trailing_stop,5,-1.2535950804355445,101.54874833773971
2025-07-10,-1.0,trailing_stop,3,1.2140273595472078,102.76277569728691
2025-07-21,-1.0,trailing_stop,6,5.234458838806966,107.99723453609388
2025-07-30,1.0,take_profit,1,1.8676404694116882,109.86487500550557
2025-08-08,-1.0,trailing_stop,5,1.1986874738064455,111.06356247931201
2025-08-19,1.0,trailing_stop,4,-1.3870892232921261,109.67647325601989
2025-08-28,-1.0,cierre_periodo,7,0.3609460576202169,110.0374193136401
2025-09-12,-1.0,trailing_stop,2,2.3764048423642254,112.41382415600432
2025-09-23,-1.0,trailing_stop,3,0.40222878552385466,112.81605294152818
2025-10-02,-1.0,take_profit,2,3.036674624847638,115.85272756637582
2025-10-13,-1.0,stop_loss,1,-3.475581826991206,112.37714573938462
2025-10-22,-1.0,trailing_stop,4,6.523371748480894,118.90051748786551
2025-10-31,-1.0,trailing_stop,2,3.243371204820433,122.14388869268595
2025-11-11,-1.0,trailing_stop,6,5.427505138583008,127.57139383126895
2025-11-20,-1.0,trailing_stop,2,-2.874504649095741,124.69688918217321
2025-12-05,-1.0,stop_loss,3,-4.022380529300293,120.67450865287292
2026-01-06,-1.0,cierre_periodo,7,13.25885694506565,133.93336559793858
2026-01-15,-1.0,cierre_periodo,7,7.539593358360634,141.4729589562992
2026-01-26,-1.0,trailing_stop,5,4.117653114703105,145.5906120710023
2026-02-04,1.0,take_profit,2,3.2697064005241208,148.86031847152643
2026-02-13,-1.0,stop_loss,1,-4.83107738309805,144.02924108842836
2026-02-24,-1.0,trailing_stop,3,4.833116778163578,148.86235786659194
2026-03-05,1.0,trailing_stop,4,7.612837306495565,156.4751951730875
2026-03-20,1.0,trailing_stop,2,2.3532915211101537,158.82848669419766
2026-03-31,-1.0,take_profit,2,1.7358523089106201,160.56433900310827
2026-04-09,-1.0,cierre_periodo,7,3.4143667801413073,163.97870578324958
2026-04-20,-1.0,take_profit,1,2.1439866291924456,166.12269241244203
2026-04-29,1.0,trailing_stop,6,8.87048786616029,174.99318027860232
2026-05-08,-1.0,stop_loss,3,-5.5515090021045195,169.4416712764978
2026-05-19,1.0,trailing_stop,6,-3.011714287595674,166.42995698890212
2026-05-28,-1.0,trailing_stop,7,-2.4575271220208714,163.97242986688124
2026-06-12,-1.0,take_profit,2,4.531254548071746,168.503684414953
2026-06-23,1.0,take_profit,2,7.601130556466567,176.10481497141956
2026-07-02,-1.0,trailing_stop,3,-2.2705073200545285,173.83430765136504
2026-07-13,-1.0,trailing_stop,5,-2.9159329397544913,170.91837471161054
2026-07-22,-1.0,stop_loss,2,-5.127551241348326,165.7908234702622
2026-07-31,-1.0,cierre_periodo,7,8.480212407062174,174.27103587732438
2026-08-11,-1.0,trailing_stop,6,-3.3825550079077993,170.88848086941658
2026-08-20,-1.0,take_profit,3,3.951340905282131,174.83982177469872
