regimen,moneda,commodity,rezago,corr_pre,corr_en_regimen,sharpe_bruto,sharpe_neto,n
2022 (guerra/inflacion),NOK,CL_F,1,-0.15158995728685318,-0.009900576109228528,0.031908494481294604,-1.2655817236577016,259
2022 (guerra/inflacion),NOK,PL_F,2,0.12142354127551733,-0.05055668661261849,0.3262264610975286,-0.9497180438441908,258
