feature,correlacion_con_retorno_futuro,acierto_direccion_%
sem_ant_cierre_rel,0.140589692364794,51.61513613290263
sem_ant_min_rel,0.12117186045668174,50.853714813105675
sem_ant_max_rel,0.10664525416539958,50.207660359944626
sem_ant_apertura_rel,0.09037716742242709,49.53853253345639
sem_ant_posicion_rango,-0.05022052166632264,46.28518689432395
sem_ant_retorno,-0.0038228260227163185,47.923396400553756
