ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,6,4.573160194961286,104.57316019496129
2025-07-10,1.0,trailing_stop,2,-3.082385666163174,101.49077452879811
2025-07-30,1.0,trailing_stop,3,3.0990563347180684,104.58983086351618
2025-08-19,1.0,trailing_stop,4,-1.1635354149973562,103.42629544851883
2025-09-12,-1.0,trailing_stop,2,2.2336288043169903,105.65992425283582
2025-10-02,-1.0,take_profit,2,0.9024313983233166,106.56235565115914
2025-10-22,-1.0,trailing_stop,4,6.185829473890244,112.74818512504939
2025-11-11,-1.0,trailing_stop,6,5.010003862508083,117.75818898755747
2025-12-05,-1.0,stop_loss,3,-3.7985570422468204,113.95963194531065
2026-01-15,-1.0,trailing_stop,12,9.259183648684463,123.21881559399512
2026-02-04,-1.0,trailing_stop,2,-2.4015798996628552,120.81723569433227
2026-02-24,-1.0,trailing_stop,3,4.054203191747114,124.87143888607939
2026-03-20,-1.0,stop_loss,1,-3.9237818376792455,120.94765704840015
2026-04-09,-1.0,trailing_stop,9,2.395320660294778,123.34297770869492
2026-04-29,-1.0,stop_loss,1,-3.700289331260858,119.64268837743406
2026-05-19,-1.0,take_profit,6,2.0302010036585343,121.67288938109259
2026-06-12,-1.0,take_profit,2,4.559853572977316,126.2327429540699
2026-07-02,-1.0,take_profit,2,0.7760190750658474,127.00876202913575
2026-07-22,1.0,trailing_stop,4,3.6414657220226636,130.6502277511584
2026-08-11,1.0,take_profit,6,2.488347244465069,133.1385749956235
