ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,1.0,trailing_stop,3,-0.7702546277210797,99.22974537227893
2025-07-08,-1.0,stop_loss,3,-3.144192274533206,96.08555309774572
2025-07-24,-1.0,trailing_stop,3,0.653583793412985,96.73913689115871
2025-08-11,-1.0,take_profit,2,1.4741288323950257,98.21326572355373
2025-08-27,-1.0,cierre_periodo,12,4.399833293647677,102.6130990172014
2025-09-12,-1.0,trailing_stop,2,2.2160667427089487,104.82916575991035
2025-09-30,-1.0,take_profit,4,4.05905827185243,108.88822403176279
2025-10-16,-1.0,take_profit,5,4.170098898429974,113.05832293019276
2025-11-03,1.0,trailing_stop,5,4.24094133421793,117.2992642644107
2025-11-19,1.0,trailing_stop,6,0.5249005362553082,117.824164800666
2025-12-05,1.0,trailing_stop,5,1.0670874509371218,118.89125225160312
2026-01-13,1.0,trailing_stop,7,-1.5382756418286794,117.35297660977444
2026-01-29,1.0,trailing_stop,4,-1.2521630521334393,116.100813557641
2026-02-16,1.0,trailing_stop,7,-0.8828651079303867,115.21794844971062
2026-03-04,-1.0,trailing_stop,2,-1.0805394320742103,114.13740901763641
2026-03-20,-1.0,stop_loss,1,-3.5864910062559963,110.55091801138042
2026-04-07,-1.0,trailing_stop,11,9.537652607192113,120.08857061857253
2026-04-23,-1.0,stop_loss,5,-3.6026571185571927,116.48591350001534
2026-05-11,-1.0,stop_loss,2,-3.4945774050004568,112.99133609501489
2026-05-27,-1.0,trailing_stop,8,-1.626401601346538,111.36493449366834
2026-06-12,-1.0,take_profit,2,3.077486052562726,114.44242054623106
2026-06-30,-1.0,trailing_stop,7,-2.9802177955233713,111.46220275070769
2026-07-16,-1.0,trailing_stop,2,-3.144035313942759,108.31816743676492
2026-08-03,-1.0,trailing_stop,12,2.717700316577393,111.03586775334232
2026-08-19,-1.0,take_profit,4,2.289398477595909,113.32526623093823
