ventana,f_kelly_medio,f_kelly_max_abs
1,6.109173617403946,21.993482899044437
2,2.754806165545627,14.31339100486022
3,6.461474393470075,20.84341202867775
4,18.12555672987724,36.38043919463735
5,6.655411887013178,27.431791571956712
