unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2026-08-14,2026-08-13,914.0,914.6910196347435,887.3943374863069,893.4234094545372,935.9586298149497,941.9877017831801,914.0900268554688,888.8442854810531,881.6874685962231,939.3357682298844,946.4925851147144,915.19025,907.47675,909.8398,922.2287,923.40735,914.20465,906.3463,908.4298,921.2616,923.17523
USDCLP,2026-08-17,2026-08-13,913.0999755859376,914.6910196347435,885.789559520789,892.1730819601252,937.2089573093618,943.592479748698,914.0900268554688,878.3871570116066,868.2658895096591,949.7928966993309,959.9141642012784,915.87897,905.3538,907.4241,925.1584,926.6913,914.4487,903.9217,905.9741,924.5197,926.56287
USDCLP,2026-08-18,2026-08-17,914.7899780273438,913.9806828612091,886.6902864098329,892.717970043769,935.2433956786491,941.2710793125852,913.0999755859376,887.8600645493088,880.7049004842277,938.3398866225664,945.4950506876476,915.7479,910.5749,911.3121,919.434,920.5263,913.60767,908.7665,909.65424,919.3947,921.25385
USDCLP,2026-08-19,2026-08-17,922.9400024414062,913.9806828612091,885.0858140999856,891.4678806942572,936.4934850281609,942.8755516224326,913.0999755859376,877.4053510848469,867.2864210230044,948.7946000870284,958.9135301488708,914.6936,906.08185,907.3521,920.2618,921.6461,912.86224,905.0915,906.6821,922.1709,924.07764
USDCLP,2026-08-20,2026-08-19,921.1599731445312,917.2812317363837,889.9962727120115,896.0227553707319,938.5397081020354,944.5661907607558,922.9400024414062,897.7054029387485,890.5517446197432,948.174601944064,955.3282602630693,923.503,916.7039,917.6871,928.4961,928.9372,927.26733,920.2337,922.10223,932.1504,932.2459
USDCLP,2026-08-21,2026-08-19,922.27001953125,917.2812317363837,888.3922440101938,894.7730116486704,939.789451824097,946.1702194625735,922.9400024414062,887.2528895836944,877.136088968374,958.6271152991181,968.7439159144385,927.50745,918.7839,920.09033,931.99615,931.7931,930.9639,921.7541,923.4657,935.44574,935.79553
USDCLP,2026-08-24,2026-08-21,921.1300048828124,919.897027243868,892.6180476253804,898.6432096009421,941.150844886794,947.1760068623556,922.27001953125,897.0412154726555,889.8892000815133,947.4988235898445,954.6508389809867,920.0951,914.38605,915.7828,923.92926,924.54535,919.81226,915.366,916.0821,922.3442,922.95795
USDCLP,2026-08-25,2026-08-21,912.1900024414062,919.897027243868,891.0141109282652,897.3935375623229,942.4005169254132,948.7799435594709,922.27001953125,886.5911026691323,876.4766255046778,957.9489363933677,968.0634135578222,916.8484,911.41864,911.6997,923.162,924.6641,916.7678,911.427,911.88916,922.4702,924.1165
USDCLP,2026-08-26,2026-08-25,912.77001953125,917.4953679707362,890.2219122081748,896.2458541187945,938.7448818226779,944.7688237332976,912.1900024414062,886.9664124534115,879.8158751788337,937.413592429401,944.5641297039788,906.60815,905.46826,905.72656,909.75555,910.6099,913.98267,910.7756,911.22046,917.7985,918.2386
USDCLP,2026-08-27,2026-08-25,919.219970703125,917.4953679707362,888.6185132399154,894.9966010397993,939.9941349016731,946.372222701557,912.1900024414062,876.518459388646,866.4060725966837,947.8615454941665,957.9739322861288,906.5539,905.1248,905.28296,908.8286,909.281,911.8171,908.3511,908.5054,915.1357,915.4989
