costo,sharpe_medio,sharpe_min,sharpe_max,retorno_medio_pct,acierto_medio,corr_media
bruto,0.8067777058447698,-0.5054056503654594,1.4118569089163475,2.9460941762601545,50.64406779661017,0.05342170469092148
ida+vuelta diaria 0.15%,-1.9112725803928015,-3.3034349627157984,-1.1704837710504044,-6.035925266857712,50.64406779661017,0.05342170469092148
rotacion 0.15%,-0.5502222499000741,-1.846436329683595,0.08046445391609627,-1.6386512191906566,50.64406779661017,0.05342170469092148
