unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2026-08-28,2026-08-27,922.6699829101562,917.023343051192,889.7557968062825,895.778433470095,938.268252632289,944.2908892961015,919.219970703125,894.001886215298,886.8529096735177,944.438055190952,951.5870317327323,917.9004,911.6323,913.5841,922.8658,924.76764,918.5009,912.0055,914.1624,923.1502,924.56177
USDCLP,2026-08-31,2026-08-28,931.510009765625,918.987782532495,891.7230172324577,897.745039663497,940.230525401493,946.2525478325323,922.6699829101562,897.4547178309929,890.3065405523924,947.8852479893196,955.03342526792,925.04004,918.3153,919.1489,927.2089,927.2422,923.6019,918.73206,919.52185,925.6047,926.0887
USDCLP,2026-09-01,2026-08-31,934.030029296875,923.3446842572699,896.0812689085993,902.1029931732204,944.5863753413195,950.6080996059405,931.510009765625,906.2970655137804,899.1495461574763,956.7229540174696,963.8704733737737,931.51953,926.5712,927.81433,933.4436,934.00195,930.0829,925.30396,926.08685,933.2874,934.3231
USDCLP,2026-09-02,2026-09-01,935.6400146484376,927.0641585506633,899.8025804056311,905.8238988834648,948.3044182178617,954.3257366956954,934.030029296875,908.8199442424241,901.6732354288521,959.2401143513259,966.3868231648979,933.41016,932.1416,932.66113,933.2724,933.8867,936.6713,934.8635,935.2848,935.8633,936.09576
USDCLP,2026-09-03,2026-09-02,937.5999755859376,930.0506532717047,902.7913765293083,908.8121866918074,951.2891198516021,957.3099300141012,935.6400146484376,910.4328160223962,903.2869254711708,960.847213274479,967.9931038257045,932.65125,932.3177,932.4083,933.78625,934.68396,939.0739,938.05774,938.64435,939.88074,939.799
USDCLP,2026-09-04,2026-09-03,932.6400146484376,932.6804405774633,905.4236537492558,911.4439139595022,953.9169671954244,959.9372274056708,937.5999755859376,912.3956530065744,905.250577774619,962.8042981653008,969.9493733972562,938.75275,937.6803,938.1951,939.47723,940.01135,937.1486,936.8554,937.2707,937.6268,937.985
USDCLP,2026-09-07,2026-09-04,930.5599975585938,932.6663580841426,905.4127123264171,911.4322787622374,953.9004374060479,959.9200038418682,932.6400146484376,907.4384112535741,900.2941068726408,957.8416180433011,964.9859224242344,935.5194,934.7207,935.1929,935.70514,935.6547,930.1327,929.7264,929.8134,930.7151,931.075
USDCLP,2026-09-08,2026-09-07,933.8900146484376,931.9328460419011,904.6822895954377,910.7011736889928,953.1645183948095,959.1834024883645,930.5599975585938,905.3612645932315,898.2177739391764,955.758730523956,962.9022211780111,931.91815,931.686,931.74536,931.9934,932.16064,931.42554,931.4323,931.27295,931.9375,932.20807
USDCLP,2026-09-09,2026-09-08,924.4299926757812,932.6143202505862,905.3668588937069,911.3850593687272,953.8435811324451,959.8617816074654,933.8900146484376,908.6941003558989,901.5514087564233,959.0859289409764,966.228620540452,934.666,934.53125,934.5135,934.8247,934.88654,933.43005,933.0465,933.1057,933.4896,933.68365
USDCLP,2026-09-10,2026-09-09,926.1900024414062,929.764833166812,902.519743784502,908.5374203568258,950.9922459767981,957.0099225491219,924.4299926757812,899.2363076382915,892.0942480016463,949.623677713271,956.7657373499162,927.2542,927.0212,927.05054,927.5343,927.5597,926.7037,926.3874,926.31934,927.0622,927.14215
