ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,6,4.573160194961286,104.57316019496129
2025-07-08,-1.0,stop_loss,3,-3.137194805848833,101.43596538911245
2025-07-24,-1.0,trailing_stop,3,0.6899778469306618,102.12594323604311
2025-08-11,-1.0,take_profit,2,0.4348349387117542,102.56077817475487
2025-08-27,-1.0,take_profit,11,0.48170938964307614,103.04248756439794
2025-09-12,-1.0,trailing_stop,2,2.2253399611211795,105.26782752551912
2025-09-30,-1.0,take_profit,4,4.212978489457486,109.48080601497661
2025-10-16,-1.0,take_profit,6,5.066249283630292,114.54705529860689
2025-11-03,-1.0,stop_loss,1,-3.4364116589582383,111.11064363964866
2025-11-19,-1.0,trailing_stop,3,-2.5538174306761947,108.55682620897247
2025-12-05,-1.0,stop_loss,3,-3.501746249881842,105.05507995909062
2026-01-13,-1.0,cierre_periodo,12,10.587482362877815,115.64256232196843
2026-01-29,-1.0,trailing_stop,2,-1.3420056474386128,114.30055667452982
2026-02-16,-1.0,take_profit,8,2.2407213954221596,116.54127806995197
2026-03-04,-1.0,trailing_stop,2,-0.8824007348191432,115.65887733513283
2026-03-20,-1.0,stop_loss,1,-3.6342994547214875,112.02457788041134
2026-04-07,-1.0,trailing_stop,11,9.664790908210385,121.68936878862172
2026-04-23,-1.0,stop_loss,5,-3.650681063658669,118.03868772496305
2026-05-11,-1.0,stop_loss,2,-3.541160631748888,114.49752709321416
2026-05-27,-1.0,trailing_stop,8,-1.6480817720221472,112.84944532119201
2026-06-12,-1.0,take_profit,2,4.229183255808409,117.07862857700042
2026-06-30,-1.0,trailing_stop,7,-3.0488678122610606,114.02976076473935
2026-07-16,-1.0,trailing_stop,2,-3.216458905685037,110.81330185905432
2026-08-03,-1.0,trailing_stop,12,2.7803031815429375,113.59360504059725
2026-08-19,-1.0,take_profit,4,2.1595702100674443,115.7531752506647
