estrategia,capital_final,retorno_total_%,sharpe_anualizado,max_drawdown_%,win_rate_%,operaciones
Buy-and-hold,99.1304477892764,-0.8695522107236009,0.002219538170783037,-15.443311608795652,47.0,100
Umbral simple (Opcion A),81.1748708263713,-18.825129173628696,-1.0875771742522142,-22.73500022260082,51.470588235294116,68
PPO (RL),47.84182744555328,-52.15817255444672,-3.792257686884746,-53.15830214836452,28.999999999999996,100
