ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2022-08-04,911.1199951171876,901.9000244140624,862.0269,847.6977,846.0403,0.027641126248699785,-11.906636876569657,31.926450736908237,811.3099975585938,1050.260009765625,0.0038834928349346684,0.0023021973068511003,2
2022-08-05,901.9000244140624,917.6400146484376,847.6977,846.0403,837.9604,0.026740064734075933,-10.72962956362233,18.853656011202915,811.3099975585938,1050.260009765625,0.019898306639490177,-0.00864959162171594,3
2022-08-08,917.6400146484376,905.4000244140624,846.0403,837.9604,827.6254,0.02614831183379094,-8.452598178903287,23.881350178672477,811.3099975585938,1050.260009765625,0.009663298145692585,0.0099943832020153,4
2022-08-09,905.4000244140624,903.25,837.9604,827.6254,824.28546,0.025430027145496293,-7.37181057095297,22.782944826137395,811.3099975585938,1050.260009765625,0.0013927233381699987,0.019293539583505704,5
2022-08-10,903.25,887.0800170898438,897.3188,905.18964,913.1234,0.024474661677541577,-6.436742165406358,41.82243334945842,811.3099975585938,1050.260009765625,0.017384534003716742,0.0536099918788567,1
2022-08-11,887.0800170898438,884.4099731445312,905.18964,913.1234,906.9436,0.024069722242875555,-6.522075924449643,37.094750851276345,811.3099975585938,1050.260009765625,0.014933773931209706,0.06531724353625883,2
2022-08-12,884.4099731445312,875.260009765625,913.1234,906.9436,883.1004,0.02317100760666644,-6.366104958396798,25.684227832987773,811.3099975585938,1050.260009765625,-0.009341402279006945,0.03461867320093284,3
2022-08-15,875.260009765625,880.510009765625,906.9436,883.1004,873.0315,0.022476217573146943,-6.466088800321343,26.915232999265342,811.3099975585938,1050.260009765625,-0.012868122622951974,0.011567903005143867,4
2022-08-16,880.510009765625,881.0,883.1004,873.0315,879.6249,0.021675949062827538,-5.787549292775461,32.54314362954172,811.3099975585938,1050.260009765625,0.0020645340532498197,0.012247713487828573,5
2022-08-17,881.0,897.0999755859375,873.85596,892.38477,891.3546,0.020843840191357738,-4.947198301956185,37.113393600688184,811.3099975585938,1050.260009765625,-0.010643498782088992,-0.015729691308753988,1
2022-08-18,897.0999755859375,929.2000122070312,892.38477,891.3546,895.9431,0.020644357565863903,-3.0420111327734105,45.50849058289944,811.3099975585938,1050.260009765625,0.013389684468500692,-0.017248319969877204,2
2022-08-19,929.2000122070312,944.0,891.3546,895.9431,911.54,0.022072226843400444,0.45874153903239545,59.495369471624066,811.3099975585938,1050.260009765625,0.0100955673417733,0.0020402429275102473,3
2022-08-22,944.0,937.5,895.9431,911.54,905.67334,0.021660866032952787,3.6709542519625593,66.92307963173869,811.3099975585938,1050.260009765625,-0.003535497640372084,0.011435682596212025,4
2022-08-23,937.5,916.25,911.54,905.67334,898.0226,0.020925460354224063,5.166243902685769,59.76733855646604,811.3099975585938,1050.260009765625,0.009220382581036387,0.01869932088893004,5
2022-08-24,916.25,920.9299926757812,949.9511,958.74506,950.88995,0.021106539107659833,4.553928429816544,51.56564922751366,811.3099975585938,1050.260009765625,-0.011948522410051805,0.017370761294765398,1
2022-08-25,920.9299926757812,898.0,958.74506,950.88995,969.6796,0.020345367311754528,4.297117716788029,55.97337274365502,811.3099975585938,1050.260009765625,0.013566875289911354,0.017551046027566717,2
