feature,correlacion_con_retorno_futuro,acierto_direccion_%
copper_ret_1d,-0.25560392747277083,36.346820809248555
copper_mom_5d,-0.1646697486705508,42.21965317919075
copper_mom_20d,-0.07507767167279485,45.57225433526011
rate_diff,0.004037304330717061,48.6242774566474
