unique_id,ds,y,y_next,nhits_h1,nhits_h2,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana
USDBRL,2019-12-22,4.06879997253418,4.054699897766113,4.140617,4.1205277,0.016977859452020194,-0.00889162288734377,50.68399101277583,4.015999794006348,4.194300174713135
USDBRL,2019-12-29,4.054699897766113,4.023399829864502,4.0316687,4.0369053,0.015765074133038084,-0.013958158919919653,41.120434443052,4.015999794006348,4.194300174713135
USDBRL,2020-01-05,4.023399829864502,4.092100143432617,4.027624,4.135414,0.014849636037517908,-0.018950360715453543,38.93442771269647,4.015999794006348,4.194300174713135
USDBRL,2020-01-12,4.092100143432617,4.183599948883057,4.094881,4.0245485,0.015321548366195328,-0.0172092893523507,50.71741122156979,4.015999794006348,4.194300174713135
USDBRL,2020-01-19,4.183599948883057,4.169099807739258,4.1117268,4.1497855,0.019625361190297407,-0.009844968896755131,55.31674025087856,4.015999794006348,4.194300174713135
USDBRL,2020-01-26,4.169099807739258,4.242199897766113,4.2302775,4.1734233,0.01804844213437687,-0.006084384978562084,50.5978986412658,4.023399829864502,4.194300174713135
USDBRL,2020-02-02,4.242199897766113,4.280799865722656,4.241646,4.2160635,0.017909584285775212,0.0008246203182127182,66.35495124017385,4.023399829864502,4.242199897766113
USDBRL,2020-02-09,4.280799865722656,4.346766948699951,4.242406,4.2831383,0.01918385445464051,0.007141216997318074,70.83068257521651,4.023399829864502,4.280799865722656
USDBRL,2020-02-16,4.346766948699951,4.392300128936768,4.368449,4.3267393,0.017180246299642953,0.014485606064126966,70.0032094258368,4.023399829864502,4.346766948699951
USDBRL,2020-02-23,4.392300128936768,4.484799861907959,4.402407,4.340478,0.017845530957677734,0.020752130915060354,67.40503092562258,4.023399829864502,4.392300128936768
USDBRL,2020-03-01,4.484799861907959,4.606200218200684,4.3958473,4.3760295,0.019009527874246986,0.02896456713855243,72.24834316035601,4.023399829864502,4.484799861907959
USDBRL,2020-03-08,4.606200218200684,4.790200233459473,4.6939626,4.697772,0.021404808691031733,0.03974450759036906,76.93195867171181,4.023399829864502,4.606200218200684
USDBRL,2020-03-15,4.790200233459473,5.094200134277344,4.8220572,4.813728,0.037815064095326166,0.05547298587889635,81.64053780413916,4.023399829864502,4.790200233459473
