ds,y,y_next,nhits_h1,nhits_h2,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2020-12-11,0.70940101146698,0.7098491191864014,0.70078814,0.7002853,0.005719697827083049,-0.0005066369204741912,72.50679852119625,0.6545187830924988,0.70940101146698,-0.013108925112561077,0.002845757153371549,1
2020-12-14,0.7098491191864014,0.7085816264152527,0.7002853,0.6999136,0.005595056585204408,-0.00039431075559836354,76.52701104473438,0.6545187830924988,0.7098491191864014,-0.0005676568532849705,0.0038477910283128596,2
2020-12-15,0.7085816264152527,0.7086820602416992,0.6999136,0.6991519,0.0054874373050392885,-0.0004558156891888163,69.04480279113305,0.6545187830924988,0.7098491191864014,0.004532594732826386,0.012593059330743893,3
2020-12-16,0.7086820602416992,0.7110403180122375,0.6991519,0.69806147,0.005369296601265722,-0.000534713621488582,66.14817675496349,0.6545187830924988,0.7098491191864014,0.004512075897879891,0.013112886307093197,4
2020-12-17,0.7110403180122375,0.7147911787033081,0.69806147,0.6975509,0.005306605909436016,-0.0004750694185090172,69.1712350854563,0.6549903750419617,0.7110403180122375,0.012026430542292521,0.00742192617644431,5
2020-12-18,0.7147911787033081,0.7104896903038025,0.71002233,0.7093705,0.00532444186968661,-0.00024176089250544167,69.80713764319313,0.6551792025566101,0.7147911787033081,0.008719203163225152,0.029653818787127317,1
2020-12-21,0.7104896903038025,0.7096678018569946,0.7093705,0.708613,0.005382179228850511,-0.0004251644369524434,63.80257269517443,0.6568015217781067,0.7147911787033081,-0.015413769301266707,0.014480374434948994,2
2020-12-22,0.7096678018569946,0.7054275274276733,0.708613,0.70835704,0.005273974929040195,-0.0006371117414884983,54.96404057960733,0.6574103236198425,0.7147911787033081,-0.015512951902100029,-0.005652973075548363,3
2020-12-23,0.7054275274276733,0.709679901599884,0.70835704,0.70873815,0.005332426139697357,-0.0010725403948315514,47.21944798840787,0.6574103236198425,0.7147911787033081,0.00961822368998747,-0.0005627054297451403,4
2020-12-24,0.709679901599884,0.713749885559082,0.70873815,0.70906955,0.005387807764759405,-0.001080791408647152,53.341033815208846,0.6574103236198425,0.7147911787033081,0.002249690773362123,-0.010286333630522511,5
2020-12-25,0.713749885559082,0.7115614414215088,0.70856637,0.70719707,0.005423586802357133,-0.0008300395970903462,63.380594958686196,0.6574103236198425,0.7147911787033081,0.0,-0.01887833602031982,1
2020-12-28,0.7115614414215088,0.7107997536659241,0.70719707,0.70594096,0.005351356418255939,-0.0008276010887834744,59.8785004814191,0.6574103236198425,0.7147911787033081,0.0028050483012747717,-0.0008396364453597725,2
2020-12-29,0.7107997536659241,0.7148601412773132,0.70594096,0.7040752,0.005243452933634357,-0.000887989849537205,58.68106345507541,0.6574103236198425,0.7147911787033081,-0.004773267568748166,0.009948859280917885,3
2020-12-30,0.7148601412773132,0.7215397357940674,0.7040752,0.70226943,0.005287621324311212,-0.0006748343535832721,66.36762166231236,0.6574103236198425,0.7148601412773132,-0.0028184884850533864,-0.002533801471429239,4
2020-12-31,0.7215397357940674,0.7181999087333679,0.70226943,0.70114195,0.005572392639657986,-0.00013271083052640575,65.44316813423805,0.6580809354782104,0.7215397357940674,-0.00821884864248363,-0.012921349593837747,5
2021-01-01,0.7181999087333679,0.7198387980461121,0.71834344,0.7174511,0.005547569236148825,-5.1929135196315986e-05,59.89594296216455,0.6580809354782104,0.7215397357940674,0.0,-0.012921349593837747,1
2021-01-04,0.7198387980461121,0.7178286910057068,0.7174511,0.7174094,0.005450398694454945,5.330613500372904e-05,63.223696002867904,0.6580809354782104,0.7215397357940674,0.011037337127536937,-0.004761893631251935,2
2021-01-05,0.7178286910057068,0.7256894111633301,0.7174094,0.7176718,0.005369776785224925,-6.464009257068238e-05,60.28310623452894,0.6580809354782104,0.7215397357940674,0.024328744190622302,0.02462710273713657,3
2021-01-06,0.7256894111633301,0.7305775880813599,0.7176718,0.7179445,0.005782668991840141,0.000313791236512536,64.65597334182502,0.6580809354782104,0.7256894111633301,0.0026061400085380447,0.030200427053907554,4
2021-01-07,0.7305775880813599,0.7265488505363464,0.7179445,0.71851665,0.005844757501264393,0.0007930884472296257,65.44240089184512,0.6580809354782104,0.7305775880813599,0.01238864164946358,0.051650529650207104,5
2021-01-08,0.7265488505363464,0.7199320793151855,0.7289056,0.7287727,0.0058437184625878625,0.0007396166281810829,65.79348442856272,0.6580809354782104,0.7305775880813599,-0.0059709326787447245,0.04538990462171073,1
2021-01-11,0.7199320793151855,0.7174013257026672,0.7287727,0.7283209,0.006062323440454844,0.0001881705848414128,59.06162320536648,0.6580809354782104,0.7305775880813599,-0.030261423589353787,0.003095952171877183,2
