ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,1.0,trailing_stop,3,-0.7702546277210797,99.22974537227893
2025-07-08,-1.0,stop_loss,3,-3.144192274533206,96.08555309774572
2025-07-24,-1.0,trailing_stop,3,0.653583793412985,96.73913689115871
2025-08-11,-1.0,take_profit,2,2.3430029048301653,99.08213979598888
2025-08-27,-1.0,take_profit,11,0.5210902130130953,99.60323000900198
2025-09-12,-1.0,trailing_stop,2,2.1510646067938937,101.75429461579587
2025-09-30,-1.0,take_profit,4,4.929051465661051,106.68334608145692
2025-10-16,-1.0,take_profit,3,3.2157351242991687,109.89908120575609
2025-11-03,1.0,trailing_stop,5,4.1224347221729065,114.021515927929
2025-11-19,1.0,trailing_stop,6,0.5102329944738787,114.53174892240288
2025-12-05,1.0,trailing_stop,5,1.0372693259972638,115.56901824840014
2026-01-13,1.0,trailing_stop,7,-1.4952908843566406,114.0737273640435
2026-01-29,1.0,trailing_stop,4,-1.2171732728976332,112.85655409114587
2026-02-16,1.0,trailing_stop,7,-0.8581947942928393,111.99835929685302
2026-03-04,-1.0,trailing_stop,2,-1.050345412118548,110.94801388473448
2026-03-20,-1.0,stop_loss,1,-3.4862720065607964,107.46174187817368
2026-04-07,-1.0,trailing_stop,11,9.271137508711233,116.73287938688492
2026-04-23,-1.0,stop_loss,5,-3.501986381606564,113.23089300527835
2026-05-11,-1.0,stop_loss,2,-3.396926790158347,109.83396621512
2026-05-27,-1.0,trailing_stop,8,-1.5809542988703005,108.2530119162497
2026-06-12,-1.0,take_profit,1,1.0827376437992917,109.335749560049
2026-06-30,-1.0,trailing_stop,7,-2.8472339624633682,106.48851559758563
2026-07-16,-1.0,trailing_stop,2,-3.0037415850910754,103.48477401249455
2026-08-03,-1.0,take_profit,2,0.23428405603889227,103.71905806853344
2026-08-19,-1.0,take_profit,4,3.433354264785191,107.15241233331864
