ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,1.0,trailing_stop,3,-0.7702546277210797,99.22974537227893
2025-07-08,-1.0,stop_loss,3,-3.144192274533206,96.08555309774572
2025-07-24,-1.0,trailing_stop,3,0.653583793412985,96.73913689115871
2025-08-11,-1.0,take_profit,2,1.3783197663586975,98.11745665751741
2025-08-27,-1.0,cierre_periodo,12,4.395541165537749,102.51299782305516
2025-09-12,-1.0,trailing_stop,2,2.2139049239024073,104.72690274695756
2025-09-30,-1.0,take_profit,4,3.5122284739113976,108.23913122086896
2025-10-16,-1.0,take_profit,7,6.474591772558465,114.71372299342742
2025-11-03,1.0,take_profit,2,5.666457290123069,120.38018028355049
2025-11-19,1.0,trailing_stop,6,0.5386872763576048,120.9188675599081
2025-12-05,1.0,trailing_stop,5,1.095114965363849,122.01398252527194
2026-01-13,1.0,trailing_stop,7,-1.578679118325168,120.43530340694677
2026-01-29,1.0,trailing_stop,4,-1.2850516574464,119.15025174950037
2026-02-16,1.0,trailing_stop,7,-0.906053942667073,118.2441978068333
2026-03-04,-1.0,trailing_stop,2,-1.1089202686162491,117.13527753821705
2026-03-20,-1.0,stop_loss,1,-3.68069174709583,113.45458579112122
2026-04-07,-1.0,trailing_stop,11,9.78816318700488,123.2427489781261
2026-04-23,-1.0,stop_loss,5,-3.6972824693438007,119.5454665087823
2026-05-11,-1.0,stop_loss,2,-3.5863639952634654,115.95910251351883
2026-05-27,-1.0,trailing_stop,8,-1.6691197443678618,114.28998276915097
2026-06-12,-1.0,take_profit,2,2.8799555460233264,117.16993831517429
2026-06-30,-1.0,trailing_stop,7,-3.0512456272820256,114.11869268789226
2026-07-16,-1.0,trailing_stop,2,-3.2189674251654474,110.89972526272682
2026-08-03,-1.0,take_profit,2,0.06748817433908158,110.9672134370659
2026-08-19,-1.0,take_profit,4,2.99592956542524,113.96314300249114
