estrategia,capital_final,retorno_total_%,sharpe_anualizado,max_drawdown_%,win_rate_%,operaciones
Umbral cobre,632.3448055701314,532.3448055701314,4.39291592319214,-13.531874392713217,60.0,290
PPO (RL diario),497.1306605824561,397.1306605824561,3.876027247025544,-8.821762830390567,58.862876254180605,299
Umbral simple (forecast),122.93913182267768,22.939131822677684,0.8265591331969516,-23.96225862293917,51.127819548872175,133
Buy-and-hold,98.82301272803278,-1.1769872719672225,-0.015726686282416507,-13.150199048505106,50.0,300
