ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,5,3.0347875375655837,103.03478753756558
2025-07-04,-1.0,stop_loss,2,-3.0910436261269587,99.94374391143862
2025-07-18,-1.0,take_profit,3,3.9985637168141017,103.94230762825272
2025-08-01,-1.0,take_profit,1,1.492581984208382,105.4348896124611
2025-08-15,-1.0,take_profit,1,0.2485558717376336,105.68344548419874
2025-08-29,-1.0,cierre_periodo,10,5.717549744635394,111.40099522883413
2025-09-12,-1.0,trailing_stop,2,2.4058530830446276,113.80684831187877
2025-09-26,-1.0,trailing_stop,7,2.4490317476864494,116.25588005956521
2025-10-10,-1.0,take_profit,1,0.47130247594130514,116.72718253550651
2025-10-24,-1.0,trailing_stop,2,5.244531267303014,121.97171380280953
2025-11-07,-1.0,trailing_stop,2,2.341764609925071,124.3134784127346
2025-11-21,-1.0,stop_loss,1,-3.7294043523820664,120.58407406035253
2025-12-05,-1.0,stop_loss,3,-3.8897123643194114,116.69436169603313
2026-01-09,-1.0,trailing_stop,7,5.356044233535795,122.05040592956892
2026-01-23,-1.0,trailing_stop,6,4.100026948682535,126.15043287825146
2026-02-06,-1.0,take_profit,1,1.2611146172452545,127.41154749549672
2026-02-20,-1.0,take_profit,3,0.3014581845902422,127.71300568008697
2026-03-06,-1.0,stop_loss,2,-3.831390170402592,123.88161550968438
2026-03-20,-1.0,stop_loss,1,-3.8926790409031757,119.9889364687812
2026-04-03,-1.0,cierre_periodo,10,11.323676968293565,131.31261343707476
2026-04-17,-1.0,trailing_stop,3,-1.5623837381580177,129.75022969891674
2026-05-01,-1.0,trailing_stop,2,-3.269551092176158,126.48067860674058
2026-05-15,-1.0,stop_loss,3,-3.7944203582022027,122.68625824853838
2026-05-29,-1.0,trailing_stop,6,-3.017280898432531,119.66897735010585
2026-06-12,-1.0,take_profit,2,3.0154990547378255,122.68447640484368
2026-06-26,-1.0,stop_loss,7,-3.680534292145287,119.0039421126984
2026-07-10,-1.0,trailing_stop,6,-1.9986328011021304,117.00530931159626
2026-07-24,-1.0,take_profit,8,12.286519508487821,129.29182882008408
2026-08-07,-1.0,trailing_stop,8,-1.8900713753065408,127.40175744477753
2026-08-21,-1.0,take_profit,2,2.2418122248575036,129.64356966963504
