unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2026-02-15,2026-02-08,856.6099853515625,865.5484994957525,844.4894807872256,849.14082774154,881.956171249965,886.6075182042794,866.2100219726562,849.6408823718671,844.9437615266775,882.7791615734454,887.476282418635,866.2198,849.0445,854.33057,880.9251,883.1089,864.16284,843.2275,849.29254,877.8227,882.8074
USDCLP,2026-02-22,2026-02-08,865.02001953125,865.6878242833039,837.4166063750159,843.6609259766329,887.7147225899749,893.959042191592,866.2100219726562,842.7777200323671,836.1349880289946,889.6423239129454,896.2850559163179,865.5493,841.7052,847.2363,878.0137,882.8068,862.8741,835.37054,839.25806,876.25446,882.3027
USDCLP,2026-03-01,2026-02-08,865.1699829101562,867.4109904610489,833.11803123394,840.6923847051611,894.1295962169366,901.7039496881578,866.2100219726562,837.5114303463879,829.3757783932286,894.9086135989246,903.0442655520839,866.60913,840.3697,845.776,882.5985,886.706,863.03204,831.72833,838.58954,883.69775,891.71716
USDCLP,2026-03-08,2026-03-01,905.6699829101562,865.1549343126185,844.0091835847413,848.6796872110559,881.630181414181,886.3006850404956,865.1699829101562,848.6207598990358,843.9292851302721,881.7192059212767,886.4106806900404,862.2892,850.3931,851.3024,875.05664,878.65857,869.66956,850.271,853.22095,881.4683,884.9343
USDCLP,2026-03-15,2026-03-01,915.7000122070312,865.1564444165485,836.7126753941003,842.9951067002759,887.3177821328212,893.6002134389968,865.1699829101562,841.7658472810928,835.1311000355759,888.5741185392197,895.2088657847366,863.95386,848.02246,851.09125,875.15826,879.8456,867.75446,845.0166,850.6377,882.45074,886.34076
USDCLP,2026-03-22,2026-03-01,912.489990234375,865.1562928799104,830.81826462227,838.4025725790632,891.9100131807577,899.4943211375509,865.1699829101562,836.5058878291076,828.3800151671813,893.8340779912049,901.9599506531312,859.6469,837.51294,840.5693,877.4589,881.678,866.0613,837.7629,841.8421,887.1244,892.45764
USDCLP,2026-03-29,2026-03-22,928.0399780273438,915.5927280667133,894.4557444096667,899.1243116357734,932.0611444976532,936.7297117237599,912.489990234375,895.8675602593262,891.1553323335148,929.1124202094238,933.8246481352352,933.0801,913.3423,916.51337,941.48224,948.08307,927.8684,909.5317,910.9108,947.38617,951.03564
USDCLP,2026-04-05,2026-03-22,916.5,912.2596945364236,883.8457601668512,890.1216018344634,934.3977872383838,940.673628905996,912.489990234375,888.9823243240639,882.3182276823883,935.9976561446861,942.6617527863617,947.30505,928.62695,933.8793,954.43335,957.27216,941.0937,918.50824,924.8849,948.2411,952.256
USDCLP,2026-04-12,2026-03-22,891.6199951171875,912.1749679691153,877.6530726096673,885.2779916555064,939.0719442827242,946.6968633285633,912.489990234375,883.6990969723347,875.5372787879844,941.2808834964153,949.4427016807656,961.19464,940.7462,948.3947,963.09955,964.5431,958.4087,934.48676,942.6152,957.58875,963.2521
USDCLP,2026-04-19,2026-04-12,886.1199951171875,892.0963409652352,870.9300731264595,875.6051084074828,908.5875735229876,913.2626088040108,891.6199951171875,874.96911869685,870.2488265990685,908.270871537525,912.9911636353065,895.0468,892.2353,892.3837,895.4975,896.68854,899.85297,889.7184,890.7267,910.5471,912.3885
