modelo,RMSE,MAE,MAPE,mejora_%_vs_mejor_baseline_RMSE
NBEATS,14.49708233067155,12.630990365513396,0.01387568434346058,4.694681648390095
Naive,15.21119973303847,13.309282575334821,0.014618313965471853,0.0
NHITS,15.524776240456816,13.582964651227671,0.014914982372002854,-2.0614843859900405
AutoARIMA,16.523694688096434,14.42466028482834,0.015831810672661404,-8.628477556620648
