ds,posicion,razon_cierre,dias_hasta_salida,pnl,capital
2025-06-20,-1.0,take_profit,5,3.0347875375655837,103.03478753756558
2025-07-10,1.0,trailing_stop,2,-3.037040782069269,99.99774675549631
2025-07-30,-1.0,stop_loss,1,-3.1385893946792023,96.85915736081711
2025-08-19,-1.0,trailing_stop,11,-1.7495081057975372,95.10964925501958
2025-09-12,-1.0,trailing_stop,2,2.0540197366949204,97.1636689917145
2025-10-02,-1.0,take_profit,2,1.4828211375422276,98.64649012925673
2025-10-22,-1.0,trailing_stop,4,5.72632204317024,104.37281217242698
2025-11-11,-1.0,trailing_stop,6,4.6378413235186935,109.01065349594568
2025-12-05,-1.0,stop_loss,3,-3.5163854766882086,105.49426801925746
2026-01-15,-1.0,trailing_stop,12,8.571375537107805,114.06564355636527
2026-02-04,-1.0,trailing_stop,2,-2.223181220226115,111.84246233613916
2026-02-24,-1.0,take_profit,1,0.026714799132001553,111.86917713527116
2026-03-20,-1.0,stop_loss,1,-3.5152173255563666,108.3539598097148
2026-04-09,-1.0,trailing_stop,9,2.145907451957483,110.49986726167228
2026-04-29,-1.0,stop_loss,1,-3.3149960178501776,107.1848712438221
2026-05-19,-1.0,take_profit,6,1.8899152161261565,109.07478645994826
2026-06-12,-1.0,take_profit,2,2.7485395358850977,111.82332599583336
2026-07-02,-1.0,take_profit,2,0.7203554525040927,112.54368144833745
2026-07-22,1.0,trailing_stop,4,3.226737680746352,115.7704191290838
2026-08-11,1.0,take_profit,6,1.766934201073883,117.53735333015769
