ds,estrategia,precio_entrada,precio_salida,take_profit,stop_loss,posicion,notional,razon_cierre,pnl,capital
2024-09-22,Umbral simple (Opcion A),930.3599853515624,930.3599853515624,928.9508,,0.0,0.0,plano,0.0,100.0
2024-09-29,Umbral simple (Opcion A),905.4000244140624,905.4000244140624,905.1515,,0.0,0.0,plano,0.0,100.0
2024-10-06,Umbral simple (Opcion A),920.3900146484376,920.3900146484376,922.59076,,0.0,0.0,plano,0.0,100.0
2024-10-13,Umbral simple (Opcion A),929.5900268554688,938.4075,938.4075,915.608732001846,1.0,199.4643636203545,take_profit,1.7922541978876638,101.79225419788766
2024-10-20,Umbral simple (Opcion A),945.9099731445312,946.4600219726562,952.7051,930.6200913571043,1.0,188.92162105626517,cierre_semana,0.10985835779278333,101.90211255568045
2024-10-27,Umbral simple (Opcion A),946.4600219726562,946.4600219726562,946.77325,,0.0,0.0,plano,0.0,101.90211255568045
2024-11-03,Umbral simple (Opcion A),960.9400024414062,957.1799926757812,968.7854,941.6570676312829,1.0,152.34478141257608,cierre_semana,-0.67227398331141,101.22983857236903
2024-11-10,Umbral simple (Opcion A),957.1799926757812,975.9377444350644,945.5063,975.9377444350644,-1.0,154.9682137604542,stop_loss,-3.1143792640512973,98.11545930831774
2024-11-17,Umbral simple (Opcion A),975.0800170898438,973.0900268554688,988.68933,951.4701874765136,1.0,121.56431279595093,cierre_semana,-0.30887645745281955,97.80658285086491
2024-11-24,Umbral simple (Opcion A),973.0900268554688,977.4400024414062,979.36786,951.4501895342943,1.0,131.94361249637754,cierre_semana,0.5898236311540045,98.39640648201892
2024-12-01,Umbral simple (Opcion A),977.4400024414062,969.6799926757812,984.50586,957.7146687199319,1.0,146.27369830600978,cierre_semana,-1.161283889009612,97.23512259300931
2024-12-08,Umbral simple (Opcion A),969.6799926757812,969.6799926757812,972.4077,,0.0,0.0,plano,0.0,97.23512259300931
2024-12-15,Umbral simple (Opcion A),976.3900146484376,989.0462,989.0462,956.1338216820315,1.0,140.60796556941824,take_profit,1.752287858031498,98.9874104510408
2024-12-22,Umbral simple (Opcion A),991.1500244140624,991.1500244140624,988.33325,,0.0,0.0,plano,0.0,98.9874104510408
2024-12-29,Umbral simple (Opcion A),988.6400146484376,1004.06964,1004.06964,966.6415293509182,1.0,133.45861807498576,take_profit,2.0161486306810916,101.00355908172189
2025-01-05,Umbral simple (Opcion A),1004.1300048828124,1006.0700073242188,998.60046,1026.7232016868745,-1.0,134.66979261962072,cierre_semana,-0.32752005679233515,100.67603902492955
2025-01-12,Umbral simple (Opcion A),1006.0700073242188,1013.0599975585938,1002.8771,1025.9851799650542,-1.0,152.5778537990149,cierre_semana,-1.0600829964840723,99.61595602844548
2025-01-19,Umbral simple (Opcion A),1013.0599975585938,1013.0599975585938,1012.88965,,0.0,0.0,plano,0.0,99.61595602844548
2025-01-26,Umbral simple (Opcion A),987.0499877929688,981.3819,981.3819,1005.229647394964,-1.0,162.25704496315868,take_profit,0.8506248712196601,100.46658089966515
2025-02-02,Umbral simple (Opcion A),983.77001953125,983.77001953125,983.2201,,0.0,0.0,plano,0.0,100.46658089966515
2025-02-09,Umbral simple (Opcion A),962.0700073242188,962.0700073242188,961.9705,,0.0,0.0,plano,0.0,100.46658089966515
2025-02-16,Umbral simple (Opcion A),952.4400024414062,952.4400024414062,953.4141,,0.0,0.0,plano,0.0,100.46658089966515
2025-02-23,Umbral simple (Opcion A),942.2899780273438,942.2899780273438,944.97797,,0.0,0.0,plano,0.0,100.46658089966515
2025-03-02,Umbral simple (Opcion A),952.239990234375,929.1799530953608,967.3932,929.1799530953608,1.0,124.45985507922906,stop_loss,-3.0762273545295686,97.39035354513558
2025-03-09,Umbral simple (Opcion A),928.510009765625,937.7000122070312,912.6079,950.4299038609735,-1.0,123.76143478785444,cierre_semana,-1.2868194643002937,96.10353408083529
2025-03-16,Umbral simple (Opcion A),937.7000122070312,926.5499877929688,948.28674,912.7274060276267,1.0,108.25816628829735,cierre_semana,-1.3414077238845803,94.7621263569507
2025-03-23,Umbral simple (Opcion A),926.5499877929688,932.72998046875,907.11005,950.8031112214185,-1.0,108.60685298324164,cierre_semana,-0.7786999132638563,93.98342644368685
2025-03-30,Umbral simple (Opcion A),932.72998046875,928.71454,928.71454,956.2965721411244,-1.0,111.59164727324438,take_profit,0.4804065761993242,94.46383301988618
2025-04-06,Umbral simple (Opcion A),949.0599975585938,955.709,955.709,922.4717119123416,1.0,101.15565139627458,take_profit,0.6581067409531289,95.12193976083931
2025-04-13,Umbral simple (Opcion A),988.8900146484376,968.9000244140624,993.58826,955.6949780160156,1.0,85.01132634233304,cierre_semana,-1.7184677347547812,93.40347202608453
2025-04-20,Umbral simple (Opcion A),968.9000244140624,939.0298747985025,981.00934,939.0298747985025,1.0,90.89203853129273,stop_loss,-2.8021041607825357,90.601367865302
2025-04-27,Umbral simple (Opcion A),936.739990234375,936.739990234375,937.3368,,0.0,0.0,plano,0.0,90.601367865302
2025-05-04,Umbral simple (Opcion A),947.260009765625,941.010009765625,950.91394,923.9317184875199,1.0,110.36777394332519,cierre_semana,-0.7833879492506721,89.81797991605133
2025-05-11,Umbral simple (Opcion A),941.010009765625,941.010009765625,939.4128,,0.0,0.0,plano,0.0,89.81797991605133
2025-05-18,Umbral simple (Opcion A),938.9199829101562,938.9199829101562,936.59,,0.0,0.0,plano,0.0,89.81797991605133
2025-05-25,Umbral simple (Opcion A),942.4500122070312,942.4500122070312,940.5426,,0.0,0.0,plano,0.0,89.81797991605133
2025-06-01,Umbral simple (Opcion A),938.4299926757812,930.8038,930.8038,951.8662539200225,-1.0,188.19495550720842,take_profit,1.435277118656912,91.25325703470824
2025-06-08,Umbral simple (Opcion A),930.260009765625,930.260009765625,930.856,,0.0,0.0,plano,0.0,91.25325703470824
2025-06-15,Umbral simple (Opcion A),929.6099853515624,914.0859229189874,934.66327,914.0859229189874,1.0,163.93248733137207,stop_loss,-2.819563954706933,88.4336930800013
2025-06-22,Umbral simple (Opcion A),940.5800170898438,940.5800170898438,941.3875,,0.0,0.0,plano,0.0,88.4336930800013
2025-06-29,Umbral simple (Opcion A),930.75,927.9206,927.9206,950.0161167942172,-1.0,128.16748810364876,take_profit,0.3255344035070896,88.7592274835084
2025-07-06,Umbral simple (Opcion A),927.2899780273438,930.8342,930.8342,908.7218079618829,1.0,132.97843860662135,take_profit,0.44177153533326224,89.20099901884166
2025-07-13,Umbral simple (Opcion A),949.5599975585938,944.83875,944.83875,966.9975541243374,-1.0,145.72288283259803,take_profit,0.6516781417312023,89.85267716057285
2025-07-20,Umbral simple (Opcion A),964.4500122070312,949.75,973.44934,941.3877546141497,1.0,112.72757912186843,cierre_semana,-1.7745417855033827,88.07813537506946
2025-07-27,Umbral simple (Opcion A),949.75,946.6913,946.6913,969.706498937867,-1.0,125.75183051834439,take_profit,0.3421118436315523,88.42024721870102
2025-08-03,Umbral simple (Opcion A),972.2000122070312,955.2231,955.2231,997.9172637952743,-1.0,100.27762702061283,take_profit,1.7510846007846324,90.17133181948566
2025-08-10,Umbral simple (Opcion A),969.8300170898438,969.8300170898438,971.11774,,0.0,0.0,plano,0.0,90.17133181948566
2025-08-17,Umbral simple (Opcion A),965.510009765625,970.4299926757812,955.2491,991.0326459434068,-1.0,102.33424501196363,cierre_semana,-0.5726352911320353,89.59869652835363
2025-08-24,Umbral simple (Opcion A),970.4299926757812,967.8200073242188,978.6774,948.692963420043,1.0,120.00158079487788,cierre_semana,-0.3827467590946527,89.21594976925897
2025-08-31,Umbral simple (Opcion A),967.8200073242188,972.56866,972.56866,948.5438340202704,1.0,134.38089572700932,take_profit,0.6593459478402524,89.87529571709922
2025-09-07,Umbral simple (Opcion A),971.739990234375,954.6688879340563,986.53436,954.6688879340563,1.0,153.47940182072819,stop_loss,-2.6962588715129767,87.17903684558624
2025-09-14,Umbral simple (Opcion A),952.3400268554688,955.0599975585938,960.5877,936.4269281693296,1.0,156.52027539377272,cierre_semana,0.4470363016472575,87.6260731472335
2025-09-21,Umbral simple (Opcion A),955.0599975585938,959.1300048828124,975.6964,938.3753901789842,1.0,150.47670341048968,cierre_semana,0.6412594879594407,88.26733263519294
2025-09-28,Umbral simple (Opcion A),959.1300048828124,959.1300048828124,957.6279,,0.0,0.0,plano,0.0,88.26733263519294
2025-10-05,Umbral simple (Opcion A),961.469970703125,955.6463,955.6463,975.2207629816813,-1.0,185.15236359539836,take_profit,1.0289007528343117,89.29623338802726
2025-10-12,Umbral simple (Opcion A),950.4600219726562,954.969970703125,945.3773,966.9830164497349,-1.0,154.09888334550655,cierre_semana,-0.7312017836040169,88.56503160442324
2025-10-19,Umbral simple (Opcion A),954.969970703125,954.969970703125,953.2874,,0.0,0.0,plano,0.0,88.56503160442324
2025-10-26,Umbral simple (Opcion A),946.9400024414062,941.96924,941.96924,961.4536622503348,-1.0,173.35208144838094,take_profit,0.8232992622322666,89.38833086665551
2025-11-02,Umbral simple (Opcion A),942.02001953125,942.02001953125,944.76855,,0.0,0.0,plano,0.0,89.38833086665551
2025-11-09,Umbral simple (Opcion A),942.0,942.0,941.48584,,0.0,0.0,plano,0.0,89.38833086665551
2025-11-16,Umbral simple (Opcion A),929.3800048828124,930.1500244140624,935.45233,913.2585206174606,1.0,154.59319875874823,cierre_semana,0.050788556119166425,89.43911942277468
