ds,y,nhits_h1,nhits_h2,nhits_h3,nhits_h4,nhits_h5,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,dias_desde_refit,copper_ret_1d,copper_mom_5d,y_next,ds_salida,ds_reloj,retorno_1d,nhits_h1_rel,nhits_h2_rel,macd_rel,rsi_norm,posicion_en_rango,stop_loss_largo,precio_salida_largo,razon_cierre_largo,dias_hasta_salida_largo,fecha_salida_largo,stop_loss_corto,precio_salida_corto,razon_cierre_corto,dias_hasta_salida_corto,fecha_salida_corto,pos_ppo,ventana,umbral_simple_train,signo_cobre_train,exp,par,N,h,seed,spread
2025-06-19,942.760009765625,927.4731,926.2268,930.8969,929.06866,931.60254,0.0100107803215849,1.2248149096221628,51.99635077782349,913.9111328125,1000.8300170898438,4,0.0092271403652984,0.0091646887840573,940.5800170898438,2025-06-20,2025-06-18,-0.002394358251768512,-0.016215059619918922,-0.01753702914248051,0.0012991799577144326,0.5199635077782349,0.3319057439931352,933.3222464118861,938.4008959427682,trailing_stop,4,2025-06-25,952.197773119364,926.2268,take_profit,7,2025-06-30,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-07-09,943.22998046875,933.3189,932.7169,915.8985,922.77893,924.3786,0.0086108818122731,1.0755035075475687,50.300103672177656,913.9111328125,968.9500122070312,3,0.1244371105177899,0.1182646867596354,948.9400024414062,2025-07-10,2025-07-08,0.0024307564345646885,-0.010507596952998226,-0.011145829422772782,0.0011402346509523412,0.5030010367217765,0.5326933974452097,935.1079385851409,941.3834486459543,trailing_stop,3,2025-07-14,951.3520223523592,945.8804437521177,trailing_stop,4,2025-07-15,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-07-29,958.5599975585938,956.6807,959.6431,958.22876,963.05927,966.70807,0.0112031714120178,-0.8083649474404409,57.26165935683082,913.9111328125,967.97998046875,2,-0.0296716618591123,-0.0027626894313318,960.239990234375,2025-07-30,2025-07-28,0.022852840650870305,-0.001960542442184348,0.0011299266025755967,-0.0008433117900802324,0.5726165935683082,0.8257779975255796,947.8210855972414,959.6431,take_profit,1,2025-07-30,969.298909519946,969.298909519946,stop_loss,2,2025-07-31,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-08-18,963.5999755859376,961.963,959.2406,971.2894,965.5494,960.2635,0.011393426812973,-1.1249424084608934,52.04589139419915,913.9111328125,981.4299926757812,1,0.0030193399399282,0.0050499466976231,963.6900024414062,2025-08-19,2025-08-15,-0.0019802238528027773,-0.0016988123987261936,-0.004524051158559681,-0.0011674371491934173,0.5204589139419915,0.7359253825383368,952.6212697871167,971.739990234375,cierre_periodo,14,2025-09-05,974.5786813847585,970.4522406493617,trailing_stop,12,2025-09-03,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-09-11,961.3900146484376,967.32587,971.5873,968.6354,968.2182,971.5953,0.0071917340087035,-0.8425886821431847,41.78480106939426,919.1043090820312,981.4299926757812,4,0.0108276966747339,-0.0018645656890414,952.3400268554688,2025-09-12,2025-09-10,-0.005476988752608318,0.006174242774648567,0.01060681429616405,-0.0008764275364887201,0.4178480106939426,0.6784635663530333,954.4759533844624,954.4759533844624,stop_loss,1,2025-09-12,968.3040759124128,946.5515868562902,trailing_stop,3,2025-09-16,-1.0,2,0.011754227329548103,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-10-01,961.260009765625,957.50543,957.76263,956.3563,954.20154,953.91705,0.0067479953350375,1.0307520518704227,49.911782393256615,936.902587890625,981.4299926757812,3,-0.0074643208088281,0.0480968481317541,959.5499877929688,2025-10-02,2025-09-30,-0.0038209917244068697,-0.003905894063501505,-0.003638328579254835,0.0010722926590088163,0.49911782393256615,0.5470209187470958,954.7734317039685,954.9819758260418,trailing_stop,3,2025-10-06,967.7465878272816,957.76263,take_profit,3,2025-10-06,-1.0,2,0.011754227329548103,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-10-21,950.5499877929688,955.5177,957.3671,954.3151,952.0335,953.05725,0.0074679252156818,0.1081958344548343,43.44854468107985,939.7928466796876,981.4299926757812,2,0.0133946685130556,-0.0200960611129372,950.9500122070312,2025-10-22,2025-10-20,-0.010569412496253646,0.005226145148416136,0.007171755609465199,0.00011382445515153646,0.43448544681079854,0.25835442982308066,943.4513515703636,943.8483886320174,trailing_stop,4,2025-10-27,957.6486240155738,937.906151208352,trailing_stop,5,2025-10-28,-1.0,2,0.011754227329548103,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-11-10,929.9956665039062,938.82495,943.2055,944.4367,944.5523,943.2774,0.0083336843116414,-0.49102110730567,37.44645128390184,928.7900390625,973.1400146484376,1,-0.0015176195049082,-0.0251701877122198,937.4400024414062,2025-11-11,2025-11-07,-0.012825348113136844,0.009493897460065862,0.014204188225685989,-0.0005279821454991776,0.3744645128390184,0.027184399212804244,922.2453762080681,929.6276733999553,trailing_stop,3,2025-11-13,937.7459567997445,925.9097293318378,trailing_stop,7,2025-11-19,-1.0,2,0.011754227329548103,-1.0,multidia,clp_h5,14,2,42,0.0015
2025-12-04,918.4500122070312,924.69714,927.218,930.8284,927.83716,933.07983,0.0068597959283579,-0.4241318327010361,41.781394652952365,918.2572631835938,964.9400024414062,4,0.0280848174419795,0.0398668386998417,917.22998046875,2025-12-05,2025-12-03,-0.0054400291307762265,0.006801815787401342,0.009546505173318334,-0.0004617908727355223,0.41781394652952364,0.004128914166176375,912.1496325528932,919.3300168310615,trailing_stop,6,2025-12-12,924.7503918611693,923.5219909541373,trailing_stop,4,2025-12-10,-1.0,3,0.011160931948227464,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-01-14,885.5499877929688,895.11664,895.06836,895.474,896.23914,896.93445,0.0069332471454043,-1.202032143290868,32.32324331283404,883.6699829101562,950.9500122070312,3,-0.0025094690573744,-0.0067382354779859,881.3400268554688,2026-01-15,2026-01-13,0.002125236682324617,0.01080306288623402,0.010748543095521468,-0.001357384856711092,0.3232324331283404,0.027942985495992074,879.4102508679903,881.1381773200397,trailing_stop,6,2026-01-22,891.6897247179471,865.1167415757811,trailing_stop,13,2026-02-02,-1.0,3,0.011160931948227464,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-02-03,865.1099853515625,869.0375,866.3052,861.1979,862.7042,864.40436,0.0060887238111846,-0.4109144021392854,30.062404520844964,859.1599731445312,940.6400146484376,2,-0.0163272413557205,-0.0304980541634082,860.0399780273438,2026-02-04,2026-02-02,-0.0009474158840508908,0.004539902110644883,0.0013815753703869263,-0.0004749851569130813,0.30062404520844965,0.07302416760239366,859.8425695844588,859.8425695844588,stop_loss,2,2026-02-05,870.3774011186662,863.4354257684384,trailing_stop,3,2026-02-06,-1.0,3,0.011160931948227464,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-02-23,866.4000244140625,866.7318,868.56067,866.36273,866.0468,868.32086,0.0055802980935195,2.4705236193947897,51.21176262845165,852.3699951171875,929.2999877929688,1,0.0174729526704826,0.0066464966813204,860.6599731445312,2026-02-25,2026-02-20,0.0015940732346980686,0.00038293579938654496,0.0024938198580946275,0.0028514814748136458,0.5121176262845165,0.18237398456547455,861.5652540095995,861.5652540095995,stop_loss,1,2026-02-25,871.2347948185256,861.3097221864026,trailing_stop,3,2026-02-27,-1.0,3,0.011160931948227464,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-03-20,912.489990234375,912.5561,911.9229,912.57324,905.98285,907.77905,0.0105442782910158,1.7824237537635117,65.41747675952651,852.3699951171875,916.7100219726562,5,-0.0220268873083426,-0.0672160684254967,927.5499877929688,2026-03-23,2026-03-19,-0.002889021231676366,7.244985296554812e-05,-0.0006214755673421851,0.001953362527632432,0.654174767595265,0.9344104759582866,902.8684418395775,917.7696425928514,trailing_stop,2,2026-03-24,922.1115386291726,922.1115386291726,stop_loss,1,2026-03-23,-1.0,4,0.01098402707158808,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-04-09,897.22998046875,932.85913,932.1662,929.7198,924.52246,926.34955,0.0108650758070199,-3.3027569576429823,43.14095149888399,852.3699951171875,930.219970703125,4,0.0380442473140937,0.0240931636695196,891.6199951171875,2026-04-10,2026-04-08,-0.021206228324604302,0.03971016384521158,0.038937864640900516,-0.003681059515997766,0.43140951498883995,0.5762363445065206,887.4815087146261,887.4815087146261,stop_loss,4,2026-04-15,906.9784522228739,890.7944924874743,trailing_stop,9,2026-04-22,-1.0,4,0.01098402707158808,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-04-29,891.1199951171875,883.9143,885.7921,885.79767,885.3911,879.8086,0.0080687679519351,-0.4081501951718804,44.69528040731021,852.3699951171875,930.219970703125,3,-0.0173479961339073,-0.0144963577952682,904.469970703125,2026-04-30,2026-04-28,-0.0027119837165517635,-0.008086110912862956,-0.005978875063270066,-0.00045801934353207534,0.44695280407310206,0.4977522434445007,883.9297546592574,904.3635138223764,trailing_stop,6,2026-05-07,898.3102355751176,898.3102355751176,stop_loss,1,2026-04-30,-1.0,4,0.01098402707158808,-1.0,multidia,clp_h5,14,2,42,0.0015
2026-05-19,900.5,894.90643,894.68774,887.4056,892.405,897.47626,0.0109818053048745,0.2705112413584798,54.07826299252717,856.530029296875,930.219970703125,2,0.003273801195157,-0.0220628361874914,905.030029296875,2026-05-20,2026-05-18,0.0030808314312530723,-0.006211626873958912,-0.006454480843975611,0.0003004011564225206,0.5407826299252717,0.5966889084728692,890.6108843229605,895.0911657200719,trailing_stop,6,2026-05-27,910.3891156770395,894.68774,take_profit,6,2026-05-27,-1.0,4,0.01098402707158808,-1.0,multidia,clp_h5,14,2,42,0.0015
