ds,y,nhits_h1,nhits_h2,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,dias_desde_refit,copper_ret_1d,copper_mom_5d,y_next,ds_salida,ds_reloj,retorno_1d,nhits_h1_rel,nhits_h2_rel,macd_rel,rsi_norm,posicion_en_rango,stop_loss_largo,precio_salida_largo,razon_cierre_largo,dias_hasta_salida_largo,fecha_salida_largo,stop_loss_corto,precio_salida_corto,razon_cierre_corto,dias_hasta_salida_corto,fecha_salida_corto,pos_ppo,ventana,umbral_simple_train,signo_cobre_train,exp,par,N,h,seed,spread
2025-06-24,947.8900146484376,947.59814,946.9889,0.0093234799811012,1.865764855562976,54.8377226828786,913.9111328125,1000.8300170898438,4,0.0035163385627902,0.0034186255866485,935.4400024414062,2025-06-25,2025-06-23,0.008890658367521967,-0.00030792037465013594,-0.0009506531712667988,0.0019683347505828177,0.548377226828786,0.39092634608052074,939.0523810725772,939.0523810725772,stop_loss,1,2025-06-25,956.7276482242982,947.59814,take_profit,1,2025-06-25,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-07-01,931.1400146484376,937.41846,934.7163,0.0098305221822541,-0.7187244419127854,47.09145853942792,913.9111328125,1000.8300170898438,4,-0.0076248982961816,0.0386124875412383,928.1300048828124,2025-07-02,2025-06-30,0.013010038918972297,0.006742751093059689,0.0038407600310386186,-0.0007718757980604538,0.47091458539427916,0.19821793594316175,921.9864220796518,937.41846,take_profit,5,2025-07-08,940.2936072172234,934.8607140770697,trailing_stop,5,2025-07-08,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-07-08,940.9400024414062,928.8174,926.345,0.0088968735885608,0.346791412254134,47.39367388776818,913.9111328125,971.260009765625,4,-0.0067979709217581,-0.0090457806312167,943.22998046875,2025-07-09,2025-07-07,0.011694792044477521,-0.012883502040462055,-0.015511087214421066,0.0003685584748807927,0.4739367388776818,0.4713059969944785,932.568578185265,941.1118822955608,trailing_stop,4,2025-07-14,949.3114266975475,949.3114266975475,stop_loss,3,2025-07-11,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-07-15,967.97998046875,946.54346,945.5314,0.0118342942155347,3.192093204300748,65.87918316482228,913.9111328125,967.97998046875,4,-0.0084860909655818,0.106429921247489,966.8400268554688,2025-07-16,2025-07-14,0.03166924510427448,-0.022145623774542586,-0.023191161926591892,0.003297685147119425,0.6587918316482227,1.0,956.5246205851353,956.5246205851353,stop_loss,5,2025-07-22,979.4353403523647,953.6199951171876,cierre_periodo,5,2025-07-22,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-07-22,953.6199951171876,983.99023,988.4846,0.0103187134937947,2.2445803803456457,65.23798264971353,913.9111328125,967.97998046875,4,0.0058095154505189,0.0173164088273065,950.22998046875,2025-07-23,2025-07-21,-0.010193065317617359,0.031847313435453155,0.036560270402602006,0.0023537471863410496,0.6523798264971353,0.7344129572936725,943.7798636056195,943.7798636056195,stop_loss,4,2025-07-28,963.4601266287558,946.5702172666632,trailing_stop,5,2025-07-29,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-07-29,958.5599975585938,965.30707,968.0975,0.0112031714120178,-0.8083649474404409,57.26165935683082,913.9111328125,967.97998046875,4,-0.0296716618591123,-0.0027626894313318,960.239990234375,2025-07-30,2025-07-28,0.022852840650870305,0.007038758615622051,0.009949823136473229,-0.0008433117900802324,0.5726165935683082,0.8257779975255796,947.8210855972414,965.30707,take_profit,2,2025-07-31,969.298909519946,969.298909519946,stop_loss,2,2025-07-31,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-08-05,966.280029296875,962.89374,957.4436,0.014034536977417,0.3951634421492711,49.78932890637019,913.9111328125,981.4299926757812,4,0.0005664247692132,-0.2109025688271211,966.3499755859376,2025-08-06,2025-08-04,0.020246044658418397,-0.0035044595709373123,-0.009144791394793687,0.0004089533366811031,0.4978932890637019,0.7756187914075657,952.7187364951685,968.6900024414062,cierre_periodo,5,2025-08-12,979.8413220985816,968.6900024414062,cierre_periodo,5,2025-08-12,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-08-12,968.6900024414062,966.3482,967.8284,0.0119365348139362,0.3669398105205257,57.06371682821366,913.9111328125,981.4299926757812,4,-0.0072080645852464,0.0019252772945803,956.3499755859376,2025-08-13,2025-08-11,0.0009398267947312049,-0.002417494178224349,-0.0008894511548944973,0.0003788000388108899,0.5706371682821366,0.8113121243431514,957.1272005033525,957.1272005033525,stop_loss,1,2025-08-13,980.25280437946,966.3482,take_profit,1,2025-08-13,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-08-19,963.6900024414062,958.7594,967.6203,0.0109938393276133,-1.055106208863502,51.41878666819945,913.9111328125,981.4299926757812,4,-0.0047007104843415,0.007573124731587,963.0399780273438,2025-08-20,2025-08-18,9.34232591468108e-05,-0.005116378118393949,0.00407838365930621,-0.0010948605943721555,0.5141878666819946,0.7372587411828835,953.0953493929381,959.7612412576067,trailing_stop,4,2025-08-25,974.2846554898742,962.1300048828124,cierre_periodo,5,2025-08-26,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-08-26,962.1300048828124,962.78326,961.5613,0.0097878293542363,-0.9644729517762788,46.89708036534908,913.9111328125,981.4299926757812,4,0.0042628685813748,0.0021314846700646,966.0499877929688,2025-08-27,2025-08-25,0.0027164019704852675,0.0006789676175489625,-0.0005910894369017153,-0.0010024351666423207,0.4689708036534908,0.7141541217957567,952.7128405784289,962.78326,take_profit,1,2025-08-27,971.547169187196,966.9600219726562,cierre_periodo,5,2025-09-02,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-09-02,966.9600219726562,973.0338,970.3352,0.0082826120846493,-0.3612495381420433,60.732397287929615,913.9111328125,981.4299926757812,4,0.0,0.011642236212103,973.1400146484376,2025-09-03,2025-09-01,0.0010347040399835718,0.006281312452766063,0.003490504209737825,-0.00037359304411062685,0.6073239728792962,0.7856899430407267,958.9510672092928,973.0338,take_profit,1,2025-09-03,974.9689767360197,970.0399780273438,cierre_periodo,5,2025-09-09,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
2025-09-09,970.0399780273438,976.66266,974.976,0.0074663233504568,-0.1474794801702721,56.51043026696122,919.1043090820312,981.4299926757812,4,0.0017831046647887,-0.0061967198963357,966.6699829101562,2025-09-10,2025-09-08,0.00343870849206368,0.006827225807872352,0.005088472727375687,-0.0001520344351891391,0.5651043026696122,0.8172500646333916,962.7973458885216,962.7973458885216,stop_loss,2,2025-09-11,977.2826101661659,946.8096439554445,trailing_stop,5,2025-09-16,-1.0,1,0.010557876145899937,-1.0,multidia,clp,5,1,123,0.0015
