ds,y,nhits_h1,nhits_h2,nhits_h3,nhits_h4,nhits_h5,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,dias_desde_refit,copper_ret_1d,copper_mom_5d,y_next,ds_salida,ds_reloj,retorno_1d,nhits_h1_rel,nhits_h2_rel,macd_rel,rsi_norm,posicion_en_rango,stop_loss_largo,precio_salida_largo,razon_cierre_largo,dias_hasta_salida_largo,fecha_salida_largo,stop_loss_corto,precio_salida_corto,razon_cierre_corto,dias_hasta_salida_corto,fecha_salida_corto,pos_ppo,ventana,umbral_simple_train,signo_cobre_train,exp,par,N,h,seed,spread
2025-06-19,942.760009765625,927.4731,926.2268,930.8969,929.06866,931.60254,0.0100107803215849,1.2248149096221628,51.99635077782349,913.9111328125,1000.8300170898438,4,0.0092271403652984,0.0091646887840573,940.5800170898438,2025-06-20,2025-06-18,-0.002394358251768512,-0.016215059619918922,-0.01753702914248051,0.0012991799577144326,0.5199635077782349,0.3319057439931352,933.3222464118861,947.8900146484376,cierre_periodo,3,2025-06-24,952.197773119364,947.8900146484376,cierre_periodo,3,2025-06-24,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-06-24,947.8900146484376,942.3498,940.38684,939.7993,931.65247,934.5805,0.0093234799811012,1.865764855562976,54.8377226828786,913.9111328125,1000.8300170898438,2,0.0035163385627902,0.0034186255866485,935.4400024414062,2025-06-25,2025-06-23,0.008890658367521967,-0.005844786381141974,-0.007915659551726004,0.0019683347505828177,0.548377226828786,0.39092634608052074,939.0523810725772,939.0523810725772,stop_loss,1,2025-06-25,956.7276482242982,931.65247,take_profit,3,2025-06-27,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-06-27,930.75,931.65247,934.5805,938.1007,938.1161,937.68567,0.009220909000948,0.328847055855755,49.822008571448656,913.9111328125,1000.8300170898438,5,0.0305680316592639,0.0455108363094239,919.1043090820312,2025-06-30,2025-06-26,-0.006617852367533875,0.000969615901154976,0.004115498254096191,0.0003533140541023422,0.49822008571448656,0.19373082532640395,922.1676389473677,922.1676389473677,stop_loss,1,2025-06-30,939.3323610526325,927.5792862784559,trailing_stop,2,2025-07-01,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-02,928.1300048828124,932.71893,929.28766,922.6541,933.21454,932.81274,0.0095313173740035,-0.7959323762528938,47.54325248153828,913.9111328125,1000.8300170898438,3,0.0035720714555227,0.0371891826646819,925.760009765625,2025-07-03,2025-07-01,-0.0032378432004574647,0.004944269760750835,0.0012472984507528571,-0.0008575656126464631,0.47543252481538284,0.16358783466366553,919.283703241939,930.0,cierre_periodo,3,2025-07-07,936.9763065236858,930.0,cierre_periodo,3,2025-07-07,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-07,930.0,929.52094,929.66766,933.3189,932.7169,915.8985,0.0086409192478981,-0.580298784643241,46.21170624906817,913.9111328125,988.8900146484376,1,-0.0155211006805824,-0.009864889083736,940.9400024414062,2025-07-08,2025-07-04,0.0029182560913787884,-0.0005151182795698968,-0.00035735483870972547,-0.0006239771877884312,0.46211706249068174,0.2145786492615919,921.9639450994548,932.7169,take_profit,1,2025-07-08,938.0360549005452,938.0360549005452,stop_loss,1,2025-07-08,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-10,948.9400024414062,932.7169,915.8985,922.77893,924.3786,926.77454,0.0084614086200716,1.8574836845011669,55.10805339793512,913.9111328125,968.9500122070312,4,-0.0363479501751166,0.0571955456428253,949.5599975585938,2025-07-11,2025-07-09,0.006035440110820269,-0.01709602545963696,-0.034819379893774094,0.001957430058509795,0.5510805339793512,0.6364386414521872,940.9106333248178,941.5253824099763,trailing_stop,2,2025-07-14,956.9693715579947,945.7402670279536,trailing_stop,3,2025-07-15,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-15,967.97998046875,948.32764,949.35944,954.22943,942.5471,950.7356,0.0118342942155347,3.192093204300748,65.87918316482228,913.9111328125,967.97998046875,2,-0.0084860909655818,0.106429921247489,966.8400268554688,2025-07-16,2025-07-14,0.03166924510427448,-0.020302424497698045,-0.01923649336191121,0.003297685147119425,0.6587918316482227,1.0,956.5246205851353,964.4500122070312,cierre_periodo,3,2025-07-18,979.4353403523647,964.4500122070312,cierre_periodo,3,2025-07-18,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-18,964.4500122070312,942.5471,950.7356,948.9182,948.40955,950.18054,0.0106627769330333,3.8484941859119246,75.80702531988527,913.9111328125,967.97998046875,5,-0.0019121251718409,-0.0111751621121755,963.3900146484376,2025-07-21,2025-07-17,-0.0030850599672219534,-0.022710261734466664,-0.014219930565035135,0.003990351119499802,0.7580702531988527,0.9347134548869804,954.1662968638065,954.1662968638065,stop_loss,2,2025-07-22,974.7337275502559,950.22998046875,cierre_periodo,3,2025-07-23,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-23,950.22998046875,972.11694,968.6223,956.6304,974.0748,976.177,0.0100103671880494,1.1568253198004923,64.45196472549212,913.9111328125,967.97998046875,3,0.0152999082197381,0.0272268342560983,948.0599975585938,2025-07-24,2025-07-22,-0.003561224124462451,0.02303332875316471,0.019355650641728894,0.0012174161451208143,0.6445196472549212,0.6717148456196437,940.7178294511648,940.7178294511648,stop_loss,3,2025-07-28,959.7421314863352,936.902587890625,cierre_periodo,3,2025-07-28,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
2025-07-28,936.902587890625,956.28564,956.6807,959.6431,958.22876,963.05927,0.0097637726646977,-1.4844917450591302,47.65776094849546,913.9111328125,967.97998046875,1,-0.0023395420911621,0.0332556727635371,958.5599975585938,2025-07-29,2025-07-25,-0.013619476929942448,0.020688439075629644,0.021110105111251887,-0.0015844675468357564,0.4765776094849546,0.42522554252119965,927.7548840134939,958.22876,take_profit,1,2025-07-29,946.0502917677561,946.0502917677561,stop_loss,1,2025-07-29,-1.0,1,0.012040467483262773,-1.0,multidia,clp_h5,3,4,42,0.0015
