ds,copper,tasa_chile,tasa_us
2013-12-22,3.3480000495910645,4.75,0.09
2013-12-23,3.3505001068115234,4.75,0.09
2013-12-24,3.4175000190734863,4.75,0.08
2013-12-25,3.4175000190734863,4.75,0.08
2013-12-26,3.44950008392334,4.75,0.08
2013-12-27,3.4700000286102295,4.75,0.08
2013-12-28,3.4700000286102295,4.75,0.08
2013-12-29,3.4700000286102295,4.75,0.08
2013-12-30,3.4205000400543213,4.75,0.08
2013-12-31,3.441499948501587,4.75,0.07
2014-01-01,3.441499948501587,4.6769295153,0.07
2014-01-02,3.43149995803833,4.6769295153,0.08
2014-01-03,3.4059998989105225,4.6769295153,0.08
2014-01-04,3.4059998989105225,4.6769295153,0.08
2014-01-05,3.4059998989105225,4.6769295153,0.08
2014-01-06,3.4119999408721924,4.6769295153,0.08
2014-01-07,3.4110000133514404,4.6769295153,0.07
2014-01-08,3.3935000896453857,4.6769295153,0.07
2014-01-09,3.3540000915527344,4.6769295153,0.07
2014-01-10,3.38700008392334,4.6769295153,0.07
2014-01-11,3.38700008392334,4.6769295153,0.07
2014-01-12,3.38700008392334,4.6769295153,0.07
2014-01-13,3.4000000953674316,4.6769295153,0.07
2014-01-14,3.388000011444092,4.6769295153,0.07
2014-01-15,3.4065001010894775,4.6769295153,0.07
2014-01-16,3.3910000324249268,4.6769295153,0.07
2014-01-17,3.378499984741211,4.6769295153,0.07
2014-01-18,3.378499984741211,4.6769295153,0.07
2014-01-19,3.378499984741211,4.6769295153,0.07
2014-01-20,3.378499984741211,4.6769295153,0.07
2014-01-21,3.3914999961853027,4.6769295153,0.07
2014-01-22,3.375,4.6769295153,0.07
2014-01-23,3.322499990463257,4.6769295153,0.07
2014-01-24,3.303999900817871,4.6769295153,0.07
2014-01-25,3.303999900817871,4.6769295153,0.07
2014-01-26,3.303999900817871,4.6769295153,0.07
2014-01-27,3.2939999103546143,4.6769295153,0.07
2014-01-28,3.2855000495910645,4.6769295153,0.07
2014-01-29,3.2679998874664307,4.6769295153,0.07
2014-01-30,3.23799991607666,4.6769295153,0.07
2014-01-31,3.2204999923706055,4.6769295153,0.07
2014-02-01,3.2204999923706055,4.4427916846,0.07
2014-02-02,3.2204999923706055,4.4427916846,0.07
2014-02-03,3.19950008392334,4.4427916846,0.07
2014-02-04,3.2170000076293945,4.4427916846,0.07
2014-02-05,3.2144999504089355,4.4427916846,0.07
2014-02-06,3.259000062942505,4.4427916846,0.07
2014-02-07,3.2709999084472656,4.4427916846,0.06
2014-02-08,3.2709999084472656,4.4427916846,0.06
2014-02-09,3.2709999084472656,4.4427916846,0.06
2014-02-10,3.2720000743865967,4.4427916846,0.07
2014-02-11,3.2699999809265137,4.4427916846,0.06
2014-02-12,3.315500020980835,4.4427916846,0.07
2014-02-13,3.306999921798706,4.4427916846,0.06
2014-02-14,3.320499897003174,4.4427916846,0.06
2014-02-15,3.320499897003174,4.4427916846,0.06
2014-02-16,3.320499897003174,4.4427916846,0.06
2014-02-17,3.320499897003174,4.4427916846,0.06
2014-02-18,3.3405001163482666,4.4427916846,0.07
2014-02-19,3.3355000019073486,4.4427916846,0.07
2014-02-20,3.3239998817443848,4.4427916846,0.07
2014-02-21,3.3359999656677246,4.4427916846,0.07
2014-02-22,3.3359999656677246,4.4427916846,0.07
2014-02-23,3.3359999656677246,4.4427916846,0.07
2014-02-24,3.3589999675750732,4.4427916846,0.07
2014-02-25,3.3380000591278076,4.4427916846,0.07
2014-02-26,3.2695000171661377,4.4427916846,0.07
2014-02-27,3.2365000247955322,4.4427916846,0.07
2014-02-28,3.2385001182556152,4.4427916846,0.06
2014-03-01,3.2385001182556152,4.1955108333,0.06
2014-03-02,3.2385001182556152,4.1955108333,0.06
2014-03-03,3.2204999923706055,4.1955108333,0.07
2014-03-04,3.2614998817443848,4.1955108333,0.07
2014-03-05,3.253000020980835,4.1955108333,0.08
2014-03-06,3.2755000591278076,4.1955108333,0.08
2014-03-07,3.1565001010894775,4.1955108333,0.08
2014-03-08,3.1565001010894775,4.1955108333,0.08
2014-03-09,3.1565001010894775,4.1955108333,0.08
2014-03-10,3.1105000972747803,4.1955108333,0.08
2014-03-11,3.0309998989105225,4.1955108333,0.08
2014-03-12,3.0260000228881836,4.1955108333,0.08
2014-03-13,2.990499973297119,4.1955108333,0.08
2014-03-14,3.013000011444092,4.1955108333,0.08
2014-03-15,3.013000011444092,4.1955108333,0.08
2014-03-16,3.013000011444092,4.1955108333,0.08
2014-03-17,3.002000093460083,4.1955108333,0.08
2014-03-18,2.994499921798706,4.1955108333,0.08
2014-03-19,3.0280001163482666,4.1955108333,0.08
2014-03-20,2.9760000705718994,4.1955108333,0.08
2014-03-21,2.99399995803833,4.1955108333,0.08
2014-03-22,2.99399995803833,4.1955108333,0.08
2014-03-23,2.99399995803833,4.1955108333,0.08
2014-03-24,2.989500045776367,4.1955108333,0.09
2014-03-25,3.0455000400543213,4.1955108333,0.09
2014-03-26,3.010499954223633,4.1955108333,0.08
2014-03-27,3.0364999771118164,4.1955108333,0.08
2014-03-28,3.059000015258789,4.1955108333,0.08
2014-03-29,3.059000015258789,4.1955108333,0.08
2014-03-30,3.059000015258789,4.1955108333,0.08
2014-03-31,3.0464999675750732,4.1955108333,0.06
2014-04-01,3.055000066757202,3.8112118915,0.08
2014-04-02,3.065000057220459,3.8112118915,0.09
2014-04-03,3.046999931335449,3.8112118915,0.08
2014-04-04,3.0429999828338623,3.8112118915,0.08
2014-04-05,3.0429999828338623,3.8112118915,0.08
2014-04-06,3.0429999828338623,3.8112118915,0.08
2014-04-07,3.063499927520752,3.8112118915,0.09
2014-04-08,3.0764999389648438,3.8112118915,0.08
2014-04-09,3.065999984741211,3.8112118915,0.08
2014-04-10,3.068000078201294,3.8112118915,0.08
2014-04-11,3.065999984741211,3.8112118915,0.09
2014-04-12,3.065999984741211,3.8112118915,0.09
2014-04-13,3.065999984741211,3.8112118915,0.09
2014-04-14,3.066999912261963,3.8112118915,0.09
2014-04-15,3.0164999961853027,3.8112118915,0.1
2014-04-16,3.05049991607666,3.8112118915,0.09
2014-04-17,3.069499969482422,3.8112118915,0.09
2014-04-18,3.069499969482422,3.8112118915,0.1
2014-04-19,3.069499969482422,3.8112118915,0.1
2014-04-20,3.069499969482422,3.8112118915,0.1
2014-04-21,3.068000078201294,3.8112118915,0.1
2014-04-22,3.0785000324249268,3.8112118915,0.1
2014-04-23,3.0820000171661377,3.8112118915,0.1
2014-04-24,3.1364998817443848,3.8112118915,0.1
2014-04-25,3.127000093460083,3.8112118915,0.09
2014-04-26,3.127000093460083,3.8112118915,0.09
2014-04-27,3.127000093460083,3.8112118915,0.09
2014-04-28,3.1085000038146973,3.8112118915,0.09
2014-04-29,3.072499990463257,3.8112118915,0.1
2014-04-30,3.0295000076293945,3.8112118915,0.09
2014-05-01,3.0290000438690186,4.0156613665,0.09
2014-05-02,3.0815000534057617,4.0156613665,0.09
2014-05-03,3.0815000534057617,4.0156613665,0.09
2014-05-04,3.0815000534057617,4.0156613665,0.09
2014-05-05,3.071000099182129,4.0156613665,0.09
2014-05-06,3.075000047683716,4.0156613665,0.09
2014-05-07,3.05049991607666,4.0156613665,0.08
2014-05-08,3.0824999809265137,4.0156613665,0.08
2014-05-09,3.1005001068115234,4.0156613665,0.08
2014-05-10,3.1005001068115234,4.0156613665,0.08
2014-05-11,3.1005001068115234,4.0156613665,0.08
2014-05-12,3.1665000915527344,4.0156613665,0.08
2014-05-13,3.1494998931884766,4.0156613665,0.09
2014-05-14,3.1740000247955322,4.0156613665,0.08
2014-05-15,3.1619999408721924,4.0156613665,0.09
2014-05-16,3.1610000133514404,4.0156613665,0.09
2014-05-17,3.1610000133514404,4.0156613665,0.09
2014-05-18,3.1610000133514404,4.0156613665,0.09
2014-05-19,3.179500102996826,4.0156613665,0.09
2014-05-20,3.1559998989105225,4.0156613665,0.09
2014-05-21,3.130500078201294,4.0156613665,0.09
2014-05-22,3.1519999504089355,4.0156613665,0.09
2014-05-23,3.180000066757202,4.0156613665,0.09
2014-05-24,3.180000066757202,4.0156613665,0.09
2014-05-25,3.180000066757202,4.0156613665,0.09
2014-05-26,3.180000066757202,4.0156613665,0.09
2014-05-27,3.19350004196167,4.0156613665,0.09
2014-05-28,3.188499927520752,4.0156613665,0.09
2014-05-29,3.1535000801086426,4.0156613665,0.09
2014-05-30,3.135999917984009,4.0156613665,0.08
2014-05-31,3.135999917984009,4.0156613665,0.08
2014-06-01,3.135999917984009,4.1528571429,0.08
2014-06-02,3.178999900817871,4.1528571429,0.09
2014-06-03,3.1454999446868896,4.1528571429,0.1
2014-06-04,3.0934998989105225,4.1528571429,0.09
2014-06-05,3.0910000801086426,4.1528571429,0.09
2014-06-06,3.052999973297119,4.1528571429,0.09
2014-06-07,3.052999973297119,4.1528571429,0.09
2014-06-08,3.052999973297119,4.1528571429,0.09
2014-06-09,3.0455000400543213,4.1528571429,0.09
2014-06-10,3.055000066757202,4.1528571429,0.09
2014-06-11,3.0420000553131104,4.1528571429,0.09
2014-06-12,3.0169999599456787,4.1528571429,0.09
2014-06-13,3.0304999351501465,4.1528571429,0.1
2014-06-14,3.0304999351501465,4.1528571429,0.1
2014-06-15,3.0304999351501465,4.1528571429,0.1
2014-06-16,3.046999931335449,4.1528571429,0.1
2014-06-17,3.057499885559082,4.1528571429,0.1
2014-06-18,3.055500030517578,4.1528571429,0.1
2014-06-19,3.075000047683716,4.1528571429,0.1
2014-06-20,3.117500066757202,4.1528571429,0.1
2014-06-21,3.117500066757202,4.1528571429,0.1
2014-06-22,3.117500066757202,4.1528571429,0.1
2014-06-23,3.1454999446868896,4.1528571429,0.1
2014-06-24,3.1465001106262207,4.1528571429,0.1
2014-06-25,3.1605000495910645,4.1528571429,0.1
2014-06-26,3.1610000133514404,4.1528571429,0.1
2014-06-27,3.1489999294281006,4.1528571429,0.1
2014-06-28,3.1489999294281006,4.1528571429,0.1
2014-06-29,3.1489999294281006,4.1528571429,0.1
2014-06-30,3.187999963760376,4.1528571429,0.09
2014-07-01,3.190999984741211,4.0163636364,0.1
2014-07-02,3.252500057220459,4.0163636364,0.1
2014-07-03,3.265000104904175,4.0163636364,0.09
2014-07-04,3.265000104904175,4.0163636364,0.09
2014-07-05,3.265000104904175,4.0163636364,0.09
2014-07-06,3.265000104904175,4.0163636364,0.09
2014-07-07,3.248500108718872,4.0163636364,0.1
2014-07-08,3.243000030517578,4.0163636364,0.09
2014-07-09,3.2365000247955322,4.0163636364,0.09
2014-07-10,3.25600004196167,4.0163636364,0.09
2014-07-11,3.258500099182129,4.0163636364,0.09
2014-07-12,3.258500099182129,4.0163636364,0.09
2014-07-13,3.258500099182129,4.0163636364,0.09
2014-07-14,3.2385001182556152,4.0163636364,0.09
2014-07-15,3.2385001182556152,4.0163636364,0.09
2014-07-16,3.2049999237060547,4.0163636364,0.09
2014-07-17,3.2090001106262207,4.0163636364,0.09
2014-07-18,3.1740000247955322,4.0163636364,0.09
2014-07-19,3.1740000247955322,4.0163636364,0.09
2014-07-20,3.1740000247955322,4.0163636364,0.09
2014-07-21,3.186500072479248,4.0163636364,0.1
2014-07-22,3.195499897003174,4.0163636364,0.09
2014-07-23,3.194999933242798,4.0163636364,0.09
2014-07-24,3.253999948501587,4.0163636364,0.09
2014-07-25,3.2269999980926514,4.0163636364,0.09
2014-07-26,3.2269999980926514,4.0163636364,0.09
2014-07-27,3.2269999980926514,4.0163636364,0.09
2014-07-28,3.2309999465942383,4.0163636364,0.09
2014-07-29,3.2095000743865967,4.0163636364,0.09
2014-07-30,3.2325000762939453,4.0163636364,0.09
2014-07-31,3.2230000495910645,4.0163636364,0.08
2014-08-01,3.2065000534057617,3.559,0.09
2014-08-02,3.2065000534057617,3.559,0.09
2014-08-03,3.2065000534057617,3.559,0.09
2014-08-04,3.2365000247955322,3.559,0.09
2014-08-05,3.1989998817443848,3.559,0.09
2014-08-06,3.1624999046325684,3.559,0.09
2014-08-07,3.1705000400543213,3.559,0.09
2014-08-08,3.1659998893737793,3.559,0.09
2014-08-09,3.1659998893737793,3.559,0.09
2014-08-10,3.1659998893737793,3.559,0.09
2014-08-11,3.1670000553131104,3.559,0.09
2014-08-12,3.1489999294281006,3.559,0.09
2014-08-13,3.1059999465942383,3.559,0.09
2014-08-14,3.0855000019073486,3.559,0.09
2014-08-15,3.0969998836517334,3.559,0.09
2014-08-16,3.0969998836517334,3.559,0.09
2014-08-17,3.0969998836517334,3.559,0.09
2014-08-18,3.1029999256134033,3.559,0.09
2014-08-19,3.0855000019073486,3.559,0.09
2014-08-20,3.1740000247955322,3.559,0.09
2014-08-21,3.171999931335449,3.559,0.09
2014-08-22,3.1989998817443848,3.559,0.09
2014-08-23,3.1989998817443848,3.559,0.09
2014-08-24,3.1989998817443848,3.559,0.09
2014-08-25,3.2135000228881836,3.559,0.09
2014-08-26,3.181999921798706,3.559,0.09
2014-08-27,3.174499988555908,3.559,0.09
2014-08-28,3.126499891281128,3.559,0.09
2014-08-29,3.134999990463257,3.559,0.07
2014-08-30,3.134999990463257,3.559,0.07
2014-08-31,3.134999990463257,3.559,0.07
2014-09-01,3.134999990463257,3.415,0.07
2014-09-02,3.134500026702881,3.415,0.09
2014-09-03,3.1115000247955322,3.415,0.09
2014-09-04,3.1384999752044678,3.415,0.09
2014-09-05,3.1579999923706055,3.415,0.09
2014-09-06,3.1579999923706055,3.415,0.09
2014-09-07,3.1579999923706055,3.415,0.09
2014-09-08,3.1575000286102295,3.415,0.09
2014-09-09,3.0945000648498535,3.415,0.09
2014-09-10,3.1045000553131104,3.415,0.09
2014-09-11,3.0869998931884766,3.415,0.09
2014-09-12,3.1019999980926514,3.415,0.09
2014-09-13,3.1019999980926514,3.415,0.09
2014-09-14,3.1019999980926514,3.415,0.09
2014-09-15,3.0810000896453857,3.415,0.09
2014-09-16,3.1600000858306885,3.415,0.09
2014-09-17,3.1414999961853027,3.415,0.09
2014-09-18,3.0924999713897705,3.415,0.09
2014-09-19,3.0885000228881836,3.415,0.09
2014-09-20,3.0885000228881836,3.415,0.09
2014-09-21,3.0885000228881836,3.415,0.09
2014-09-22,3.0380001068115234,3.415,0.09
2014-09-23,3.0344998836517334,3.415,0.09
2014-09-24,3.059499979019165,3.415,0.09
2014-09-25,3.059999942779541,3.415,0.09
2014-09-26,3.0290000438690186,3.415,0.09
2014-09-27,3.0290000438690186,3.415,0.09
2014-09-28,3.0290000438690186,3.415,0.09
2014-09-29,3.052999973297119,3.415,0.08
2014-09-30,3.005500078201294,3.415,0.07
2014-10-01,3.0334999561309814,3.4854545455,0.09
2014-10-02,2.996500015258789,3.4854545455,0.09
2014-10-03,2.994499921798706,3.4854545455,0.09
2014-10-04,2.994499921798706,3.4854545455,0.09
2014-10-05,2.994499921798706,3.4854545455,0.09
2014-10-06,3.0304999351501465,3.4854545455,0.09
2014-10-07,3.0344998836517334,3.4854545455,0.09
2014-10-08,3.0,3.4854545455,0.09
2014-10-09,3.0280001163482666,3.4854545455,0.08
2014-10-10,3.0320000648498535,3.4854545455,0.09
2014-10-11,3.0320000648498535,3.4854545455,0.09
2014-10-12,3.0320000648498535,3.4854545455,0.09
2014-10-13,3.0364999771118164,3.4854545455,0.09
2014-10-14,3.0850000381469727,3.4854545455,0.09
2014-10-15,3.004499912261963,3.4854545455,0.09
2014-10-16,2.9784998893737793,3.4854545455,0.09
2014-10-17,3.000999927520752,3.4854545455,0.09
2014-10-18,3.000999927520752,3.4854545455,0.09
2014-10-19,3.000999927520752,3.4854545455,0.09
2014-10-20,2.990499973297119,3.4854545455,0.09
2014-10-21,3.0309998989105225,3.4854545455,0.09
2014-10-22,3.0225000381469727,3.4854545455,0.09
2014-10-23,3.049999952316284,3.4854545455,0.09
2014-10-24,3.0510001182556152,3.4854545455,0.09
2014-10-25,3.0510001182556152,3.4854545455,0.09
2014-10-26,3.0510001182556152,3.4854545455,0.09
2014-10-27,3.078000068664551,3.4854545455,0.09
2014-10-28,3.1085000038146973,3.4854545455,0.09
2014-10-29,3.111999988555908,3.4854545455,0.09
2014-10-30,3.072000026702881,3.4854545455,0.09
2014-10-31,3.061000108718872,3.4854545455,0.07
2014-11-01,3.061000108718872,3.469,0.07
2014-11-02,3.061000108718872,3.469,0.07
2014-11-03,3.0794999599456787,3.469,0.09
2014-11-04,3.0334999561309814,3.469,0.1
2014-11-05,3.0225000381469727,3.469,0.09
2014-11-06,3.0304999351501465,3.469,0.09
2014-11-07,3.052500009536743,3.469,0.09
2014-11-08,3.052500009536743,3.469,0.09
2014-11-09,3.052500009536743,3.469,0.09
2014-11-10,3.0274999141693115,3.469,0.09
2014-11-11,3.0415000915527344,3.469,0.09
2014-11-12,3.0344998836517334,3.469,0.09
2014-11-13,2.999500036239624,3.469,0.09
2014-11-14,3.058000087738037,3.469,0.09
2014-11-15,3.058000087738037,3.469,0.09
2014-11-16,3.058000087738037,3.469,0.09
2014-11-17,3.049499988555908,3.469,0.1
2014-11-18,3.010999917984009,3.469,0.11
2014-11-19,3.046999931335449,3.469,0.1
2014-11-20,3.0274999141693115,3.469,0.1
2014-11-21,3.0350000858306885,3.469,0.1
2014-11-22,3.0350000858306885,3.469,0.1
2014-11-23,3.0350000858306885,3.469,0.1
2014-11-24,3.003999948501587,3.469,0.1
2014-11-25,2.9609999656677246,3.469,0.1
2014-11-26,2.9600000381469727,3.469,0.1
2014-11-27,2.9600000381469727,3.469,0.1
2014-11-28,2.859999895095825,3.469,0.08
2014-11-29,2.859999895095825,3.469,0.08
2014-11-30,2.859999895095825,3.469,0.08
2014-12-01,2.930500030517578,3.507,0.13
2014-12-02,2.9135000705718994,3.507,0.12
2014-12-03,2.8929998874664307,3.507,0.12
2014-12-04,2.932499885559082,3.507,0.12
2014-12-05,2.92549991607666,3.507,0.12
2014-12-06,2.92549991607666,3.507,0.12
2014-12-07,2.92549991607666,3.507,0.12
2014-12-08,2.9105000495910645,3.507,0.12
2014-12-09,2.946500062942505,3.507,0.12
2014-12-10,2.9140000343322754,3.507,0.12
2014-12-11,2.940999984741211,3.507,0.12
2014-12-12,2.946500062942505,3.507,0.12
2014-12-13,2.946500062942505,3.507,0.12
2014-12-14,2.946500062942505,3.507,0.12
2014-12-15,2.8980000019073486,3.507,0.11
2014-12-16,2.877500057220459,3.507,0.12
2014-12-17,2.887500047683716,3.507,0.13
2014-12-18,2.872499942779541,3.507,0.13
2014-12-19,2.9079999923706055,3.507,0.13
2014-12-20,2.9079999923706055,3.507,0.13
2014-12-21,2.9079999923706055,3.507,0.13
2014-12-22,2.9035000801086426,3.507,0.13
2014-12-23,2.9019999504089355,3.507,0.13
2014-12-24,2.874500036239624,3.507,0.13
2014-12-25,2.874500036239624,3.507,0.13
2014-12-26,2.8355000019073486,3.507,0.13
2014-12-27,2.8355000019073486,3.507,0.13
2014-12-28,2.8355000019073486,3.507,0.13
2014-12-29,2.8380000591278076,3.507,0.13
2014-12-30,2.86899995803833,3.507,0.13
2014-12-31,2.8385000228881836,3.507,0.06
2015-01-01,2.8385000228881836,3.170952381,0.06
2015-01-02,2.8385000228881836,3.170952381,0.12
2015-01-03,2.8385000228881836,3.170952381,0.12
2015-01-04,2.8385000228881836,3.170952381,0.12
2015-01-05,2.7929999828338623,3.170952381,0.12
2015-01-06,2.803999900817871,3.170952381,0.12
2015-01-07,2.7960000038146973,3.170952381,0.12
2015-01-08,2.806999921798706,3.170952381,0.12
2015-01-09,2.7904999256134033,3.170952381,0.12
2015-01-10,2.7904999256134033,3.170952381,0.12
2015-01-11,2.7904999256134033,3.170952381,0.12
2015-01-12,2.763000011444092,3.170952381,0.12
2015-01-13,2.678999900817871,3.170952381,0.12
2015-01-14,2.552999973297119,3.170952381,0.12
2015-01-15,2.6110000610351562,3.170952381,0.12
2015-01-16,2.6540000438690186,3.170952381,0.13
2015-01-17,2.6540000438690186,3.170952381,0.13
2015-01-18,2.6540000438690186,3.170952381,0.13
2015-01-19,2.6540000438690186,3.170952381,0.13
2015-01-20,2.615499973297119,3.170952381,0.12
2015-01-21,2.615000009536743,3.170952381,0.12
2015-01-22,2.6005001068115234,3.170952381,0.12
2015-01-23,2.5374999046325684,3.170952381,0.12
2015-01-24,2.5374999046325684,3.170952381,0.12
2015-01-25,2.5374999046325684,3.170952381,0.12
2015-01-26,2.573499917984009,3.170952381,0.12
2015-01-27,2.5134999752044678,3.170952381,0.11
2015-01-28,2.5215001106262207,3.170952381,0.12
2015-01-29,2.4704999923706055,3.170952381,0.11
2015-01-30,2.5280001163482666,3.170952381,0.06
2015-01-31,2.5280001163482666,3.170952381,0.06
2015-02-01,2.5280001163482666,3.281,0.06
2015-02-02,2.510999917984009,3.281,0.12
2015-02-03,2.5999999046325684,3.281,0.12
2015-02-04,2.611999988555908,3.281,0.11
2015-02-05,2.611999988555908,3.281,0.12
2015-02-06,2.6029999256134033,3.281,0.11
2015-02-07,2.6029999256134033,3.281,0.11
2015-02-08,2.6029999256134033,3.281,0.11
2015-02-09,2.5989999771118164,3.281,0.12
2015-02-10,2.5625,3.281,0.12
2015-02-11,2.552500009536743,3.281,0.12
2015-02-12,2.6089999675750732,3.281,0.12
2015-02-13,2.6135001182556152,3.281,0.12
2015-02-14,2.6135001182556152,3.281,0.12
2015-02-15,2.6135001182556152,3.281,0.12
2015-02-16,2.6135001182556152,3.281,0.12
2015-02-17,2.5945000648498535,3.281,0.12
2015-02-18,2.6394999027252197,3.281,0.12
2015-02-19,2.6414999961853027,3.281,0.12
2015-02-20,2.6105000972747803,3.281,0.12
2015-02-21,2.6105000972747803,3.281,0.12
2015-02-22,2.6105000972747803,3.281,0.12
2015-02-23,2.6394999027252197,3.281,0.11
2015-02-24,2.7114999294281006,3.281,0.11
2015-02-25,2.7074999809265137,3.281,0.11
2015-02-26,2.7139999866485596,3.281,0.11
2015-02-27,2.7160000801086426,3.281,0.06
2015-02-28,2.7160000801086426,3.281,0.06
2015-03-01,2.7160000801086426,3.3990909091,0.06
2015-03-02,2.7109999656677246,3.3990909091,0.12
2015-03-03,2.6735000610351562,3.3990909091,0.12
2015-03-04,2.677000045776367,3.3990909091,0.11
2015-03-05,2.671999931335449,3.3990909091,0.11
2015-03-06,2.628999948501587,3.3990909091,0.12
2015-03-07,2.628999948501587,3.3990909091,0.12
2015-03-08,2.628999948501587,3.3990909091,0.12
2015-03-09,2.687000036239624,3.3990909091,0.12
2015-03-10,2.634999990463257,3.3990909091,0.12
2015-03-11,2.622499942779541,3.3990909091,0.11
2015-03-12,2.674499988555908,3.3990909091,0.11
2015-03-13,2.678499937057495,3.3990909091,0.11
2015-03-14,2.678499937057495,3.3990909091,0.11
2015-03-15,2.678499937057495,3.3990909091,0.11
2015-03-16,2.677500009536743,3.3990909091,0.12
2015-03-17,2.6414999961853027,3.3990909091,0.12
2015-03-18,2.5869998931884766,3.3990909091,0.11
2015-03-19,2.674499988555908,3.3990909091,0.12
2015-03-20,2.7750000953674316,3.3990909091,0.12
2015-03-21,2.7750000953674316,3.3990909091,0.12
2015-03-22,2.7750000953674316,3.3990909091,0.12
2015-03-23,2.808000087738037,3.3990909091,0.12
2015-03-24,2.815000057220459,3.3990909091,0.11
2015-03-25,2.805000066757202,3.3990909091,0.12
2015-03-26,2.821500062942505,3.3990909091,0.11
2015-03-27,2.7750000953674316,3.3990909091,0.12
2015-03-28,2.7750000953674316,3.3990909091,0.12
2015-03-29,2.7750000953674316,3.3990909091,0.12
2015-03-30,2.7874999046325684,3.3990909091,0.12
2015-03-31,2.746999979019165,3.3990909091,0.06
2015-04-01,2.756500005722046,3.4776190476,0.12
2015-04-02,2.747999906539917,3.4776190476,0.12
2015-04-03,2.747999906539917,3.4776190476,0.12
2015-04-04,2.747999906539917,3.4776190476,0.12
2015-04-05,2.747999906539917,3.4776190476,0.12
2015-04-06,2.7320001125335693,3.4776190476,0.13
2015-04-07,2.7769999504089355,3.4776190476,0.12
2015-04-08,2.748500108718872,3.4776190476,0.12
2015-04-09,2.744999885559082,3.4776190476,0.12
2015-04-10,2.750499963760376,3.4776190476,0.12
2015-04-11,2.750499963760376,3.4776190476,0.12
2015-04-12,2.750499963760376,3.4776190476,0.12
2015-04-13,2.736999988555908,3.4776190476,0.13
2015-04-14,2.7195000648498535,3.4776190476,0.13
2015-04-15,2.7295000553131104,3.4776190476,0.13
2015-04-16,2.7855000495910645,3.4776190476,0.13
2015-04-17,2.7834999561309814,3.4776190476,0.13
2015-04-18,2.7834999561309814,3.4776190476,0.13
2015-04-19,2.7834999561309814,3.4776190476,0.13
2015-04-20,2.7355000972747803,3.4776190476,0.13
2015-04-21,2.7049999237060547,3.4776190476,0.13
2015-04-22,2.6695001125335693,3.4776190476,0.13
2015-04-23,2.697999954223633,3.4776190476,0.13
2015-04-24,2.752000093460083,3.4776190476,0.13
2015-04-25,2.752000093460083,3.4776190476,0.13
2015-04-26,2.752000093460083,3.4776190476,0.13
2015-04-27,2.7739999294281006,3.4776190476,0.13
2015-04-28,2.7799999713897705,3.4776190476,0.13
2015-04-29,2.7950000762939453,3.4776190476,0.13
2015-04-30,2.8864998817443848,3.4776190476,0.08
2015-05-01,2.93149995803833,3.5757894737,0.13
2015-05-02,2.93149995803833,3.5757894737,0.13
2015-05-03,2.93149995803833,3.5757894737,0.13
2015-05-04,2.9240000247955322,3.5757894737,0.13
2015-05-05,2.940000057220459,3.5757894737,0.13
2015-05-06,2.932499885559082,3.5757894737,0.13
2015-05-07,2.9260001182556152,3.5757894737,0.13
2015-05-08,2.930999994277954,3.5757894737,0.13
2015-05-09,2.930999994277954,3.5757894737,0.13
2015-05-10,2.930999994277954,3.5757894737,0.13
2015-05-11,2.9175000190734863,3.5757894737,0.13
2015-05-12,2.950500011444092,3.5757894737,0.13
2015-05-13,2.950000047683716,3.5757894737,0.13
2015-05-14,2.946000099182129,3.5757894737,0.13
2015-05-15,2.9489998817443848,3.5757894737,0.13
2015-05-16,2.9489998817443848,3.5757894737,0.13
2015-05-17,2.9489998817443848,3.5757894737,0.13
2015-05-18,2.930000066757202,3.5757894737,0.13
2015-05-19,2.8615000247955322,3.5757894737,0.12
2015-05-20,2.8515000343322754,3.5757894737,0.12
2015-05-21,2.871000051498413,3.5757894737,0.12
2015-05-22,2.8334999084472656,3.5757894737,0.13
2015-05-23,2.8334999084472656,3.5757894737,0.13
2015-05-24,2.8334999084472656,3.5757894737,0.13
2015-05-25,2.8334999084472656,3.5757894737,0.13
2015-05-26,2.8534998893737793,3.5757894737,0.12
2015-05-27,2.815999984741211,3.5757894737,0.12
2015-05-28,2.7929999828338623,3.5757894737,0.12
2015-05-29,2.759500026702881,3.5757894737,0.08
2015-05-30,2.759500026702881,3.5757894737,0.08
2015-05-31,2.759500026702881,3.5757894737,0.08
2015-06-01,2.740999937057495,3.4380952381,0.12
2015-06-02,2.757999897003174,3.4380952381,0.12
2015-06-03,2.750499963760376,3.4380952381,0.13
2015-06-04,2.7155001163482666,3.4380952381,0.13
2015-06-05,2.7219998836517334,3.4380952381,0.13
2015-06-06,2.7219998836517334,3.4380952381,0.13
2015-06-07,2.7219998836517334,3.4380952381,0.13
2015-06-08,2.7160000801086426,3.4380952381,0.13
2015-06-09,2.740499973297119,3.4380952381,0.13
2015-06-10,2.7715001106262207,3.4380952381,0.13
2015-06-11,2.693000078201294,3.4380952381,0.13
2015-06-12,2.69950008392334,3.4380952381,0.13
2015-06-13,2.69950008392334,3.4380952381,0.13
2015-06-14,2.69950008392334,3.4380952381,0.13
2015-06-15,2.6589999198913574,3.4380952381,0.13
2015-06-16,2.626499891281128,3.4380952381,0.14
2015-06-17,2.622999906539917,3.4380952381,0.14
2015-06-18,2.628499984741211,3.4380952381,0.14
2015-06-19,2.5920000076293945,3.4380952381,0.13
2015-06-20,2.5920000076293945,3.4380952381,0.13
