unique_id,ds,y
USDMXN,2010-01-01,13.068099975585938
USDMXN,2010-01-04,12.871800422668457
USDMXN,2010-01-05,12.810799598693848
USDMXN,2010-01-06,12.739500045776367
USDMXN,2010-01-07,12.760199546813965
USDMXN,2010-01-08,12.684200286865234
USDMXN,2010-01-11,12.733599662780762
USDMXN,2010-01-12,12.800800323486328
USDMXN,2010-01-13,12.694000244140625
USDMXN,2010-01-14,12.67020034790039
USDMXN,2010-01-15,12.691499710083008
USDMXN,2010-01-18,12.65820026397705
USDMXN,2010-01-19,12.63860034942627
USDMXN,2010-01-20,12.751899719238281
USDMXN,2010-01-21,12.949700355529785
USDMXN,2010-01-22,12.970199584960938
USDMXN,2010-01-25,12.855799674987793
USDMXN,2010-01-26,12.869500160217285
USDMXN,2010-01-27,12.946499824523926
USDMXN,2010-01-28,13.049799919128418
USDMXN,2010-01-29,13.083499908447266
USDMXN,2010-02-01,12.88759994506836
USDMXN,2010-02-02,12.87279987335205
USDMXN,2010-02-03,12.948200225830078
USDMXN,2010-02-04,13.153300285339355
USDMXN,2010-02-05,13.126999855041504
USDMXN,2010-02-08,13.230299949645996
USDMXN,2010-02-09,12.992300033569336
USDMXN,2010-02-10,13.105250358581543
USDMXN,2010-02-11,12.934000015258789
USDMXN,2010-02-12,12.933699607849121
USDMXN,2010-02-15,12.934109687805176
USDMXN,2010-02-16,12.840399742126465
USDMXN,2010-02-17,12.871190071105957
USDMXN,2010-02-18,12.888400077819824
USDMXN,2010-02-19,12.800000190734863
USDMXN,2010-02-22,12.805399894714355
USDMXN,2010-02-23,12.921899795532227
USDMXN,2010-02-24,12.802289962768555
USDMXN,2010-02-25,12.793000221252441
USDMXN,2010-02-26,12.768400192260742
USDMXN,2010-03-01,12.729299545288086
USDMXN,2010-03-02,12.728599548339844
USDMXN,2010-03-03,12.69909954071045
USDMXN,2010-03-04,12.707500457763672
USDMXN,2010-03-05,12.624099731445312
USDMXN,2010-03-08,12.665800094604492
USDMXN,2010-03-09,12.623600006103516
USDMXN,2010-03-10,12.586799621582031
USDMXN,2010-03-11,12.567700386047363
USDMXN,2010-03-12,12.517999649047852
USDMXN,2010-03-15,12.536499977111816
USDMXN,2010-03-16,12.515899658203125
USDMXN,2010-03-17,12.452199935913086
USDMXN,2010-03-18,12.513899803161621
USDMXN,2010-03-19,12.561300277709961
USDMXN,2010-03-22,12.5177001953125
USDMXN,2010-03-23,12.485799789428711
USDMXN,2010-03-24,12.580900192260742
USDMXN,2010-03-25,12.545999526977539
USDMXN,2010-03-26,12.496299743652344
USDMXN,2010-03-29,12.420999526977539
USDMXN,2010-03-30,12.3548002243042
USDMXN,2010-03-31,12.355299949645996
USDMXN,2010-04-01,12.306209564208984
USDMXN,2010-04-02,12.293999671936035
USDMXN,2010-04-05,12.236000061035156
USDMXN,2010-04-06,12.21310043334961
USDMXN,2010-04-07,12.292400360107422
USDMXN,2010-04-08,12.211600303649902
USDMXN,2010-04-09,12.173999786376953
USDMXN,2010-04-12,12.152199745178223
USDMXN,2010-04-13,12.181300163269043
USDMXN,2010-04-14,12.183799743652344
USDMXN,2010-04-15,12.166299819946289
USDMXN,2010-04-16,12.264699935913086
USDMXN,2010-04-19,12.23600959777832
USDMXN,2010-04-20,12.208000183105469
USDMXN,2010-04-21,12.172300338745117
USDMXN,2010-04-22,12.199700355529785
USDMXN,2010-04-23,12.170000076293945
USDMXN,2010-04-26,12.13599967956543
USDMXN,2010-04-27,12.36970043182373
USDMXN,2010-04-28,12.331600189208984
USDMXN,2010-04-29,12.191200256347656
USDMXN,2010-04-30,12.301799774169922
USDMXN,2010-05-03,12.253999710083008
USDMXN,2010-05-04,12.538999557495117
USDMXN,2010-05-05,12.72719955444336
USDMXN,2010-05-06,12.972399711608887
USDMXN,2010-05-07,12.822999954223633
USDMXN,2010-05-10,12.447099685668945
USDMXN,2010-05-11,12.514289855957031
USDMXN,2010-05-12,12.370400428771973
USDMXN,2010-05-13,12.422200202941895
USDMXN,2010-05-14,12.58080005645752
USDMXN,2010-05-17,12.581600189208984
USDMXN,2010-05-18,12.774399757385254
USDMXN,2010-05-19,12.805500030517578
USDMXN,2010-05-20,13.111300468444824
USDMXN,2010-05-21,12.940400123596191
USDMXN,2010-05-24,13.01990032196045
USDMXN,2010-05-25,12.997099876403809
USDMXN,2010-05-26,13.07800006866455
USDMXN,2010-05-27,12.796099662780762
USDMXN,2010-05-28,12.936800003051758
USDMXN,2010-05-31,12.906789779663086
USDMXN,2010-06-01,12.962499618530273
USDMXN,2010-06-02,12.76930046081543
USDMXN,2010-06-03,12.75
USDMXN,2010-06-04,12.952300071716309
USDMXN,2010-06-07,12.980199813842773
USDMXN,2010-06-08,12.850299835205078
USDMXN,2010-06-09,12.85509967803955
USDMXN,2010-06-10,12.684700012207031
USDMXN,2010-06-11,12.6496000289917
USDMXN,2010-06-14,12.683099746704102
USDMXN,2010-06-15,12.571900367736816
USDMXN,2010-06-16,12.591099739074707
USDMXN,2010-06-17,12.58080005645752
USDMXN,2010-06-18,12.539799690246582
USDMXN,2010-06-21,12.533100128173828
USDMXN,2010-06-22,12.61400032043457
USDMXN,2010-06-23,12.62339973449707
USDMXN,2010-06-24,12.714300155639648
USDMXN,2010-06-25,12.640399932861328
USDMXN,2010-06-28,12.724200248718262
USDMXN,2010-06-29,12.892000198364258
USDMXN,2010-06-30,12.929699897766113
USDMXN,2010-07-01,13.003000259399414
USDMXN,2010-07-02,13.078100204467773
USDMXN,2010-07-05,13.051899909973145
USDMXN,2010-07-06,12.958999633789062
USDMXN,2010-07-07,12.836899757385254
USDMXN,2010-07-08,12.765899658203125
USDMXN,2010-07-09,12.765899658203125
USDMXN,2010-07-12,12.81879997253418
USDMXN,2010-07-13,12.67300033569336
USDMXN,2010-07-14,12.704000473022461
USDMXN,2010-07-15,12.762499809265137
USDMXN,2010-07-16,12.911499977111816
USDMXN,2010-07-19,12.891039848327637
USDMXN,2010-07-20,12.752300262451172
USDMXN,2010-07-21,12.851900100708008
USDMXN,2010-07-22,12.750699996948242
USDMXN,2010-07-23,12.732199668884277
USDMXN,2010-07-26,12.672100067138672
USDMXN,2010-07-27,12.672900199890137
USDMXN,2010-07-28,12.705289840698242
USDMXN,2010-07-29,12.715290069580078
USDMXN,2010-07-30,12.633000373840332
USDMXN,2010-08-02,12.567790031433105
USDMXN,2010-08-03,12.583499908447266
USDMXN,2010-08-04,12.514100074768066
USDMXN,2010-08-05,12.550800323486328
USDMXN,2010-08-06,12.684800148010254
USDMXN,2010-08-09,12.61299991607666
USDMXN,2010-08-10,12.595999717712402
USDMXN,2010-08-11,12.769700050354004
USDMXN,2010-08-12,12.729000091552734
USDMXN,2010-08-13,12.729000091552734
USDMXN,2010-08-16,12.654000282287598
USDMXN,2010-08-17,12.593000411987305
USDMXN,2010-08-18,12.628999710083008
USDMXN,2010-08-19,12.704999923706055
USDMXN,2010-08-20,12.755000114440918
USDMXN,2010-08-23,12.921299934387207
USDMXN,2010-08-24,12.934000015258789
USDMXN,2010-08-25,12.984000205993652
USDMXN,2010-08-26,13.071000099182129
USDMXN,2010-08-27,13.031999588012695
USDMXN,2010-08-30,13.151000022888184
USDMXN,2010-08-31,13.208000183105469
USDMXN,2010-09-01,13.057100296020508
USDMXN,2010-09-02,13.034000396728516
USDMXN,2010-09-03,12.9350004196167
USDMXN,2010-09-06,12.937999725341797
USDMXN,2010-09-07,13.058099746704102
USDMXN,2010-09-08,13.036999702453613
USDMXN,2010-09-09,13.003000259399414
USDMXN,2010-09-10,12.920999526977539
USDMXN,2010-09-13,12.857999801635742
USDMXN,2010-09-14,12.835000038146973
USDMXN,2010-09-15,12.788000106811523
USDMXN,2010-09-16,12.781000137329102
USDMXN,2010-09-17,12.779000282287598
USDMXN,2010-09-20,12.777000427246094
USDMXN,2010-09-21,12.706999778747559
USDMXN,2010-09-22,12.626999855041504
USDMXN,2010-09-23,12.642999649047852
USDMXN,2010-09-24,12.550999641418457
USDMXN,2010-09-27,12.571000099182129
USDMXN,2010-09-28,12.486000061035156
USDMXN,2010-09-29,12.53499984741211
USDMXN,2010-09-30,12.593999862670898
USDMXN,2010-10-01,12.532999992370605
USDMXN,2010-10-04,12.614999771118164
USDMXN,2010-10-05,12.470000267028809
USDMXN,2010-10-06,12.468000411987305
USDMXN,2010-10-07,12.555000305175781
USDMXN,2010-10-08,12.406999588012695
USDMXN,2010-10-11,12.45199966430664
USDMXN,2010-10-12,12.406999588012695
USDMXN,2010-10-13,12.376999855041504
USDMXN,2010-10-14,12.402000427246094
USDMXN,2010-10-15,12.430999755859375
USDMXN,2010-10-18,12.402999877929688
USDMXN,2010-10-19,12.524999618530273
USDMXN,2010-10-20,12.38700008392334
USDMXN,2010-10-21,12.37399959564209
USDMXN,2010-10-22,12.345000267028809
USDMXN,2010-10-25,12.35200023651123
USDMXN,2010-10-26,12.404000282287598
USDMXN,2010-10-27,12.45199966430664
USDMXN,2010-10-28,12.36299991607666
USDMXN,2010-10-29,12.342000007629395
USDMXN,2010-11-01,12.329000473022461
USDMXN,2010-11-02,12.286999702453613
USDMXN,2010-11-03,12.246000289916992
USDMXN,2010-11-04,12.232000350952148
USDMXN,2010-11-05,12.197999954223633
USDMXN,2010-11-08,12.229000091552734
USDMXN,2010-11-09,12.295000076293945
USDMXN,2010-11-10,12.233599662780762
USDMXN,2010-11-11,12.251999855041504
USDMXN,2010-11-12,12.336999893188477
USDMXN,2010-11-15,12.274999618530273
USDMXN,2010-11-16,12.413999557495117
USDMXN,2010-11-17,12.363900184631348
USDMXN,2010-11-18,12.265999794006348
USDMXN,2010-11-19,12.26200008392334
USDMXN,2010-11-22,12.289999961853027
USDMXN,2010-11-23,12.472999572753906
USDMXN,2010-11-24,12.368399620056152
USDMXN,2010-11-25,12.366999626159668
USDMXN,2010-11-26,12.478400230407715
USDMXN,2010-11-29,12.481599807739258
USDMXN,2010-11-30,12.479499816894531
USDMXN,2010-12-01,12.393400192260742
USDMXN,2010-12-02,12.320599555969238
USDMXN,2010-12-03,12.329999923706055
USDMXN,2010-12-06,12.364299774169922
USDMXN,2010-12-07,12.481200218200684
USDMXN,2010-12-08,12.399490356445312
USDMXN,2010-12-09,12.473099708557129
USDMXN,2010-12-10,12.443499565124512
USDMXN,2010-12-13,12.39680004119873
USDMXN,2010-12-14,12.375900268554688
USDMXN,2010-12-15,12.461899757385254
USDMXN,2010-12-16,12.403670310974121
USDMXN,2010-12-17,12.406999588012695
USDMXN,2010-12-20,12.402000427246094
USDMXN,2010-12-21,12.35200023651123
USDMXN,2010-12-22,12.29699993133545
USDMXN,2010-12-23,12.348999977111816
USDMXN,2010-12-24,12.354900360107422
USDMXN,2010-12-27,12.352999687194824
USDMXN,2010-12-28,12.377289772033691
USDMXN,2010-12-29,12.354000091552734
USDMXN,2010-12-30,12.371789932250977
USDMXN,2010-12-31,12.331600189208984
USDMXN,2011-01-03,12.241700172424316
USDMXN,2011-01-04,12.237000465393066
USDMXN,2011-01-05,12.1850004196167
USDMXN,2011-01-06,12.222999572753906
USDMXN,2011-01-07,12.229999542236328
USDMXN,2011-01-10,12.217000007629395
USDMXN,2011-01-11,12.12600040435791
USDMXN,2011-01-12,12.069999694824219
USDMXN,2011-01-13,12.130000114440918
USDMXN,2011-01-14,12.034000396728516
USDMXN,2011-01-17,11.97700023651123
USDMXN,2011-01-18,12.032999992370605
USDMXN,2011-01-19,12.085000038146973
USDMXN,2011-01-20,12.059000015258789
USDMXN,2011-01-21,12.053999900817871
USDMXN,2011-01-24,12.050999641418457
USDMXN,2011-01-25,12.079999923706055
USDMXN,2011-01-26,11.994999885559082
USDMXN,2011-01-27,12.03600025177002
USDMXN,2011-01-28,12.201000213623047
USDMXN,2011-01-31,12.112000465393066
USDMXN,2011-02-01,12.003899574279785
USDMXN,2011-02-02,12.006099700927734
USDMXN,2011-02-03,11.996999740600586
USDMXN,2011-02-04,11.973999977111816
USDMXN,2011-02-07,12.005999565124512
USDMXN,2011-02-08,12.020000457763672
USDMXN,2011-02-09,12.067000389099121
USDMXN,2011-02-10,12.074000358581543
USDMXN,2011-02-11,12.02299976348877
USDMXN,2011-02-14,12.04800033569336
USDMXN,2011-02-15,12.142000198364258
USDMXN,2011-02-16,12.060999870300293
USDMXN,2011-02-17,12.008000373840332
USDMXN,2011-02-18,12.026000022888184
USDMXN,2011-02-21,12.07800006866455
USDMXN,2011-02-22,12.12399959564209
USDMXN,2011-02-23,12.173999786376953
USDMXN,2011-02-24,12.125
USDMXN,2011-02-25,12.116000175476074
USDMXN,2011-02-28,12.098999977111816
USDMXN,2011-03-01,12.109000205993652
USDMXN,2011-03-02,12.074000358581543
USDMXN,2011-03-03,12.003000259399414
USDMXN,2011-03-04,12.0
USDMXN,2011-03-07,12.05049991607666
USDMXN,2011-03-08,12.0
USDMXN,2011-03-09,11.930000305175781
USDMXN,2011-03-10,11.968000411987305
USDMXN,2011-03-11,11.911999702453613
USDMXN,2011-03-14,11.88860034942627
USDMXN,2011-03-15,11.968000411987305
USDMXN,2011-03-16,12.178999900817871
USDMXN,2011-03-17,12.081999778747559
USDMXN,2011-03-18,12.039999961853027
USDMXN,2011-03-21,11.973999977111816
USDMXN,2011-03-22,11.976900100708008
USDMXN,2011-03-23,12.00100040435791
USDMXN,2011-03-24,11.946000099182129
USDMXN,2011-03-25,11.98900032043457
USDMXN,2011-03-28,11.968999862670898
USDMXN,2011-03-29,11.951000213623047
USDMXN,2011-03-30,11.920999526977539
USDMXN,2011-03-31,11.890999794006348
USDMXN,2011-04-01,11.831999778747559
USDMXN,2011-04-04,11.841699600219727
USDMXN,2011-04-05,11.804300308227539
USDMXN,2011-04-06,11.800000190734863
USDMXN,2011-04-07,11.76200008392334
USDMXN,2011-04-08,11.72599983215332
USDMXN,2011-04-11,11.755999565124512
USDMXN,2011-04-12,11.824000358581543
USDMXN,2011-04-13,11.77180004119873
USDMXN,2011-04-14,11.708999633789062
USDMXN,2011-04-15,11.65999984741211
USDMXN,2011-04-18,11.746999740600586
USDMXN,2011-04-19,11.656000137329102
USDMXN,2011-04-20,11.593000411987305
USDMXN,2011-04-21,11.60099983215332
USDMXN,2011-04-22,11.593000411987305
USDMXN,2011-04-25,11.593999862670898
USDMXN,2011-04-26,11.571000099182129
USDMXN,2011-04-27,11.519000053405762
USDMXN,2011-04-28,11.545599937438965
USDMXN,2011-04-29,11.48900032043457
USDMXN,2011-05-02,11.52299976348877
USDMXN,2011-05-03,11.555000305175781
USDMXN,2011-05-04,11.637999534606934
USDMXN,2011-05-05,11.718999862670898
USDMXN,2011-05-06,11.628999710083008
USDMXN,2011-05-09,11.610400199890137
USDMXN,2011-05-10,11.539999961853027
USDMXN,2011-05-11,11.661999702453613
USDMXN,2011-05-12,11.619999885559082
USDMXN,2011-05-13,11.718999862670898
USDMXN,2011-05-16,11.755999565124512
USDMXN,2011-05-17,11.70199966430664
USDMXN,2011-05-18,11.696000099182129
USDMXN,2011-05-19,11.616000175476074
USDMXN,2011-05-20,11.645000457763672
USDMXN,2011-05-23,11.728599548339844
USDMXN,2011-05-24,11.684100151062012
USDMXN,2011-05-25,11.666999816894531
USDMXN,2011-05-26,11.66100025177002
USDMXN,2011-05-27,11.590999603271484
USDMXN,2011-05-30,11.595999717712402
USDMXN,2011-05-31,11.562999725341797
USDMXN,2011-06-01,11.696999549865723
USDMXN,2011-06-02,11.626999855041504
USDMXN,2011-06-03,11.657999992370605
USDMXN,2011-06-06,11.744000434875488
USDMXN,2011-06-07,11.755000114440918
USDMXN,2011-06-08,11.841400146484375
USDMXN,2011-06-09,11.760000228881836
USDMXN,2011-06-10,11.89799976348877
USDMXN,2011-06-13,11.843999862670898
USDMXN,2011-06-14,11.78499984741211
USDMXN,2011-06-15,11.904899597167969
USDMXN,2011-06-16,11.9399995803833
USDMXN,2011-06-17,11.895000457763672
USDMXN,2011-06-20,11.854999542236328
USDMXN,2011-06-21,11.781999588012695
USDMXN,2011-06-22,11.800000190734863
USDMXN,2011-06-23,11.845000267028809
USDMXN,2011-06-24,11.85099983215332
USDMXN,2011-06-27,11.894000053405762
USDMXN,2011-06-28,11.812299728393555
USDMXN,2011-06-29,11.756999969482422
USDMXN,2011-06-30,11.711199760437012
USDMXN,2011-07-01,11.597000122070312
USDMXN,2011-07-04,11.576000213623047
USDMXN,2011-07-05,11.62600040435791
USDMXN,2011-07-06,11.616999626159668
USDMXN,2011-07-07,11.537199974060059
USDMXN,2011-07-08,11.614999771118164
USDMXN,2011-07-11,11.75160026550293
USDMXN,2011-07-12,11.786999702453613
USDMXN,2011-07-13,11.694999694824219
USDMXN,2011-07-14,11.708999633789062
USDMXN,2011-07-15,11.732999801635742
USDMXN,2011-07-18,11.71399974822998
USDMXN,2011-07-19,11.645999908447266
USDMXN,2011-07-20,11.633999824523926
USDMXN,2011-07-21,11.581999778747559
USDMXN,2011-07-22,11.626999855041504
USDMXN,2011-07-25,11.637999534606934
USDMXN,2011-07-26,11.627799987792969
