ds,y
2012-02-14,141.02000427246094
2012-02-15,140.6699981689453
2012-02-16,140.11000061035156
2012-02-17,139.9199981689453
2012-02-21,139.8699951171875
2012-02-22,139.7899932861328
2012-02-23,139.97999572753906
2012-02-24,139.92999267578125
2012-02-27,139.97000122070312
2012-02-28,140.1199951171875
2012-02-29,140.39999389648438
2012-03-01,139.25
2012-03-02,139.5
2012-03-05,137.9199981689453
2012-03-06,138.1699981689453
2012-03-07,138.75
2012-03-08,139.75
2012-03-09,140.0
2012-03-12,142.5
2012-03-13,143.5
2012-03-14,143.0500030517578
2012-03-15,143.6199951171875
2012-03-16,143.5500030517578
2012-03-19,143.6999969482422
2012-03-20,143.7100067138672
2012-03-21,143.69000244140625
2012-03-22,143.8000030517578
2012-03-23,143.94000244140625
2012-03-26,144.14999389648438
2012-03-27,144.2899932861328
2012-03-28,144.4600067138672
2012-03-29,144.60000610351562
2012-03-30,144.75
2012-04-02,145.9199981689453
2012-04-03,147.05999755859375
2012-04-04,147.3000030517578
2012-04-05,147.0500030517578
2012-04-09,147.0500030517578
2012-04-10,149.38999938964844
2012-04-11,149.08999633789062
2012-04-12,148.88999938964844
2012-04-13,148.5500030517578
2012-04-16,148.13999938964844
2012-04-17,148.36000061035156
2012-04-18,148.22999572753906
2012-04-19,148.00999450683594
2012-04-20,148.3000030517578
2012-04-23,148.17999267578125
2012-04-24,148.16000366210938
2012-04-25,148.1300048828125
2012-04-26,147.88999938964844
2012-04-27,147.77000427246094
2012-04-30,147.64999389648438
2012-05-01,143.17999267578125
2012-05-02,142.49000549316406
2012-05-03,142.5
2012-05-04,142.67999267578125
2012-05-07,142.67999267578125
2012-05-08,141.3699951171875
2012-05-09,141.41000366210938
2012-05-10,140.83999633789062
2012-05-11,140.22000122070312
2012-05-14,139.1300048828125
2012-05-15,138.88999938964844
2012-05-16,138.5500030517578
2012-05-17,138.35000610351562
2012-05-18,137.9499969482422
2012-05-21,138.02999877929688
2012-05-22,137.8300018310547
2012-05-23,137.44000244140625
2012-05-24,137.17999267578125
2012-05-25,137.0399932861328
2012-05-29,136.44000244140625
2012-05-30,136.36000061035156
2012-05-31,136.27000427246094
2012-06-01,131.97999572753906
2012-06-04,131.97999572753906
2012-06-05,132.0
2012-06-06,129.75999450683594
2012-06-07,131.75
2012-06-08,131.2100067138672
2012-06-11,131.88999938964844
2012-06-12,132.19000244140625
2012-06-13,133.32000732421875
2012-06-14,133.55999755859375
2012-06-15,133.74000549316406
2012-06-18,134.27000427246094
2012-06-19,134.38999938964844
2012-06-20,134.4600067138672
2012-06-21,134.50999450683594
2012-06-22,134.52999877929688
2012-06-25,134.5800018310547
2012-06-26,134.6199951171875
2012-06-27,134.63999938964844
2012-06-28,134.64999389648438
2012-06-29,134.6199951171875
2012-07-02,131.75
2012-07-03,134.0399932861328
2012-07-05,134.6699981689453
2012-07-06,134.0500030517578
2012-07-09,134.25
2012-07-10,133.35000610351562
2012-07-11,133.47000122070312
2012-07-12,133.60000610351562
2012-07-13,133.2899932861328
2012-07-16,133.11000061035156
2012-07-17,132.8000030517578
2012-07-18,132.41000366210938
2012-07-19,132.02000427246094
2012-07-20,131.50999450683594
2012-07-23,131.0399932861328
2012-07-24,130.72999572753906
2012-07-25,130.5800018310547
2012-07-26,129.5800018310547
2012-07-27,129.11000061035156
2012-07-30,128.47000122070312
2012-07-31,127.94000244140625
2012-08-01,116.33000183105469
2012-08-02,114.43000030517578
2012-08-03,114.47000122070312
2012-08-06,116.02999877929688
2012-08-07,117.05000305175781
2012-08-08,115.8499984741211
2012-08-09,115.7300033569336
2012-08-10,114.77999877929688
2012-08-13,114.62999725341797
2012-08-14,114.02999877929688
2012-08-15,114.0999984741211
2012-08-16,113.87000274658203
2012-08-17,113.18000030517578
2012-08-20,112.86000061035156
2012-08-21,112.52999877929688
2012-08-22,111.94000244140625
2012-08-23,111.12999725341797
2012-08-24,110.87000274658203
2012-08-27,110.9800033569336
2012-08-28,110.36000061035156
2012-08-29,109.52999877929688
2012-08-30,108.63999938964844
2012-08-31,107.80000305175781
2012-09-04,86.43000030517578
2012-09-05,85.23999786376953
2012-09-06,87.48999786376953
2012-09-07,92.75
2012-09-10,95.05000305175781
2012-09-11,96.4800033569336
2012-09-12,94.0
2012-09-13,93.93000030517578
2012-09-14,95.81999969482422
2012-09-17,96.88999938964844
2012-09-18,97.72000122070312
2012-09-19,98.37999725341797
2012-09-20,98.76000213623047
2012-09-21,98.18000030517578
2012-09-24,98.47000122070312
2012-09-25,98.7300033569336
2012-09-26,98.94000244140625
2012-09-27,99.22000122070312
2012-09-28,99.47000122070312
2012-10-01,106.08000183105469
2012-10-02,106.5999984741211
2012-10-03,108.58999633789062
2012-10-04,109.81999969482422
2012-10-05,109.58999633789062
2012-10-08,110.66999816894531
2012-10-09,111.33000183105469
2012-10-10,110.5999984741211
2012-10-11,110.33000183105469
2012-10-12,110.05999755859375
2012-10-15,109.94000244140625
2012-10-16,110.44000244140625
2012-10-17,111.33999633789062
2012-10-18,111.80999755859375
2012-10-19,111.7300033569336
2012-10-22,112.16999816894531
2012-10-23,112.20999908447266
2012-10-24,112.5199966430664
2012-10-25,112.81999969482422
2012-10-26,113.16000366210938
2012-10-31,113.94999694824219
2012-11-06,117.79000091552734
2012-11-07,118.33999633789062
2012-11-08,118.70999908447266
2012-11-09,119.98999786376953
2012-11-12,120.63999938964844
2012-11-13,120.18000030517578
2012-11-14,120.16999816894531
2012-11-15,120.61000061035156
2012-11-16,120.52999877929688
2012-11-19,120.27999877929688
2012-11-20,120.16000366210938
2012-11-21,120.27999877929688
2012-11-23,120.26000213623047
2012-11-26,120.26000213623047
2012-11-27,120.0999984741211
2012-11-28,119.94000244140625
2012-11-29,119.97000122070312
2012-11-30,120.3499984741211
2012-12-06,118.48999786376953
2012-12-07,121.29000091552734
2012-12-10,121.4000015258789
2012-12-11,121.4000015258789
2012-12-12,122.30999755859375
2012-12-13,122.7300033569336
2012-12-14,124.33000183105469
2012-12-17,126.0
2012-12-18,126.5
2012-12-19,127.08000183105469
2012-12-20,127.58000183105469
2012-12-21,127.62999725341797
2012-12-24,129.75
2012-12-26,129.75
2012-12-27,128.82000732421875
2012-12-28,128.22999572753906
2012-12-31,128.5500030517578
2013-01-07,150.16000366210938
2013-01-08,152.38999938964844
2013-01-09,151.99000549316406
2013-01-10,151.66000366210938
2013-01-11,151.16000366210938
2013-01-14,152.77999877929688
2013-01-15,152.19000244140625
2013-01-16,151.3699951171875
2013-01-17,151.30999755859375
2013-01-18,151.57000732421875
2013-01-22,151.35000610351562
2013-01-23,151.22999572753906
2013-01-24,151.02999877929688
2013-01-25,150.8800048828125
2013-01-28,150.8000030517578
2013-01-29,150.6999969482422
2013-01-30,150.75
2013-01-31,150.86000061035156
2013-02-06,155.97000122070312
2013-02-07,156.64999389648438
2013-02-08,157.3000030517578
2013-02-11,156.72000122070312
2013-02-12,156.8300018310547
2013-02-13,156.6199951171875
2013-02-14,156.3699951171875
2013-02-15,155.27999877929688
2013-02-19,155.42999267578125
2013-02-20,155.38999938964844
2013-02-21,155.52000427246094
2013-02-22,155.3000030517578
2013-02-25,155.2100067138672
2013-02-26,155.00999450683594
2013-02-27,154.82000732421875
2013-02-28,154.63999938964844
2013-03-01,146.85000610351562
2013-03-04,142.9600067138672
2013-03-05,143.74000549316406
2013-03-06,146.0
2013-03-07,145.55999755859375
2013-03-08,145.25999450683594
2013-03-11,143.91000366210938
2013-03-12,142.61000061035156
2013-03-13,142.1199951171875
2013-03-14,140.83999633789062
2013-03-15,142.27999877929688
2013-03-18,141.1699981689453
2013-03-19,140.9199981689453
2013-03-20,140.7100067138672
2013-03-21,140.8000030517578
2013-03-22,140.89999389648438
2013-03-25,140.6999969482422
2013-03-26,140.5
2013-03-27,140.0399932861328
2013-03-28,139.8699951171875
2013-04-01,136.6999969482422
2013-04-02,136.58999633789062
2013-04-03,136.8000030517578
2013-04-04,137.1999969482422
2013-04-05,136.5399932861328
2013-04-08,137.52000427246094
2013-04-09,138.22999572753906
2013-04-10,138.67999267578125
2013-04-11,139.0
2013-04-12,138.9600067138672
2013-04-15,138.47999572753906
2013-04-16,138.36000061035156
2013-04-17,138.07000732421875
2013-04-18,138.25
2013-04-19,138.27999877929688
2013-04-22,138.14999389648438
2013-04-23,138.14999389648438
2013-04-24,138.00999450683594
2013-04-25,137.88999938964844
2013-04-26,137.88999938964844
2013-04-29,137.8000030517578
2013-04-30,137.44000244140625
2013-05-01,129.0
2013-05-02,126.1500015258789
2013-05-03,127.45999908447266
2013-05-06,127.5
2013-05-07,130.58999633789062
2013-05-08,130.97000122070312
2013-05-09,130.17999267578125
2013-05-10,129.57000732421875
2013-05-13,129.3800048828125
2013-05-14,128.60000610351562
2013-05-15,127.93000030517578
2013-05-16,127.80000305175781
2013-05-17,127.47000122070312
2013-05-20,127.30000305175781
2013-05-21,127.33999633789062
2013-05-22,127.08000183105469
2013-05-23,126.70999908447266
2013-05-24,126.7300033569336
2013-05-28,126.5
2013-05-29,125.30999755859375
2013-05-30,124.66000366210938
2013-05-31,124.01000213623047
2013-06-03,117.25
2013-06-04,118.33000183105469
2013-06-05,114.5
2013-06-06,111.25
2013-06-07,111.83000183105469
2013-06-10,112.25
2013-06-11,112.58000183105469
2013-06-12,112.54000091552734
2013-06-13,112.33000183105469
2013-06-14,114.66999816894531
2013-06-17,115.66999816894531
2013-06-18,116.08000183105469
2013-06-19,116.58000183105469
2013-06-20,115.16999816894531
2013-06-21,115.16999816894531
2013-06-24,115.0
2013-06-25,114.83000183105469
2013-06-26,114.66999816894531
2013-06-27,114.75
2013-06-28,114.70999908447266
2013-07-01,116.75
2013-07-02,119.33000183105469
2013-07-03,120.16999816894531
2013-07-05,120.91999816894531
2013-07-08,120.23999786376953
2013-07-09,120.81999969482422
2013-07-10,121.26000213623047
2013-07-11,121.75
2013-07-12,122.30999755859375
2013-07-15,122.7699966430664
2013-07-16,123.33999633789062
2013-07-17,123.93000030517578
2013-07-18,124.54000091552734
2013-07-19,127.47000122070312
2013-07-22,127.4000015258789
2013-07-23,127.5199966430664
2013-07-24,127.58000183105469
2013-07-25,127.58000183105469
2013-07-26,127.66999816894531
2013-07-29,127.55000305175781
2013-07-30,127.47000122070312
2013-07-31,127.43000030517578
2013-08-01,127.12000274658203
2013-08-02,128.77999877929688
2013-08-05,129.57000732421875
2013-08-06,131.89999389648438
